char_id,gender,fat_score,muscle_score,hip_score,waist_def_score,height_score,shoulder_w,waist_w,hip_w,hip_over_shoulder,waist_over_hip,waist_over_shoulder,chest_circ_cm,waist_circ_cm,hip_circ_cm
char_05948,female,0.4777,0.2124,0.7214,0.3577,0.2952,0.3066,0.2246,0.2715,0.8854,0.8273,0.7325,113.26,130.35,145.68
char_05965,female,0.6732,0.2828,0.718,0.3724,0.2962,0.3184,0.2402,0.291,0.9141,0.8255,0.7546,145.89,153.06,167.65
char_05977,female,0.1382,0.1068,0.7772,0.386,0.3682,0.2988,0.1582,0.2207,0.7386,0.7168,0.5294,90.22,91.38,109.75
char_05982,female,0.4644,0.3399,0.501,0.809,0.2928,0.3086,0.2207,0.2676,0.8671,0.8248,0.7152,113.35,126.13,142.58
char_05989,female,0.0668,0.4744,0.8118,0.3325,0.293,0.3105,0.1426,0.2051,0.6604,0.6952,0.4591,100.48,84.23,100.15
char_05990,female,0.3163,0.103,0.2828,0.4391,0.2941,0.3105,0.1895,0.2285,0.7358,0.8291,0.6101,100.76,107.84,119.63
char_05996,female,0.7445,0.2624,0.8653,0.6429,0.3017,0.3184,0.25,0.3105,0.9755,0.805,0.7853,150.43,161.22,178.63
char_06009,female,0.9326,0.2212,0.4351,0.6757,0.3018,0.3223,0.2988,0.3457,1.0727,0.8644,0.9273,286.02,178.67,194.08
char_06015,female,0.4139,0.2473,0.6578,0.5045,0.2951,0.3145,0.209,0.2598,0.8261,0.8045,0.6646,113.57,121.94,139.33
char_06039,female,0.1302,0.7895,0.4321,0.3438,0.2943,0.3184,0.166,0.2207,0.6933,0.7522,0.5215,96.53,93.41,110.56
char_06040,female,0.3772,0.2422,0.5231,0.7971,0.2965,0.3262,0.1855,0.2363,0.7246,0.7851,0.5689,120.98,115.99,132.0
char_06065,female,0.1191,0.7502,0.6543,0.4283,0.2981,0.3066,0.1582,0.2246,0.7325,0.7043,0.5159,98.66,92.26,111.31
char_06108,female,0.9685,0.3095,0.7237,0.6864,0.2772,0.3262,0.3184,0.3652,1.1198,0.8717,0.976,282.63,186.84,205.53
char_06136,female,0.1437,0.5535,0.5466,0.3317,0.2069,0.3047,0.1738,0.2324,0.7628,0.7479,0.5705,107.63,94.33,107.37
char_06148,female,0.132,0.4222,0.6959,0.4868,0.391,0.3301,0.1543,0.2012,0.6095,0.767,0.4675,99.12,91.75,109.46
char_06183,female,0.3279,0.2063,0.7107,0.7526,0.2928,0.3145,0.1855,0.2441,0.7764,0.76,0.5901,121.54,111.14,126.6
char_06197,female,0.1957,0.2129,0.7993,0.6612,0.295,0.3145,0.1621,0.2207,0.7019,0.7345,0.5155,112.41,97.88,115.21
char_06225,female,0.063,0.8824,0.5655,0.785,0.3015,0.3145,0.1426,0.2051,0.6522,0.6952,0.4534,104.75,84.6,105.1
char_06229,female,0.1344,0.7527,0.5795,0.3883,0.2959,0.3223,0.1582,0.2168,0.6727,0.7297,0.4909,104.89,94.33,113.25
char_06230,female,0.8337,0.2387,0.2122,0.631,0.2895,0.3262,0.2949,0.3105,0.9521,0.9497,0.9042,135.66,164.83,177.91
char_06285,female,0.2844,0.1694,0.3428,0.4222,0.2959,0.3145,0.1855,0.2285,0.7267,0.812,0.5901,106.2,105.47,119.2
char_06353,female,0.8935,0.2008,0.3455,0.7556,0.2907,0.3184,0.3066,0.334,1.0491,0.9181,0.9632,139.38,173.21,189.35
char_06386,female,0.093,0.8735,0.3955,0.8764,0.2583,0.3145,0.1582,0.2129,0.677,0.7431,0.5031,96.06,87.43,101.55
char_06431,female,0.0906,0.1469,0.7093,0.4467,0.2946,0.2988,0.1426,0.2012,0.6732,0.7087,0.4771,93.78,83.95,98.54
char_06441,female,0.4198,0.2339,0.7802,0.4146,0.2953,0.3184,0.2168,0.2598,0.816,0.8346,0.681,112.09,123.18,138.44
char_06456,female,0.1304,0.8112,0.4487,0.8746,0.4157,0.3262,0.1543,0.2012,0.6168,0.767,0.4731,105.66,92.37,109.11
char_06473,female,0.2095,0.1351,0.62,0.4343,0.2952,0.3066,0.1699,0.2207,0.7197,0.7699,0.5541,103.33,98.89,112.25
char_06500,female,0.6331,0.2887,0.644,0.242,0.2634,0.334,0.248,0.2793,0.8363,0.8881,0.7427,122.81,148.03,164.89
char_06502,female,0.4635,0.3252,0.6308,0.8792,0.3583,0.334,0.2012,0.2441,0.731,0.824,0.6023,128.42,125.85,141.83
char_06504,female,0.8038,0.3061,0.7886,0.8816,0.3026,0.3262,0.2949,0.3262,1.0,0.9042,0.9042,138.51,167.14,185.44
char_06539,female,0.0547,0.7471,0.2822,0.8273,0.2973,0.3027,0.1426,0.2051,0.6774,0.6952,0.471,93.44,81.64,97.47
char_06560,female,0.2393,0.121,0.8428,0.2578,0.332,0.3184,0.1699,0.2246,0.7055,0.7565,0.5337,112.09,104.42,119.8
char_06604,female,0.5048,0.2263,0.3824,0.4208,0.297,0.3223,0.2168,0.252,0.7818,0.8605,0.6727,124.27,129.88,142.03
char_06672,female,0.6806,0.2638,0.2875,0.5121,0.296,0.3223,0.2598,0.291,0.903,0.8926,0.8061,125.61,149.44,163.82
char_06692,female,0.2447,0.1274,0.6176,0.8407,0.3201,0.3145,0.1738,0.2207,0.7019,0.7876,0.5528,100.91,100.7,115.44
char_06705,female,0.1035,0.5882,0.6446,0.3801,0.3592,0.3184,0.1465,0.2051,0.6442,0.7143,0.4601,107.63,88.68,105.83
char_06715,female,0.4628,0.2532,0.3498,0.6427,0.2937,0.3262,0.209,0.248,0.7605,0.8425,0.6407,120.0,124.58,139.39
char_06724,female,0.3353,0.2316,0.3388,0.6925,0.2912,0.3105,0.1973,0.2402,0.7736,0.8211,0.6352,102.44,110.8,125.79
char_06728,female,0.325,0.2571,0.4156,0.6784,0.2946,0.3066,0.1934,0.2363,0.7707,0.8182,0.6306,106.99,109.97,123.52
char_06734,female,0.6939,0.3085,0.6314,0.6587,0.2945,0.3145,0.2559,0.2988,0.9503,0.8562,0.8137,131.93,153.58,170.05
char_06753,female,0.3993,0.2933,0.6592,0.7281,0.2959,0.3223,0.1895,0.248,0.7697,0.7638,0.5879,127.2,119.93,138.42
char_06765,female,0.7348,0.2157,0.7288,0.5195,0.2923,0.3223,0.2637,0.3027,0.9394,0.871,0.8182,139.72,158.89,175.62
char_06775,female,0.2679,0.2543,0.603,0.3486,0.2947,0.3223,0.166,0.2207,0.6848,0.7522,0.5152,116.23,106.23,122.77
char_06799,female,0.1348,0.9097,0.5532,0.8376,0.2942,0.3164,0.1621,0.2246,0.7099,0.7217,0.5123,107.28,95.07,115.21
char_06807,female,0.4618,0.2326,0.8016,0.8807,0.2816,0.3145,0.1992,0.2598,0.8261,0.7669,0.6335,130.0,127.19,145.79
char_06871,female,0.9473,0.2495,0.599,0.403,0.2934,0.3262,0.3066,0.3457,1.0599,0.887,0.9401,286.64,184.52,202.23
char_06923,female,0.3064,0.1559,0.6104,0.4774,0.2941,0.3027,0.1816,0.2402,0.7935,0.7561,0.6,117.79,109.78,124.16
char_06943,female,0.062,0.9316,0.6289,0.6505,0.294,0.3027,0.1543,0.2188,0.7226,0.7054,0.5097,113.97,85.67,104.95
char_06963,female,0.5703,0.2873,0.2403,0.8503,0.2715,0.3262,0.2246,0.2637,0.8084,0.8519,0.6886,132.56,135.29,150.69
char_06969,female,0.5394,0.2396,0.355,0.5185,0.2914,0.3105,0.2168,0.2715,0.8742,0.7986,0.6981,136.44,133.46,146.15
char_06994,female,0.3078,0.1341,0.7431,0.3594,0.2978,0.3066,0.1836,0.2363,0.7707,0.7769,0.5987,107.72,110.38,126.05
char_07004,female,0.5307,0.2479,0.3065,0.7115,0.2954,0.3066,0.2266,0.2676,0.8726,0.8467,0.7389,122.29,131.98,145.66
char_07146,female,0.3027,0.2689,0.3662,0.5339,0.3014,0.3184,0.1777,0.2246,0.7055,0.7913,0.5583,117.83,107.52,120.69
char_07162,female,0.4375,0.205,0.2905,0.8458,0.2971,0.3105,0.2129,0.252,0.8113,0.845,0.6855,109.16,120.04,134.28
char_07166,female,0.62,0.2275,0.3997,0.446,0.295,0.3105,0.2402,0.2793,0.8994,0.8601,0.7736,126.84,142.93,156.4
char_07228,female,0.2352,0.2377,0.5189,0.8733,0.305,0.3145,0.166,0.2246,0.7143,0.7391,0.528,106.0,100.26,118.21
char_07238,female,0.6449,0.2104,0.689,0.5247,0.2984,0.3145,0.2402,0.2988,0.9503,0.8039,0.764,143.21,147.97,163.17
char_07284,female,0.1204,0.5322,0.649,0.5028,0.2512,0.2949,0.1582,0.2285,0.7748,0.6923,0.5364,110.38,90.89,108.84
char_07300,female,0.4801,0.2871,0.4294,0.7088,0.2955,0.3066,0.2168,0.2637,0.8599,0.8222,0.707,119.73,126.87,142.04
char_07338,female,0.3362,0.1652,0.5276,0.552,0.2982,0.3184,0.1816,0.2324,0.7301,0.7815,0.5706,113.24,112.24,127.91
char_07402,female,0.0733,0.5574,0.5645,0.6223,0.294,0.3066,0.1465,0.209,0.6815,0.7009,0.4777,95.19,84.53,101.23
char_07466,female,0.1328,0.5153,0.2931,0.3013,0.2975,0.3105,0.1523,0.2012,0.6478,0.7573,0.4906,112.66,91.63,104.72
char_07488,female,0.1222,0.4456,0.2111,0.3038,0.2078,0.2891,0.1699,0.2227,0.7703,0.7632,0.5878,93.56,89.27,100.16
char_07503,female,0.9297,0.226,0.5429,0.6386,0.311,0.3301,0.3027,0.3301,1.0,0.9172,0.9172,148.68,179.33,195.43
char_07518,female,0.8813,0.2365,0.6254,0.8448,0.2456,0.3105,0.2871,0.3418,1.1006,0.84,0.9245,149.21,174.89,193.63
char_07522,female,0.9246,0.2626,0.7532,0.8738,0.358,0.334,0.3027,0.3301,0.9883,0.9172,0.9064,147.85,180.23,198.4
char_07541,female,0.1686,0.201,0.5401,0.8242,0.3569,0.3145,0.1621,0.2129,0.677,0.7615,0.5155,96.24,93.7,109.42
char_07574,female,0.2607,0.2639,0.5385,0.3185,0.2963,0.3066,0.1797,0.2285,0.7452,0.7863,0.586,108.16,104.85,117.7
char_07575,female,0.8368,0.258,0.851,0.2374,0.3101,0.3223,0.2676,0.3301,1.0242,0.8107,0.8303,156.69,174.34,192.81
char_07625,female,0.6679,0.2449,0.4479,0.581,0.3089,0.3145,0.2363,0.2871,0.913,0.8231,0.7516,145.11,148.82,162.65
char_07633,female,0.1874,0.1612,0.6136,0.8493,0.3382,0.3223,0.1543,0.2051,0.6364,0.7524,0.4788,98.87,95.12,110.57
char_07739,female,0.5342,0.2445,0.366,0.5616,0.2959,0.3145,0.2285,0.2676,0.8509,0.854,0.7267,121.04,132.99,148.1
char_07769,female,0.6826,0.233,0.6638,0.8406,0.2985,0.3145,0.2441,0.3027,0.9627,0.8065,0.7764,137.84,152.03,170.75
char_07828,female,0.559,0.2676,0.7313,0.2527,0.2973,0.3184,0.2324,0.2793,0.8773,0.8322,0.7301,117.74,140.3,158.45
char_07950,female,0.9135,0.3004,0.4963,0.3168,0.2989,0.3301,0.3086,0.3262,0.9882,0.9461,0.9349,145.65,179.13,193.65
char_07991,female,0.7886,0.2399,0.2375,0.3913,0.293,0.3262,0.2676,0.2988,0.9162,0.8954,0.8204,150.51,161.09,173.34
char_08002,female,0.7,0.2687,0.4032,0.4313,0.2957,0.3262,0.2539,0.291,0.8922,0.8725,0.7784,133.83,152.9,168.79
char_08058,female,0.2954,0.282,0.8214,0.8538,0.309,0.3066,0.1777,0.2363,0.7707,0.7521,0.5796,115.59,108.62,124.54
char_08075,female,0.9175,0.2737,0.627,0.5708,0.2938,0.3262,0.2871,0.334,1.024,0.8596,0.8802,292.78,180.81,199.88
char_08145,female,0.0703,0.9315,0.7524,0.3668,0.2961,0.3262,0.1543,0.209,0.6407,0.7383,0.4731,105.3,88.45,107.63
char_08194,female,0.2821,0.1684,0.8566,0.271,0.2851,0.3145,0.1738,0.2363,0.7516,0.7355,0.5528,116.6,109.28,127.75
char_08287,female,0.9331,0.2305,0.4544,0.5215,0.3003,0.3301,0.2988,0.334,1.0118,0.8947,0.9053,283.42,180.52,198.59
char_08330,female,0.6817,0.2149,0.6178,0.3947,0.2894,0.3184,0.2402,0.2949,0.9264,0.8146,0.7546,145.63,152.95,170.25
char_08384,female,0.0285,0.072,0.2143,0.3034,0.4969,0.2988,0.1113,0.1543,0.5163,0.7215,0.3725,88.57,70.88,81.82
char_08386,female,0.8905,0.2454,0.56,0.6418,0.2954,0.3184,0.2754,0.3262,1.0245,0.8443,0.865,160.7,175.69,192.55
char_08410,female,0.6893,0.28,0.756,0.5231,0.3024,0.3262,0.2598,0.3027,0.9281,0.8581,0.7964,138.48,154.37,171.94
char_08413,female,0.1183,0.4532,0.2574,0.8558,0.3049,0.3066,0.1504,0.2051,0.6688,0.7333,0.4904,92.97,86.28,100.01
char_08425,female,0.0891,0.5893,0.6399,0.351,0.3705,0.3262,0.1465,0.1934,0.5928,0.7576,0.4491,101.5,87.01,102.08
char_08472,female,0.9433,0.2455,0.8747,0.6832,0.3035,0.3262,0.2988,0.3457,1.0599,0.8644,0.9162,151.41,186.27,206.92
char_08494,female,0.6355,0.2726,0.3382,0.3622,0.3103,0.3027,0.2559,0.3027,1.0,0.8452,0.8452,127.21,145.39,160.99
char_08518,female,0.2533,0.2959,0.6753,0.8697,0.2956,0.3145,0.166,0.2285,0.7267,0.7265,0.528,116.54,103.3,121.22
char_08565,female,0.1187,0.5006,0.4661,0.8749,0.2453,0.3066,0.1504,0.2207,0.7197,0.6814,0.4904,99.3,88.06,106.24
char_08590,female,0.7108,0.1611,0.4339,0.8571,0.2767,0.3184,0.2656,0.2949,0.9264,0.9007,0.8344,126.82,152.52,168.91
char_08602,female,0.5511,0.1627,0.6441,0.7012,0.2928,0.3145,0.2324,0.2793,0.8882,0.8322,0.7391,132.47,135.66,150.31
char_08621,female,0.0659,0.4935,0.634,0.5352,0.2842,0.3066,0.1465,0.209,0.6815,0.7009,0.4777,96.49,82.28,97.91
char_08681,female,0.3124,0.1189,0.8725,0.2339,0.3379,0.3262,0.1738,0.2246,0.6886,0.7739,0.5329,119.26,112.27,128.27
char_08721,female,0.7927,0.2933,0.5888,0.3295,0.2923,0.3223,0.2949,0.334,1.0364,0.883,0.9152,136.62,165.75,182.45
char_08757,female,0.4612,0.2155,0.343,0.4329,0.2964,0.3145,0.2051,0.248,0.7888,0.8268,0.6522,129.58,125.29,139.61
char_08774,female,0.8871,0.3096,0.5228,0.773,0.2945,0.3281,0.2871,0.3262,0.994,0.8802,0.875,146.37,174.48,191.36
char_08806,female,0.5099,0.2366,0.723,0.7787,0.3107,0.3223,0.2168,0.2676,0.8303,0.8102,0.6727,129.84,132.35,148.22
char_08809,female,0.3132,0.1783,0.8087,0.2397,0.3241,0.3184,0.1973,0.2402,0.7546,0.8211,0.6196,106.1,112.66,127.2
char_08867,female,0.1271,0.4254,0.5571,0.4588,0.2959,0.3066,0.1543,0.209,0.6815,0.7383,0.5032,109.13,90.6,106.0
char_08900,female,0.1035,0.7938,0.3766,0.699,0.2956,0.3125,0.1484,0.209,0.6688,0.7103,0.475,100.72,88.38,107.18
char_08942,female,0.473,0.2213,0.3676,0.8021,0.2965,0.3223,0.2207,0.2559,0.7939,0.8626,0.6848,113.41,124.65,138.75
char_08958,female,0.3767,0.2263,0.712,0.2679,0.2995,0.3184,0.2012,0.252,0.7914,0.7984,0.6319,109.56,118.79,134.74
char_08987,female,0.1259,0.8064,0.6248,0.8823,0.4054,0.3301,0.1465,0.2012,0.6095,0.7282,0.4438,112.97,91.97,110.71
char_09019,female,0.7013,0.1673,0.5907,0.5824,0.2961,0.3184,0.252,0.291,0.9141,0.8658,0.7914,142.01,153.42,167.83
char_09022,female,0.2582,0.1301,0.6849,0.4447,0.2977,0.3125,0.1855,0.2402,0.7688,0.7724,0.5938,96.81,104.49,122.38
char_09024,female,0.8509,0.2139,0.4722,0.6299,0.2956,0.3223,0.2676,0.3184,0.9879,0.8405,0.8303,157.04,170.54,188.27
char_09081,female,0.1194,0.4786,0.246,0.2018,0.3356,0.3086,0.1582,0.2051,0.6646,0.7714,0.5127,92.64,89.59,102.29
char_09166,female,0.1818,0.1838,0.8288,0.8434,0.3743,0.3223,0.1582,0.2207,0.6848,0.7168,0.4909,96.88,95.9,115.65
char_09245,female,0.0893,0.5186,0.4557,0.8615,0.3462,0.3184,0.1426,0.2012,0.6319,0.7087,0.4479,95.85,84.99,101.08
char_09254,female,0.9449,0.2421,0.7017,0.3283,0.3342,0.3301,0.3223,0.3418,1.0355,0.9429,0.9763,289.16,184.55,201.85
char_09298,female,0.3157,0.2219,0.3675,0.7895,0.293,0.3145,0.1816,0.2285,0.7267,0.7949,0.5776,117.81,107.92,122.5
char_09311,female,0.7554,0.2259,0.7242,0.8942,0.289,0.3301,0.2676,0.3066,0.929,0.8726,0.8107,136.48,159.74,177.82
char_09340,female,0.1415,0.8677,0.6323,0.8709,0.2388,0.3027,0.1699,0.2363,0.7806,0.719,0.5613,112.87,94.92,113.31
char_09346,female,0.4265,0.2844,0.511,0.3741,0.299,0.3145,0.2051,0.252,0.8012,0.814,0.6522,110.37,122.93,137.99
char_09382,female,0.5205,0.3362,0.6235,0.8475,0.3125,0.3184,0.2246,0.2793,0.8773,0.8042,0.7055,129.47,132.64,149.4
char_09389,female,0.464,0.2632,0.8762,0.7503,0.3087,0.3359,0.209,0.252,0.75,0.8295,0.6221,122.27,128.23,147.41
char_09390,female,0.4789,0.2668,0.2451,0.505,0.2965,0.3145,0.2109,0.2559,0.8137,0.8244,0.6708,132.77,126.6,140.43
char_09406,female,0.9222,0.1836,0.3854,0.7586,0.2808,0.3184,0.2773,0.334,1.0491,0.8304,0.8712,295.19,176.66,192.28
char_09408,female,0.7424,0.2215,0.5929,0.8862,0.2766,0.3145,0.252,0.3066,0.9752,0.8217,0.8012,144.4,157.34,174.69
char_09476,female,0.9156,0.2785,0.7497,0.4009,0.2955,0.3262,0.3223,0.3496,1.0719,0.9218,0.988,144.7,182.05,201.34
char_09496,female,0.0918,0.8986,0.4118,0.5425,0.3228,0.3105,0.1582,0.2129,0.6855,0.7431,0.5094,95.34,87.87,104.72
char_09626,female,0.0906,0.72,0.5773,0.6082,0.292,0.3145,0.1465,0.2051,0.6522,0.7143,0.4658,107.56,87.62,102.22
char_09652,female,0.258,0.2139,0.53,0.5103,0.2333,0.3105,0.1816,0.2285,0.7358,0.7949,0.5849,97.17,104.23,120.4
char_09670,female,0.5352,0.3047,0.5288,0.376,0.2945,0.3223,0.2402,0.2715,0.8424,0.8849,0.7455,116.54,135.24,149.71
char_09741,female,0.0607,0.8183,0.4002,0.7055,0.2951,0.3066,0.1426,0.209,0.6815,0.6822,0.465,91.91,83.03,102.12
char_09760,female,0.0965,0.9032,0.5262,0.5383,0.299,0.3184,0.1582,0.2129,0.6687,0.7431,0.4969,106.8,90.37,106.36
char_09767,female,0.3047,0.2218,0.833,0.3112,0.2852,0.3105,0.1855,0.2441,0.7862,0.76,0.5975,111.74,111.81,130.03
char_09781,female,0.4921,0.2183,0.2511,0.8434,0.2199,0.3066,0.2168,0.2637,0.8599,0.8222,0.707,112.51,126.19,141.33
char_09797,female,0.5361,0.2917,0.7069,0.4333,0.2966,0.3184,0.2246,0.2715,0.8528,0.8273,0.7055,135.79,136.95,151.03
char_09808,female,0.1463,0.8424,0.7122,0.5814,0.3033,0.3398,0.1582,0.209,0.6149,0.757,0.4655,111.83,96.81,115.06
char_09825,female,0.9724,0.2524,0.583,0.4828,0.3008,0.3223,0.291,0.3496,1.0848,0.8324,0.903,292.23,187.34,206.3
char_09839,female,0.1161,0.8737,0.7249,0.5824,0.2818,0.3066,0.1738,0.2441,0.7962,0.712,0.5669,100.92,93.64,113.61
char_09846,female,0.6601,0.2994,0.4071,0.2779,0.2911,0.3105,0.2441,0.2871,0.9245,0.8503,0.7862,145.17,149.65,162.76
char_09866,female,0.1703,0.2084,0.5293,0.8572,0.2497,0.3027,0.1582,0.2207,0.729,0.7168,0.5226,94.51,93.27,111.31
char_09870,female,0.2295,0.235,0.479,0.6258,0.2949,0.3066,0.1855,0.2324,0.758,0.7983,0.6051,95.64,99.9,114.55
char_09892,female,0.0692,0.5611,0.5492,0.3495,0.3169,0.3281,0.1426,0.1855,0.5655,0.7684,0.4345,89.69,83.99,100.08
char_09902,female,0.4646,0.2196,0.6186,0.4402,0.2927,0.3105,0.2207,0.2676,0.8616,0.8248,0.7107,110.84,127.68,143.18
char_09927,female,0.587,0.258,0.5626,0.85,0.2937,0.3105,0.2441,0.2832,0.9119,0.8621,0.7862,120.2,138.78,154.03
char_09937,female,0.3225,0.1909,0.2353,0.8355,0.3338,0.3145,0.1777,0.2246,0.7143,0.7913,0.5652,117.43,108.16,121.15
char_09964,female,0.5485,0.3147,0.5161,0.2539,0.2934,0.3262,0.2285,0.2715,0.8323,0.8417,0.7006,131.02,137.73,153.8
char_09979,female,0.7012,0.1637,0.5313,0.7144,0.2985,0.3223,0.248,0.2832,0.8788,0.8759,0.7697,138.78,152.16,166.24
char_10068,female,0.0975,0.4992,0.8559,0.699,0.2964,0.2988,0.1465,0.2168,0.7255,0.6757,0.4902,104.66,87.52,107.47
char_10115,female,0.1842,0.2011,0.2811,0.5456,0.295,0.3105,0.1582,0.209,0.673,0.757,0.5094,100.88,94.97,109.82
char_10120,female,0.6222,0.2222,0.6769,0.7035,0.3062,0.3223,0.2559,0.2871,0.8909,0.8912,0.7939,122.1,144.72,161.06
char_10140,female,0.0288,0.1887,0.4786,0.8277,0.2954,0.2969,0.123,0.1855,0.625,0.6632,0.4145,99.26,73.21,89.76
char_10146,female,0.1132,0.9038,0.769,0.4616,0.3018,0.3242,0.1543,0.2129,0.6566,0.7248,0.4759,118.69,93.72,113.32
char_10156,female,0.2577,0.1634,0.7743,0.6599,0.2967,0.3105,0.1855,0.2363,0.761,0.7851,0.5975,100.86,104.05,119.56
char_10164,female,0.7834,0.2984,0.8045,0.8641,0.3903,0.334,0.2676,0.2988,0.8947,0.8954,0.8012,145.66,164.16,181.86
char_10185,female,0.2106,0.1958,0.359,0.4213,0.2897,0.3262,0.1582,0.2012,0.6168,0.7864,0.485,108.71,98.01,111.93
char_10206,female,0.9558,0.1795,0.3342,0.5567,0.2894,0.3145,0.2949,0.334,1.0621,0.883,0.9379,299.34,180.55,194.78
char_10251,female,0.682,0.2343,0.7337,0.6439,0.2952,0.3145,0.2676,0.3066,0.9752,0.8726,0.8509,125.36,152.16,169.24
char_10260,female,0.8181,0.3023,0.5874,0.7699,0.3007,0.3223,0.2832,0.3184,0.9879,0.8896,0.8788,139.69,166.91,183.32
char_10276,female,0.3232,0.212,0.441,0.2862,0.2983,0.3145,0.1816,0.2324,0.7391,0.7815,0.5776,117.38,111.3,126.0
char_10281,female,0.3135,0.1889,0.6026,0.573,0.2914,0.3066,0.1855,0.2363,0.7707,0.7851,0.6051,115.83,109.89,124.42
char_10289,female,0.9625,0.2188,0.4837,0.6895,0.3012,0.3184,0.2871,0.3418,1.0736,0.84,0.9018,296.44,183.76,202.09
char_10336,female,0.0978,0.8717,0.3241,0.4172,0.2954,0.3223,0.1504,0.2051,0.6364,0.7333,0.4667,109.91,89.4,107.41
char_10337,female,0.8641,0.2206,0.8374,0.7313,0.3469,0.3145,0.2871,0.3457,1.0994,0.8305,0.913,148.52,175.45,194.13
char_10374,female,0.9516,0.2043,0.3299,0.4366,0.317,0.3301,0.2871,0.3145,0.9527,0.913,0.8698,293.03,181.0,194.32
char_10376,female,0.0163,0.1132,0.3838,0.6101,0.294,0.2793,0.1191,0.1777,0.6364,0.6703,0.4266,75.85,68.97,82.94
char_10453,female,0.1338,0.7215,0.8452,0.4308,0.2976,0.3105,0.1621,0.2285,0.7358,0.7094,0.522,102.44,94.74,115.04
char_10486,female,0.5687,0.2107,0.726,0.4777,0.2946,0.3184,0.2324,0.2793,0.8773,0.8322,0.7301,130.09,140.54,157.2
char_10528,female,0.9191,0.3167,0.3728,0.2713,0.2886,0.3223,0.2988,0.3379,1.0485,0.8844,0.9273,287.44,178.56,192.56
char_10592,female,0.5264,0.2737,0.3961,0.8745,0.282,0.3223,0.2207,0.2637,0.8182,0.837,0.6848,135.25,130.97,144.98
char_10596,female,0.6131,0.2015,0.7595,0.7518,0.2551,0.3105,0.2324,0.2988,0.9623,0.7778,0.7484,140.95,144.37,162.41
char_10629,female,0.368,0.3017,0.5306,0.4813,0.2984,0.3145,0.1992,0.2441,0.7764,0.816,0.6335,110.13,116.91,132.68
char_10652,female,0.4889,0.3374,0.3837,0.2466,0.2952,0.3184,0.2363,0.2637,0.8282,0.8963,0.7423,115.59,130.01,141.95
char_10660,female,0.7753,0.2433,0.3965,0.4682,0.2246,0.334,0.2598,0.2949,0.883,0.8808,0.7778,138.59,161.25,177.52
char_10734,female,0.8374,0.3006,0.6391,0.5578,0.2969,0.3262,0.2754,0.3301,1.012,0.8343,0.8443,284.0,170.94,188.2
char_10754,female,0.0841,0.4586,0.8112,0.7087,0.3249,0.3145,0.1465,0.209,0.6646,0.7009,0.4658,87.46,84.86,105.93
char_10767,female,0.6603,0.2151,0.4981,0.53,0.2932,0.3262,0.248,0.2871,0.8802,0.8639,0.7605,141.36,148.46,164.03
char_10793,female,0.2662,0.1491,0.4261,0.453,0.2962,0.3145,0.1777,0.2246,0.7143,0.7913,0.5652,112.52,103.62,116.48
char_10808,female,0.914,0.1829,0.8475,0.4922,0.2922,0.3223,0.291,0.3535,1.097,0.8232,0.903,289.3,182.37,202.46
char_10826,female,0.5076,0.1713,0.4545,0.518,0.2967,0.3145,0.2129,0.2637,0.8385,0.8074,0.677,122.8,130.68,146.61
char_10851,female,0.4841,0.3028,0.5699,0.5989,0.2932,0.3105,0.2305,0.2715,0.8742,0.8489,0.7421,119.86,128.77,142.66
char_10870,female,0.1071,0.4779,0.5811,0.751,0.2427,0.291,0.166,0.2402,0.8255,0.6911,0.5705,94.82,87.13,103.63
char_10871,female,0.485,0.1992,0.8419,0.86,0.3102,0.3223,0.2129,0.2637,0.8182,0.8074,0.6606,128.81,129.23,146.32
char_10878,female,0.8092,0.3045,0.8321,0.8358,0.2472,0.3223,0.2871,0.3281,1.0182,0.875,0.8909,135.74,168.46,188.94
char_10886,female,0.5564,0.2419,0.3723,0.8538,0.3293,0.3262,0.2246,0.2637,0.8084,0.8519,0.6886,129.22,134.24,148.25
char_10949,female,0.4184,0.2852,0.2919,0.6597,0.2961,0.3105,0.1992,0.2441,0.7862,0.816,0.6415,120.93,119.14,132.07
char_10959,female,0.0869,0.4537,0.7829,0.65,0.3379,0.3145,0.1426,0.2012,0.6398,0.7087,0.4534,107.67,85.5,101.26
char_10986,female,0.7165,0.1925,0.2656,0.2535,0.2137,0.3184,0.2637,0.2871,0.9018,0.9184,0.8282,138.97,153.7,164.88
char_10999,female,0.8576,0.2229,0.7523,0.6687,0.2919,0.3223,0.2812,0.3262,1.0121,0.8623,0.8727,144.11,173.21,191.48
char_11002,female,0.0996,0.767,0.446,0.5045,0.2946,0.3105,0.1543,0.2129,0.6855,0.7248,0.4969,98.9,88.31,105.75
char_11094,female,0.7,0.3056,0.7385,0.2515,0.2938,0.3145,0.252,0.3105,0.9876,0.8113,0.8012,148.01,157.08,172.8
char_11187,female,0.2916,0.2946,0.2707,0.7573,0.2955,0.3105,0.1738,0.2207,0.7107,0.7876,0.5597,119.85,105.23,118.81
char_11221,female,0.0959,0.7389,0.279,0.8301,0.2951,0.2988,0.1504,0.2129,0.7124,0.7064,0.5033,96.76,85.15,102.48
char_11259,female,0.245,0.2625,0.4067,0.7771,0.2964,0.3066,0.1699,0.2246,0.7325,0.7565,0.5541,105.53,101.12,118.09
