char_id,gender,somatotype,inversion_mae_cm,weight_kg,navy_bfp,target_height_cm,target_shoulder_width_cm,target_hip_width_cm,target_chest_circ_cm,target_waist_circ_cm,target_hip_circ_cm,target_neck_circ_cm,target_bicep_circ_cm,target_forearm_circ_cm,target_mid_thigh_circ_cm,target_calf_circ_cm,target_upper_arm_length_cm,target_forearm_length_cm,target_upper_leg_length_cm,target_lower_leg_length_cm,morph_abdomen_depth,morph_abdomen_scale,morph_body_builder,morph_body_fat,morph_body_muscular,morph_body_thin,morph_breast_scale,morph_chest_depth,morph_chest_height,morph_chest_scale,morph_chest_width,morph_forearm_len,morph_forearm_scale,morph_glute_scale,morph_hip_len,morph_hip_scale,morph_lower_leg_len,morph_lower_leg_scale,morph_neck_len,morph_neck_scale,morph_thigh_len,morph_thigh_scale,morph_upperarm_len,morph_upperarm_scale,pred_height_cm,pred_shoulder_width_cm,pred_hip_width_cm,pred_chest_circ_cm,pred_waist_circ_cm,pred_hip_circ_cm,pred_neck_circ_cm,pred_bicep_circ_cm,pred_forearm_circ_cm,pred_mid_thigh_circ_cm,pred_calf_circ_cm,pred_upper_arm_length_cm,pred_forearm_length_cm,pred_upper_leg_length_cm,pred_lower_leg_length_cm,target_WHR,pred_WHR,target_SHR,pred_SHR,target_leg_taper,pred_leg_taper,target_chest_waist,pred_chest_waist,target_hip_chest,pred_hip_chest,target_neck_chest,pred_neck_chest,target_bicep_thigh,pred_bicep_thigh,target_shoulder_chest,pred_shoulder_chest,target_hip_width_circ,pred_hip_width_circ,target_arm_ratio,pred_arm_ratio,target_leg_ratio,pred_leg_ratio,target_bicep_calf,pred_bicep_calf,target_forearm_bicep,pred_forearm_bicep,target_shoulder_hip_circ,pred_shoulder_hip_circ
char_00736,female,pear,0.562,68.7,35.99,163.6,44.7,34.6,92.6,84.7,101.1,31.5,30.0,27.1,63.5,39.5,32.4,23.1,41.4,42.6,1.0,0.3268,0.2758,0.0353,0.0,0.0,0.4795,-0.5,-1.0,-0.5,-0.1543,-0.1656,0.7203,1.0,1.0,-0.293,-0.1883,0.9797,0.3574,0.0,-0.2149,1.0,0.4565,-0.0978,163.67,45.16,35.42,93.22,85.11,101.61,33.32,29.43,26.74,61.71,38.58,32.4,23.1,41.36,42.55,0.8378,0.8376,1.2919,1.275,1.6076,1.5995,1.0933,1.0953,1.0918,1.09,0.3402,0.3574,0.4724,0.4769,0.4827,0.4844,0.3422,0.3486,0.713,0.713,1.029,1.0288,0.7595,0.7628,0.9033,0.9086,0.4421,0.4444
char_00737,male,rectangle,0.613,82.5,20.52,178.6,48.9,33.0,97.2,90.7,100.2,38.2,31.9,28.9,64.6,40.2,37.5,25.5,43.2,45.2,1.0,0.3737,0.0,0.1389,0.0,0.0,0.0,-0.5,0.3679,-0.5,1.0,0.0541,1.0,-0.5214,1.0,-0.3,-0.0693,1.0,1.0,0.8972,-0.123,1.0,0.9365,0.2598,178.4,48.58,34.28,97.53,90.81,100.22,38.29,30.9,28.13,61.8,38.71,37.63,25.56,43.52,45.48,0.9052,0.9061,1.4818,1.4172,1.607,1.5965,1.0717,1.074,1.0309,1.0276,0.393,0.3926,0.4938,0.5,0.5031,0.4981,0.3293,0.342,0.68,0.6792,1.0463,1.045,0.7935,0.7982,0.906,0.9104,0.488,0.4847
char_00738,female,rectangle,1.264,45.8,10.05,173.3,39.58,30.03,76.11,58.68,79.05,26.96,23.81,20.65,43.83,33.26,35.26,24.43,45.82,46.75,-0.8017,-1.0,-0.0,-0.0,0.0306,1.0,0.75,-0.5,0.8108,-0.5,-0.5,-0.0414,0.6547,0.8778,-1.0,0.0871,-0.0211,1.0,-1.0,0.0,0.0071,0.1006,0.6427,0.3198,173.35,43.39,31.96,78.81,60.47,81.88,28.75,23.21,20.29,42.62,31.92,34.95,24.29,45.78,46.7,0.7423,0.7385,1.318,1.3576,1.3178,1.3352,1.297,1.3033,1.0386,1.039,0.3542,0.3648,0.5432,0.5446,0.52,0.5506,0.3799,0.3903,0.6929,0.695,1.0203,1.0201,0.7159,0.7271,0.8673,0.8742,0.5007,0.5299
char_00739,female,pear,0.041,59.1,34.56,154.8,43.7,36.0,89.8,80.1,98.4,32.2,28.5,24.9,58.0,37.4,33.3,22.5,36.8,41.2,-1.0,0.3257,0.0,0.0203,0.3395,0.1162,0.6523,-0.5,0.0439,-0.5,-0.5,-0.1983,0.7117,1.0,-1.0,-0.1005,-0.2485,1.0,-1.0,0.0,-0.4058,0.8211,0.5321,0.1322,154.8,43.83,36.07,89.88,80.16,98.49,32.26,28.48,24.89,57.96,37.36,33.29,22.49,36.8,41.2,0.814,0.8139,1.2139,1.2151,1.5508,1.5514,1.1211,1.1213,1.0958,1.0958,0.3586,0.3589,0.4914,0.4914,0.4866,0.4877,0.3659,0.3662,0.6757,0.6756,1.1196,1.1196,0.762,0.7623,0.8737,0.8739,0.4441,0.445
char_00740,female,pear,0.508,62.6,36.92,157.1,42.2,34.3,92.6,83.8,100.5,31.7,28.4,24.0,59.6,36.7,31.4,23.2,39.0,41.6,1.0,0.0908,0.0,0.0834,0.0,0.1895,0.7448,-0.5,-1.0,-0.5,-0.5,-0.1383,0.517,0.8618,1.0,-0.1798,-0.2341,0.9331,-0.4631,0.0,-0.3239,1.0,0.3628,0.1873,157.12,43.74,35.25,93.61,84.56,101.59,32.47,28.2,23.88,58.98,36.39,31.28,23.14,38.99,41.58,0.8338,0.8324,1.2303,1.2409,1.624,1.6208,1.105,1.107,1.0853,1.0852,0.3423,0.3469,0.4765,0.4781,0.4557,0.4673,0.3413,0.347,0.7389,0.7398,1.0667,1.0664,0.7738,0.7749,0.8451,0.8468,0.4199,0.4306
char_00741,male,rectangle,0.304,83.5,19.45,187.2,49.8,34.5,103.4,90.7,101.9,37.7,34.1,31.6,59.9,39.3,38.8,27.0,48.0,50.7,-1.0,0.8655,0.6081,0.0497,0.0,0.0,0.0,-0.5,0.0006,-0.4692,1.0,0.1358,1.0,1.0,1.0,-0.2237,0.171,0.6732,1.0,0.3627,0.0985,-0.0126,1.0,-0.1396,187.12,49.12,34.43,103.08,90.42,101.34,37.62,33.66,30.34,59.69,39.1,38.9,27.06,48.11,50.81,0.8901,0.8922,1.4435,1.4267,1.5242,1.5266,1.14,1.14,0.9855,0.9831,0.3646,0.365,0.5693,0.5639,0.4816,0.4765,0.3386,0.3397,0.6959,0.6956,1.0563,1.0561,0.8677,0.8609,0.9267,0.9014,0.4887,0.4847
char_00742,male,rectangle,0.017,63.9,22.87,154.2,47.2,31.9,96.0,85.9,93.2,36.3,31.6,28.5,56.2,38.5,30.7,22.4,35.1,38.7,1.0,-0.277,0.0487,0.1521,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.6018,-0.2045,1.0,-0.6082,1.0,-0.3,-0.3539,0.8755,0.3969,0.2694,-0.4827,0.0928,0.3629,0.2237,154.2,47.2,31.94,96.01,85.91,93.2,36.3,31.57,28.44,56.15,38.47,30.7,22.4,35.1,38.7,0.9217,0.9218,1.4796,1.4778,1.4597,1.4596,1.1176,1.1176,0.9708,0.9707,0.3781,0.3781,0.5623,0.5622,0.4917,0.4916,0.3423,0.3427,0.7296,0.7296,1.1026,1.1026,0.8208,0.8206,0.9019,0.9009,0.5064,0.5064
char_00743,male,rectangle,2.765,116.2,33.74,180.1,55.9,42.3,120.2,116.0,121.2,40.7,42.9,35.0,75.9,46.9,35.8,25.8,43.4,45.9,1.0,1.0,0.2676,0.247,0.0,0.0,0.0,-0.5,0.0816,-0.4607,1.0,0.0907,1.0,-1.0,1.0,0.4364,-0.0109,1.0,1.0,0.2114,-0.0874,0.2322,0.8315,0.5824,179.29,48.86,39.29,117.49,111.77,118.14,40.06,39.59,30.99,69.88,43.0,36.56,26.19,44.18,46.7,0.9571,0.9461,1.3215,1.2436,1.6183,1.6251,1.0362,1.0512,1.0083,1.0055,0.3386,0.341,0.5652,0.5665,0.4651,0.4159,0.349,0.3326,0.7207,0.7164,1.0576,1.057,0.9147,0.9207,0.8159,0.7828,0.4612,0.4136
char_00744,female,rectangle,0.0,62.8,34.63,160.4,47.2,35.6,98.1,83.1,99.1,32.6,29.0,24.7,58.2,34.8,31.1,24.1,39.2,43.0,-0.0022,-0.0024,0.0008,0.072,0.0,0.0,0.2294,0.0904,-0.5536,-0.4258,0.4646,-0.0592,0.5396,0.2641,-0.1222,0.0175,-0.1725,0.6283,-0.3715,0.0,-0.3064,0.6162,0.3885,0.1951,160.4,47.2,35.6,98.1,83.1,99.1,32.6,29.0,24.7,58.2,34.8,31.1,24.1,39.2,43.0,0.8385,0.8385,1.3258,1.3258,1.6724,1.6724,1.1805,1.1805,1.0102,1.0102,0.3323,0.3323,0.4983,0.4983,0.4811,0.4811,0.3592,0.3592,0.7749,0.7749,1.0969,1.0969,0.8333,0.8333,0.8517,0.8517,0.4763,0.4763
char_00745,female,pear,2.196,106.5,57.1,163.3,55.06,43.84,117.36,112.4,132.3,37.1,43.27,32.92,86.73,47.7,34.03,24.11,40.62,46.14,1.0,1.0,0.5303,0.1636,0.0,0.0,0.0,-0.5,-1.0,-0.3799,1.0,-0.0757,0.9566,0.5283,1.0,0.6188,-0.0302,1.0,-0.637,0.0,-0.2559,1.0,0.6757,0.4228,163.5,49.52,43.98,116.0,110.18,129.83,38.5,40.0,31.2,77.74,43.26,34.72,24.43,40.57,46.01,0.8496,0.8486,1.2559,1.126,1.8182,1.797,1.0441,1.0528,1.1273,1.1192,0.3161,0.3319,0.4989,0.5145,0.4692,0.4269,0.3314,0.3388,0.7085,0.7036,1.1359,1.1341,0.9071,0.9246,0.7608,0.78,0.4162,0.3814
char_00746,female,rectangle,0.562,56.4,31.39,156.3,41.6,33.4,89.4,79.7,93.9,32.9,26.8,23.3,56.8,36.8,32.0,23.3,39.2,43.0,1.0,-0.1492,0.0,0.118,0.4995,1.0,0.4236,-0.5,-0.4919,-0.5,-0.5,-0.1251,0.8127,0.1339,-1.0,-0.1916,-0.1756,1.0,-1.0,0.0,-0.2929,1.0,0.3927,0.1204,156.33,43.4,34.36,90.57,80.57,95.14,33.63,26.58,23.17,56.24,36.36,31.85,23.23,39.17,42.97,0.8488,0.8469,1.2455,1.2631,1.5435,1.5468,1.1217,1.1241,1.0503,1.0505,0.368,0.3713,0.4718,0.4726,0.4653,0.4792,0.3557,0.3612,0.7281,0.7294,1.0969,1.097,0.7283,0.731,0.8694,0.8717,0.443,0.4562
char_00747,male,v_shape,0.912,84.5,25.17,171.8,51.7,33.1,107.1,99.0,99.8,41.4,35.5,30.0,60.4,38.3,33.5,24.9,39.1,44.4,1.0,1.0,0.0179,0.168,0.0,0.0,0.0,-0.5,-0.4225,-0.2397,1.0,0.0168,1.0,-0.8253,1.0,-0.3,-0.0973,0.7076,1.0,1.0,-0.2987,0.4024,0.631,0.5874,171.56,49.45,33.13,106.08,97.93,98.51,39.75,34.52,28.55,58.72,37.36,33.78,25.05,39.42,44.72,0.992,0.9941,1.5619,1.4926,1.577,1.5717,1.0818,1.0832,0.9318,0.9286,0.3866,0.3747,0.5877,0.5879,0.4827,0.4662,0.3317,0.3363,0.7433,0.7416,1.1355,1.1344,0.9269,0.924,0.8451,0.8271,0.518,0.502
char_00748,female,pear,1.932,110.5,57.88,165.3,53.92,43.8,122.88,119.03,130.83,38.42,42.92,33.57,83.06,47.35,33.41,26.05,40.66,44.08,1.0,1.0,0.2066,0.2893,0.0,0.0,0.0,-0.5,-1.0,-0.4237,1.0,0.1106,1.0,-1.0,1.0,0.5312,-0.1278,1.0,0.5111,0.0,-0.2584,1.0,0.62,0.6389,165.47,49.13,42.38,121.36,116.61,128.5,39.71,40.29,31.29,77.78,43.49,33.93,26.33,40.59,43.95,0.9098,0.9075,1.2311,1.1593,1.7542,1.7885,1.0323,1.0407,1.0647,1.0588,0.3127,0.3272,0.5167,0.518,0.4388,0.4048,0.3348,0.3298,0.7797,0.776,1.0841,1.0828,0.9064,0.9264,0.7822,0.7766,0.4121,0.3823
char_00749,female,rectangle,0.016,62.3,38.23,152.5,44.2,34.5,100.8,87.7,99.0,34.0,28.9,24.4,61.9,35.4,30.9,21.7,37.8,38.7,1.0,0.2591,0.0966,0.1035,0.0,0.0,0.7435,-0.5,-1.0,-0.5,-0.4004,-0.2689,0.3315,-0.2971,1.0,-0.3,-0.3558,0.5198,-0.6067,0.0,-0.374,1.0,0.3401,-0.0613,152.5,44.21,34.52,100.82,87.71,99.01,34.05,28.88,24.39,61.85,35.38,30.9,21.7,37.8,38.7,0.8859,0.8859,1.2812,1.2807,1.7486,1.7482,1.1494,1.1495,0.9821,0.982,0.3373,0.3377,0.4669,0.4669,0.4385,0.4385,0.3485,0.3487,0.7023,0.7023,1.0238,1.0238,0.8164,0.8163,0.8443,0.8445,0.4465,0.4465
char_00750,male,v_shape,5.161,131.9,35.18,178.6,65.44,38.54,140.32,125.82,121.26,48.09,48.46,37.53,80.1,46.58,38.55,30.67,47.88,50.08,1.0,1.0,0.0,0.377,0.0,0.0,0.0,-0.5,-1.0,-0.0311,1.0,0.4879,1.0,-1.0,1.0,-0.3,0.1147,0.4762,-0.2987,1.0,0.0678,0.2368,1.0,0.9506,178.85,50.3,34.33,133.76,116.47,115.14,45.42,41.95,31.24,66.89,40.0,38.46,30.66,47.68,49.83,1.0376,1.0116,1.698,1.4652,1.7196,1.6722,1.1152,1.1485,0.8642,0.8608,0.3427,0.3396,0.605,0.6271,0.4664,0.376,0.3178,0.2982,0.7956,0.7972,1.0459,1.0451,1.0404,1.0488,0.7745,0.7447,0.5397,0.4369
char_00751,male,v_shape,0.855,88.0,19.01,186.4,52.7,34.3,107.4,90.6,100.8,38.4,39.1,32.1,60.5,38.5,39.8,29.7,46.0,52.6,0.9667,1.0,0.5001,0.0144,0.0,0.0,0.0,-0.5,-1.0,0.0847,1.0,0.3251,1.0,1.0,1.0,-0.3,0.2621,0.7063,1.0,0.8406,0.0095,0.4353,1.0,0.6348,186.19,51.05,34.5,106.73,89.98,99.58,38.23,37.89,29.33,59.38,37.74,38.69,29.18,46.3,52.9,0.8988,0.9036,1.5364,1.4797,1.5714,1.5734,1.1854,1.1862,0.9385,0.933,0.3575,0.3582,0.6463,0.6381,0.4907,0.4783,0.3403,0.3465,0.7462,0.7542,1.1435,1.1425,1.0156,1.004,0.821,0.7741,0.5228,0.5127
char_00752,female,pear,0.2,72.9,33.09,172.9,47.5,35.9,93.5,84.3,100.9,32.1,30.5,28.4,59.0,38.9,35.9,25.5,42.1,47.1,-1.0,0.5538,0.2746,0.0175,0.0,0.0,0.305,-0.5,-0.7714,-0.5,0.5764,0.0319,1.0,1.0,1.0,0.0336,0.0112,1.0,1.0,0.0,-0.1797,0.4039,0.7624,0.0524,172.87,47.59,36.06,93.65,84.39,100.95,32.83,30.22,28.15,58.48,38.37,35.9,25.5,42.15,47.15,0.8355,0.836,1.3231,1.3197,1.5167,1.5241,1.1091,1.1097,1.0791,1.0779,0.3433,0.3506,0.5169,0.5168,0.508,0.5082,0.3558,0.3572,0.7103,0.7103,1.1188,1.1186,0.7841,0.7876,0.9311,0.9315,0.4708,0.4714
char_00753,male,hourglass,0.833,94.1,23.55,178.1,52.0,37.5,105.3,95.3,110.8,38.5,36.4,32.1,69.0,42.0,37.5,27.1,47.1,47.9,1.0,1.0,0.585,0.0389,0.0,0.0,0.0,-0.5,-1.0,-0.2963,1.0,0.1574,1.0,1.0,1.0,-0.164,0.046,0.9977,0.7186,0.6227,0.0463,1.0,0.9164,0.1173,178.15,49.73,37.5,104.4,94.45,109.18,38.27,35.27,30.1,67.15,40.97,37.8,27.26,47.16,47.92,0.8601,0.8651,1.3867,1.3261,1.6429,1.639,1.1049,1.1053,1.0522,1.0458,0.3656,0.3666,0.5275,0.5252,0.4938,0.4763,0.3384,0.3435,0.7227,0.7212,1.017,1.0161,0.8667,0.8609,0.8819,0.8534,0.4693,0.4555
char_00754,male,v_shape,0.688,73.4,19.2,168.8,52.1,30.8,105.9,86.6,90.7,38.2,34.0,29.9,55.1,36.5,33.5,25.7,42.9,43.6,1.0,0.4853,0.1136,0.0764,0.0,0.0,0.0,-0.5,-1.0,0.169,1.0,0.0764,1.0,-0.2448,1.0,-0.3,-0.1458,0.5709,-0.4062,0.9852,-0.1314,0.0106,0.6315,0.4633,168.84,51.0,31.63,105.69,86.31,90.14,38.15,32.68,27.9,52.95,35.25,33.72,25.83,43.01,43.66,0.9548,0.9575,1.6916,1.6124,1.5096,1.5021,1.2229,1.2245,0.8565,0.8529,0.3607,0.361,0.6171,0.6172,0.492,0.4825,0.3396,0.3509,0.7672,0.766,1.0163,1.0151,0.9315,0.9271,0.8794,0.8537,0.5744,0.5658
char_00755,female,pear,0.048,75.1,37.18,169.7,46.1,37.4,96.7,87.8,105.4,32.8,30.0,26.3,63.3,38.0,34.5,26.2,42.0,47.1,1.0,0.5801,0.2907,0.019,0.0,0.0,0.5753,-0.5,-1.0,-0.5,0.1318,0.0933,0.6477,1.0,1.0,-0.0056,0.0096,0.9228,0.5675,0.0,-0.1925,1.0,0.6262,-0.0124,169.71,46.14,37.47,96.75,87.83,105.44,32.95,29.95,26.27,63.15,37.92,34.5,26.2,42.0,47.1,0.833,0.833,1.2326,1.2314,1.6658,1.6653,1.1014,1.1016,1.09,1.0898,0.3392,0.3406,0.4739,0.4743,0.4767,0.4769,0.3548,0.3554,0.7594,0.7594,1.1214,1.1214,0.7895,0.7898,0.8767,0.8771,0.4374,0.4376
char_00756,male,rectangle,0.0,68.7,18.43,172.7,48.9,34.6,97.4,83.5,98.0,35.2,30.8,27.5,58.1,34.9,35.5,27.4,39.6,47.0,0.0053,0.0708,0.169,0.0691,0.0,0.0,0.0,-0.5,0.1292,-0.1768,0.7211,0.2025,0.8799,0.4155,0.1366,-0.1399,0.0051,0.4976,0.1557,0.2954,-0.2855,0.4549,0.7447,0.1665,172.7,48.9,34.6,97.4,83.5,98.0,35.2,30.8,27.5,58.1,34.9,35.5,27.4,39.6,47.0,0.852,0.852,1.4133,1.4133,1.6648,1.6648,1.1665,1.1665,1.0062,1.0062,0.3614,0.3614,0.5301,0.5301,0.5021,0.5021,0.3531,0.3531,0.7718,0.7718,1.1869,1.1869,0.8825,0.8825,0.8929,0.8929,0.499,0.499
char_00757,male,pear,2.312,113.5,29.92,183.1,55.7,42.2,116.6,108.8,121.8,39.9,40.9,33.6,75.8,45.3,37.4,28.8,42.1,47.4,1.0,1.0,0.341,0.1633,0.0,0.0,0.0,-0.5,0.3877,-0.2337,1.0,0.3337,1.0,-0.0808,1.0,0.3399,0.0572,1.0,1.0,0.4277,-0.152,0.7882,0.9438,0.5221,182.4,49.75,40.25,114.25,105.73,118.56,39.34,38.17,30.39,70.96,41.74,38.03,29.15,42.85,48.19,0.8933,0.8918,1.3199,1.236,1.6733,1.7,1.0717,1.0806,1.0446,1.0377,0.3422,0.3443,0.5396,0.5379,0.4777,0.4354,0.3465,0.3395,0.7701,0.7665,1.1259,1.1246,0.9029,0.9145,0.8215,0.7962,0.4573,0.4196
char_00758,male,v_shape,1.166,84.0,21.81,174.8,53.1,32.6,110.2,94.6,96.0,41.2,38.2,32.8,60.8,35.6,37.5,26.3,48.8,47.3,1.0,1.0,0.4417,0.0805,0.0,0.0,0.0,-0.5,-1.0,-0.1155,1.0,0.1036,1.0,-0.5415,1.0,-0.3,0.0156,0.0607,-0.8705,1.0,0.1341,0.0485,0.9423,0.3689,174.84,50.28,32.7,109.07,93.35,94.47,40.28,36.37,29.8,58.14,34.16,37.9,26.51,48.91,47.35,0.9854,0.9881,1.6288,1.5376,1.7079,1.702,1.1649,1.1684,0.8711,0.8661,0.3739,0.3693,0.6283,0.6256,0.4819,0.461,0.3396,0.3461,0.7013,0.6995,0.9693,0.9681,1.073,1.0647,0.8586,0.8194,0.5531,0.5322
char_00759,female,pear,0.283,58.9,31.54,163.0,42.3,33.6,90.0,81.2,95.9,32.5,28.4,24.4,54.9,34.8,33.6,24.3,44.0,43.2,-1.0,0.0683,0.0,0.1557,0.0,1.0,0.5261,-0.5,-0.1553,-0.5,-0.5,-0.0404,1.0,-0.1847,-1.0,-0.092,-0.1726,0.9696,-1.0,0.0,-0.079,0.9588,0.5248,0.5338,163.03,43.38,34.13,90.65,81.69,96.61,32.72,28.34,24.23,54.85,34.76,33.51,24.26,43.97,43.17,0.8467,0.8456,1.2589,1.271,1.5776,1.578,1.1084,1.1097,1.0656,1.0657,0.3611,0.3609,0.5173,0.5167,0.47,0.4785,0.3504,0.3533,0.7232,0.724,0.9818,0.9818,0.8161,0.8153,0.8592,0.855,0.4411,0.449
char_00760,male,apple,0.483,66.3,29.25,152.8,46.2,32.1,99.7,96.6,94.8,38.2,32.4,27.6,61.0,36.2,32.1,24.6,38.5,42.1,1.0,1.0,0.4814,0.1215,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.2164,-0.0492,0.4334,-1.0,0.518,-0.3,-0.2344,0.0872,-1.0,0.2576,-0.3529,-0.0954,0.4312,-0.3542,153.59,46.27,32.78,100.01,96.66,95.18,38.28,31.82,27.26,59.42,35.42,32.14,24.62,37.77,41.29,1.019,1.0155,1.4393,1.4115,1.6851,1.6776,1.0321,1.0347,0.9509,0.9517,0.3831,0.3828,0.5311,0.5355,0.4634,0.4627,0.3386,0.3444,0.7664,0.766,1.0935,1.0932,0.895,0.8984,0.8519,0.8567,0.4873,0.4861
char_00761,male,v_shape,0.633,80.9,22.3,176.0,51.0,33.7,102.1,92.3,101.3,37.9,31.9,30.1,61.6,40.5,36.9,27.8,42.5,47.3,1.0,1.0,0.2954,0.0562,0.0,0.0,0.0,-0.5,-0.9687,-0.1399,1.0,0.2338,1.0,0.7528,1.0,-0.3,0.0297,1.0,1.0,0.8356,-0.1477,0.592,0.8771,0.0104,175.81,50.09,34.56,101.97,92.06,100.86,37.87,30.87,28.71,59.51,39.18,37.08,27.9,42.8,47.58,0.9112,0.9128,1.5134,1.4494,1.521,1.5189,1.1062,1.1076,0.9922,0.9891,0.3712,0.3714,0.5179,0.5187,0.4995,0.4912,0.3327,0.3427,0.7534,0.7524,1.1129,1.1117,0.7877,0.7879,0.9436,0.93,0.5035,0.4966
char_00762,female,hourglass,0.0,70.3,35.93,170.8,45.7,39.2,91.6,82.2,108.6,32.6,30.0,26.8,63.7,37.8,34.1,23.8,39.7,46.3,-1.0,-0.1632,0.128,0.045,0.0,0.0,0.4402,-0.5,-0.3836,-0.5,0.0369,-0.099,0.844,1.0,0.7197,0.335,-0.0261,1.0,1.0,0.0,-0.2969,0.918,0.6091,0.1803,170.8,45.7,39.2,91.6,82.2,108.6,32.6,30.0,26.8,63.7,37.8,34.1,23.8,39.7,46.3,0.7569,0.7569,1.1658,1.1658,1.6852,1.6852,1.1144,1.1144,1.1856,1.1856,0.3559,0.3559,0.471,0.471,0.4989,0.4989,0.361,0.361,0.6979,0.6979,1.1662,1.1662,0.7937,0.7937,0.8933,0.8933,0.4208,0.4208
char_00763,female,pear,1.446,103.0,53.59,161.3,53.14,42.42,118.41,109.12,124.46,37.46,42.19,31.23,80.54,46.79,31.49,23.75,38.69,41.71,1.0,1.0,0.5795,0.1588,0.0,0.0,0.0,-0.5,-1.0,-0.3423,1.0,-0.1164,0.7465,0.0375,1.0,0.3154,-0.2188,1.0,0.4341,0.0,-0.3355,1.0,0.442,0.3741,161.44,49.62,41.58,117.36,107.49,122.78,38.68,40.14,30.18,75.99,43.53,31.86,23.94,38.64,41.61,0.8767,0.8755,1.2527,1.1934,1.7213,1.7457,1.0851,1.0918,1.0511,1.0462,0.3164,0.3296,0.5238,0.5282,0.4488,0.4228,0.3408,0.3387,0.7542,0.7514,1.0781,1.0769,0.9017,0.9221,0.7402,0.7519,0.427,0.4041
char_00764,female,pear,2.13,99.5,56.29,161.1,54.48,41.02,115.78,117.2,123.97,37.58,40.34,31.87,79.52,44.24,33.85,26.0,39.54,45.46,1.0,1.0,0.0,0.2842,0.0,0.0,0.0,-0.5,-1.0,-0.5,1.0,0.1242,1.0,-1.0,1.0,0.2812,-0.0754,0.885,-0.4656,0.0,-0.3161,1.0,0.6746,0.6824,161.33,48.74,39.9,114.07,112.78,121.63,38.25,37.78,30.09,72.73,41.01,34.48,26.32,39.36,45.22,0.9454,0.9272,1.3281,1.2216,1.7975,1.7735,0.9879,1.0114,1.0707,1.0663,0.3246,0.3353,0.5073,0.5195,0.4705,0.4273,0.3309,0.328,0.7681,0.7633,1.1497,1.1489,0.9118,0.9212,0.79,0.7965,0.4395,0.4007
char_00765,female,pear,0.499,64.7,29.99,168.5,42.2,32.2,84.0,81.2,96.3,33.2,27.4,27.0,58.7,36.1,34.0,25.9,43.7,47.7,1.0,-0.5618,0.0,0.158,0.0,0.4537,0.1301,-0.5,-1.0,-0.5,-0.5,0.0906,1.0,-0.1038,1.0,-0.3,0.0262,0.7968,-0.363,0.0,-0.1137,0.9161,0.5616,0.0372,168.52,43.68,33.22,84.94,81.93,97.34,33.94,27.15,26.52,58.28,35.86,33.9,25.86,43.7,47.69,0.8432,0.8417,1.3106,1.3149,1.626,1.6252,1.0345,1.0367,1.1464,1.146,0.3952,0.3996,0.4668,0.4659,0.5024,0.5142,0.3344,0.3413,0.7618,0.7628,1.0915,1.0913,0.759,0.7571,0.9854,0.9768,0.4382,0.4487
char_00766,female,pear,0.361,72.2,34.42,170.5,43.7,36.1,89.3,82.0,105.3,32.6,28.9,24.7,64.7,38.8,35.2,25.2,44.2,46.4,1.0,-0.5399,0.1624,0.0777,0.0,0.0,0.3873,-0.5,-1.0,-0.5,-0.5,0.0165,0.3293,1.0,1.0,-0.0683,-0.0277,0.9238,0.4175,0.0,-0.0961,1.0,0.6702,-0.1352,170.54,44.04,36.65,89.71,82.28,105.68,33.71,28.55,24.5,63.57,38.24,35.19,25.2,44.18,46.37,0.7787,0.7786,1.2105,1.2016,1.6675,1.6624,1.089,1.0903,1.1792,1.178,0.3651,0.3758,0.4467,0.4491,0.4894,0.4909,0.3428,0.3468,0.7159,0.7161,1.0498,1.0496,0.7448,0.7466,0.8547,0.8581,0.415,0.4167
char_00767,male,v_shape,0.447,66.4,11.33,163.5,48.4,31.6,95.2,74.8,92.4,36.6,35.2,31.0,57.4,38.9,33.6,24.6,39.9,42.6,1.0,-0.8746,0.5,0.0281,0.0,0.0,0.0,-0.5,-1.0,-0.5,0.8504,-0.0501,1.0,1.0,1.0,-0.3,-0.1779,0.704,0.4872,0.4597,-0.2591,-0.0968,0.5828,0.1573,163.53,48.36,32.52,95.51,74.93,92.48,36.68,34.24,29.39,55.98,38.04,33.7,24.66,39.96,42.64,0.8095,0.8102,1.5316,1.4871,1.4756,1.4716,1.2727,1.2747,0.9706,0.9683,0.3845,0.384,0.6132,0.6116,0.5084,0.5063,0.342,0.3516,0.7321,0.7318,1.0677,1.0671,0.9049,0.9001,0.8807,0.8584,0.5238,0.5229
char_00768,male,v_shape,0.42,76.1,15.71,175.0,51.2,33.9,101.7,82.5,97.6,37.1,32.4,30.2,60.9,39.8,37.2,25.7,42.9,47.0,1.0,0.2594,0.4686,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.053,1.0,0.0399,1.0,0.9623,1.0,-0.3,0.0096,0.9646,0.7794,0.7233,-0.1374,0.6059,0.9003,-0.0243,175.02,50.52,34.45,101.58,82.34,97.27,37.07,31.64,28.92,59.6,39.04,37.34,25.78,42.96,47.03,0.8453,0.8465,1.5103,1.4665,1.5302,1.5266,1.2327,1.2337,0.9597,0.9576,0.3648,0.3649,0.532,0.5309,0.5034,0.4973,0.3473,0.3542,0.6909,0.6904,1.0956,1.0947,0.8141,0.8105,0.9321,0.914,0.5246,0.5194
