char_id,height_cm,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,forearm_circ_cm,wrist_circ_cm,shoulder_width_cm,hip_width_cm,upper_arm_length_cm,forearm_length_cm,trochanterion_height_cm,tibial_height_cm,weight_kg,gender,navy_bfp
ansur_01720,162.3,32.4,79.4,73.3,89.8,56.2,34.3,28.0,24.8,15.0,42.4,30.1,33.2,24.0,87.6,44.8,56.3,female,24.56
ansur_01721,180.2,40.3,111.8,94.8,100.1,61.8,38.5,38.7,33.6,17.5,54.3,32.2,36.8,27.2,94.2,48.3,92.6,male,21.65
ansur_01722,167.4,32.7,94.5,90.4,99.4,57.9,35.5,31.0,26.8,16.1,45.4,34.4,35.0,24.8,89.3,45.8,67.5,female,36.29
ansur_01723,178.3,40.4,102.6,95.2,105.2,62.8,37.0,36.4,32.9,17.7,52.0,36.6,35.2,26.6,89.4,45.2,84.6,male,22.17
ansur_01724,165.3,30.9,89.0,81.4,95.9,57.3,36.7,28.8,26.7,15.0,42.7,34.2,34.2,23.2,84.7,43.7,60.4,female,31.83
ansur_01725,185.3,37.1,106.0,92.4,101.8,60.2,39.4,37.1,32.2,18.8,49.5,34.3,38.2,28.0,93.6,49.9,87.8,male,21.34
ansur_01726,158.7,30.6,95.7,87.2,96.5,54.8,31.3,26.5,23.7,14.1,43.1,33.3,30.8,22.8,78.7,41.3,54.2,female,36.73
ansur_01727,174.4,38.1,108.4,99.2,99.4,61.4,38.3,33.4,28.8,16.9,51.0,34.1,35.9,23.5,90.0,47.2,80.8,male,26.91
ansur_01728,159.5,33.8,100.8,98.0,107.1,62.8,36.0,30.7,26.4,15.0,45.8,37.3,32.8,22.5,82.2,43.2,66.4,female,44.47
ansur_01729,170.9,39.7,109.9,99.4,101.2,59.9,38.5,34.4,30.0,17.6,50.3,35.3,35.9,27.2,85.5,45.3,81.6,male,26.66
ansur_01730,156.3,33.9,99.8,104.6,109.6,68.5,38.1,34.1,27.5,15.3,48.7,36.8,31.9,24.1,80.4,41.9,74.4,female,48.96
ansur_01731,185.5,40.5,105.4,99.1,100.5,59.7,39.3,34.0,31.3,18.4,50.7,35.1,38.1,28.1,93.8,47.8,89.5,male,23.48
ansur_01732,167.4,33.1,90.9,84.1,98.0,55.7,34.8,27.7,25.8,15.4,45.1,34.0,34.7,25.8,86.6,46.6,62.1,female,32.54
ansur_01733,176.5,42.6,107.0,92.8,104.7,64.8,39.0,40.4,32.6,17.0,54.9,36.1,36.0,26.8,90.9,47.1,88.2,male,19.21
ansur_01734,143.9,32.3,98.2,82.4,97.7,60.8,37.7,29.8,24.5,13.7,43.3,32.3,28.1,20.2,69.8,34.4,58.5,female,38.38
ansur_01735,176.4,40.5,110.1,97.7,107.1,65.4,37.3,39.3,33.1,18.0,51.4,35.5,36.4,25.9,89.3,46.5,89.0,male,24.1
ansur_01736,171.8,35.4,101.8,95.5,107.4,65.4,39.3,33.8,28.9,16.1,47.4,35.3,36.3,26.5,88.9,46.5,81.0,female,39.73
ansur_01737,180.7,44.5,110.3,105.2,108.8,65.8,42.6,41.2,33.7,18.8,55.1,36.4,37.3,27.9,92.5,49.0,101.5,male,25.59
ansur_01738,158.9,30.8,79.6,71.7,93.0,52.2,32.5,27.0,25.1,14.9,42.0,32.0,33.4,23.9,77.7,39.8,51.1,female,27.17
ansur_01739,177.5,42.9,100.9,92.1,105.2,64.7,41.8,37.5,32.7,18.4,52.8,34.4,35.2,26.5,91.1,47.9,89.5,male,18.29
ansur_01740,164.5,35.7,111.2,96.4,103.0,60.8,37.6,33.3,27.3,15.4,50.0,36.3,32.8,24.3,84.2,43.3,71.7,female,39.95
ansur_01741,176.0,38.2,101.5,88.9,101.6,60.0,38.8,34.5,30.0,17.7,50.4,35.1,36.2,27.5,90.7,47.8,79.5,male,19.66
ansur_01742,167.7,31.8,91.3,75.8,100.5,58.0,35.8,27.8,24.7,15.0,45.8,34.8,35.0,25.0,87.2,44.8,60.7,female,30.29
ansur_01743,185.1,39.0,111.7,102.0,103.0,62.4,36.7,35.9,30.7,17.8,52.5,35.0,38.9,27.5,100.0,50.7,91.5,male,26.25
ansur_01744,155.2,30.4,88.4,82.9,103.0,60.1,36.0,29.6,25.0,14.4,41.9,35.1,30.7,23.5,78.2,40.6,59.1,female,38.77
ansur_01745,173.4,37.1,103.3,93.1,96.8,57.4,36.3,27.8,27.8,17.7,47.7,34.7,34.8,27.1,87.4,46.0,73.4,male,23.83
ansur_01746,152.3,36.1,107.3,99.9,100.5,57.5,36.0,28.5,24.9,15.2,45.4,34.3,31.4,22.6,78.6,41.5,63.6,female,43.48
ansur_01747,178.1,44.2,120.6,113.8,107.3,68.8,42.8,40.8,32.4,18.3,54.8,35.4,36.0,27.6,93.6,49.5,108.7,male,31.14
ansur_01748,161.2,33.0,101.2,94.1,108.8,68.3,36.9,32.2,27.8,15.6,47.4,38.4,34.9,25.3,85.8,43.5,71.5,female,43.44
ansur_01749,175.8,41.3,111.3,106.3,108.1,67.4,39.1,38.3,32.7,17.8,53.9,36.5,36.3,26.5,88.1,46.1,95.9,male,28.98
ansur_01750,164.2,32.0,91.7,77.6,94.6,55.9,33.9,27.4,24.2,15.7,42.0,33.4,34.7,25.3,87.9,45.6,57.4,female,29.04
ansur_01751,163.5,39.7,106.9,93.2,96.8,58.9,35.4,31.1,29.0,17.3,47.3,33.8,33.5,23.8,82.5,42.4,74.3,male,23.91
ansur_01752,173.2,33.0,97.9,82.2,100.3,61.5,37.8,28.4,26.7,16.7,45.1,35.9,36.4,25.7,90.9,45.9,71.6,female,31.33
ansur_01753,174.5,38.5,104.8,97.2,103.6,64.7,38.3,34.7,29.4,17.5,50.2,34.1,35.5,24.1,85.8,45.3,83.7,male,25.4
ansur_01754,160.0,30.7,87.7,75.2,93.1,56.8,33.7,27.6,23.8,14.9,42.1,33.2,33.0,22.7,79.6,42.3,54.0,female,28.81
ansur_01755,174.0,35.6,103.8,94.1,100.6,61.6,36.7,35.1,30.0,17.2,50.3,35.1,35.1,26.2,87.7,44.7,79.1,male,25.36
ansur_01756,140.9,30.0,82.4,71.6,81.5,49.3,35.4,23.5,23.4,14.0,39.0,28.7,27.2,20.0,67.7,34.5,42.6,female,26.31
ansur_01757,173.9,41.2,112.5,100.1,102.0,59.8,36.3,38.1,31.3,17.7,53.4,35.7,34.9,25.1,87.6,46.8,85.1,male,25.63
ansur_01758,162.0,31.0,88.9,75.9,92.6,54.5,36.4,28.7,26.0,15.6,41.4,32.2,34.7,24.5,86.6,43.3,58.5,female,28.24
ansur_01759,177.4,37.8,102.8,90.5,100.3,60.7,38.0,33.6,29.1,17.5,47.0,34.1,37.1,27.9,92.3,48.3,80.2,male,20.87
ansur_01760,174.6,34.1,96.0,89.8,111.2,68.6,39.2,31.7,29.1,16.6,49.4,37.1,36.4,27.3,94.5,49.4,82.8,female,38.79
ansur_01761,180.2,41.1,114.0,107.9,105.1,64.3,41.2,34.5,30.8,17.8,51.9,36.1,38.1,27.7,93.1,48.3,95.8,male,29.25
ansur_01762,168.8,33.0,98.3,85.2,105.5,64.6,40.9,30.4,27.2,16.5,45.2,35.6,34.7,27.6,94.2,49.1,74.0,female,36.21
ansur_01763,172.8,38.9,104.3,90.0,102.2,60.8,38.0,36.3,30.7,18.1,49.8,33.4,38.3,28.3,92.8,46.7,82.8,male,20.52
ansur_01764,160.6,34.2,97.6,92.0,105.4,66.8,43.2,34.0,30.7,16.8,47.5,36.9,31.7,21.9,81.1,41.0,76.5,female,40.75
ansur_01765,171.0,38.6,102.2,96.1,100.2,61.1,36.6,34.3,28.7,17.6,50.0,34.1,35.5,27.3,86.5,45.5,77.9,male,25.24
ansur_01766,165.8,33.9,102.9,104.7,113.0,69.3,44.5,37.1,31.3,17.7,48.0,38.2,32.8,25.4,84.7,45.2,85.2,female,47.82
ansur_01767,173.5,40.5,107.7,91.5,98.9,61.6,37.4,39.8,32.5,18.2,52.2,33.6,34.2,27.3,92.0,47.5,83.3,male,20.32
ansur_01768,159.0,31.9,91.5,90.4,106.6,65.1,37.0,32.8,27.8,15.9,44.9,36.2,33.2,23.1,82.0,41.0,67.1,female,41.99
ansur_01769,167.1,35.5,87.9,72.0,88.0,52.2,32.3,30.2,27.7,16.9,46.0,30.1,33.9,25.9,82.9,43.0,57.8,male,8.97
ansur_01770,178.1,32.7,92.2,87.5,106.0,65.1,38.9,31.3,28.3,16.2,46.1,37.6,35.4,24.2,91.6,47.5,76.0,female,35.31
ansur_01771,179.1,41.4,117.8,106.0,110.3,72.2,45.1,42.7,34.8,19.4,55.1,36.7,37.8,26.7,90.4,46.3,105.5,male,28.18
ansur_01772,169.0,34.3,99.2,85.0,106.2,64.0,38.6,29.0,26.7,16.2,42.6,36.1,35.4,24.7,84.9,44.7,69.5,female,35.8
ansur_01773,179.4,39.3,107.6,98.0,106.9,64.7,40.8,37.2,32.5,18.0,51.8,38.6,36.2,26.6,89.0,47.0,89.8,male,24.56
ansur_01774,165.4,34.4,101.5,98.7,107.9,65.6,39.5,31.1,27.7,16.1,47.2,37.6,34.9,24.9,87.0,47.2,75.4,female,43.3
ansur_01775,185.3,39.7,111.4,95.8,102.5,63.9,41.4,38.0,32.8,18.6,53.8,34.4,36.7,27.3,95.0,49.2,93.7,male,21.88
ansur_01776,158.3,31.7,94.5,87.0,107.9,62.9,38.5,30.2,28.1,15.9,44.5,38.5,31.8,23.1,79.4,40.3,66.3,female,41.36
ansur_01777,171.2,42.6,114.3,105.4,102.6,59.9,40.1,35.7,32.0,18.1,53.7,35.8,34.9,24.6,84.0,44.7,88.7,male,28.5
ansur_01778,152.3,28.9,84.3,74.3,91.2,52.9,32.3,27.0,23.2,14.5,41.8,33.0,30.9,22.3,78.9,40.6,48.0,female,30.39
ansur_01779,177.7,38.7,105.7,91.4,97.3,57.9,36.6,37.0,33.2,18.7,50.1,33.4,36.3,26.0,92.0,48.3,79.7,male,20.82
ansur_01780,168.5,33.3,109.6,91.0,110.0,67.7,41.5,33.5,28.5,16.0,47.7,38.7,35.7,25.4,87.4,44.1,83.0,female,40.64
ansur_01781,181.5,43.1,114.9,102.1,108.7,68.1,42.9,37.7,32.8,18.9,54.9,36.2,38.7,28.9,94.2,49.8,100.1,male,24.39
ansur_01782,167.2,33.3,97.4,96.4,109.5,65.3,38.5,30.2,27.2,15.8,44.4,38.2,35.0,25.9,91.6,48.4,75.6,female,43.01
ansur_01783,185.9,41.2,97.8,86.1,99.1,59.6,34.3,33.1,30.4,17.7,48.8,35.0,39.5,29.1,96.0,48.3,82.7,male,13.46
ansur_01784,164.1,34.2,103.2,93.4,104.6,62.6,39.6,33.1,28.6,17.0,49.0,36.3,33.5,25.5,85.8,46.7,78.4,female,40.09
ansur_01785,160.9,42.4,107.6,104.6,98.4,57.1,36.7,35.1,30.2,17.2,51.1,33.6,33.6,24.2,82.1,41.5,77.1,male,30.03
ansur_01786,164.4,30.0,88.2,78.0,98.5,58.5,36.3,28.9,25.0,14.8,44.1,35.2,33.2,23.3,84.5,44.1,59.4,female,32.11
ansur_01787,166.0,38.5,108.9,98.1,102.8,62.6,41.7,37.1,31.1,17.3,51.2,34.7,35.2,27.0,87.5,45.8,84.4,male,27.49
ansur_01788,159.7,33.7,101.3,95.1,110.4,66.9,40.2,34.4,27.4,15.6,46.8,37.5,34.3,25.5,86.0,44.3,76.6,female,44.63
ansur_01789,186.3,40.6,116.0,105.0,106.2,63.8,40.0,36.8,30.1,17.8,53.9,37.8,37.8,27.8,95.8,49.9,95.3,male,26.87
ansur_01790,173.2,32.2,89.9,79.5,96.9,59.4,35.8,32.1,27.9,16.4,46.2,33.2,35.5,26.6,92.3,47.1,67.8,female,28.77
ansur_01791,181.9,37.0,101.2,94.7,97.5,57.4,36.7,31.5,30.2,18.0,48.3,34.4,37.8,26.8,89.6,48.2,77.9,male,23.49
ansur_01792,152.9,31.7,84.7,81.5,90.7,50.4,34.4,29.0,25.9,14.2,41.4,31.8,31.7,23.1,77.6,39.5,51.7,female,32.22
ansur_01793,172.6,36.2,96.1,93.0,95.3,56.3,35.5,32.0,27.5,17.2,48.3,34.3,36.2,26.2,89.5,46.9,71.3,male,24.5
ansur_01794,162.0,32.1,95.3,84.8,101.5,60.0,36.9,30.4,26.0,15.5,42.4,37.0,33.5,23.2,83.3,40.9,66.2,female,36.36
ansur_01795,171.7,47.2,118.6,109.4,112.4,70.6,45.1,43.3,36.1,18.3,55.4,38.0,34.4,24.9,84.7,45.1,106.4,male,28.05
ansur_01796,164.3,34.2,99.3,79.7,96.6,57.1,35.3,30.2,26.4,15.6,45.9,34.2,33.8,23.3,84.9,43.7,66.5,female,29.97
ansur_01797,176.2,41.0,113.7,109.9,109.2,65.7,40.6,37.7,32.1,18.5,50.9,38.5,38.9,28.8,93.9,48.9,94.4,male,31.09
ansur_01798,155.6,33.4,89.7,92.7,96.1,59.3,36.6,30.4,25.2,14.7,43.4,33.0,31.5,22.1,78.8,40.1,61.3,female,38.62
ansur_01799,178.2,39.2,99.9,90.8,98.4,58.6,40.5,35.3,30.8,17.3,47.9,33.3,35.3,26.2,89.8,46.1,81.0,male,19.94
ansur_01800,163.0,31.9,101.5,98.6,108.6,64.5,38.5,32.2,27.7,16.4,45.7,36.5,34.9,24.6,88.0,45.6,72.9,female,45.19
ansur_01801,178.2,39.3,102.7,95.2,99.3,61.1,36.8,36.2,31.2,18.0,49.9,32.7,38.9,29.5,95.3,48.5,80.8,male,22.93
ansur_01802,161.4,32.4,92.4,88.4,110.3,63.2,36.8,33.3,26.2,15.0,43.8,38.5,33.5,24.3,83.8,43.2,70.1,female,41.87
ansur_01803,173.4,41.2,107.6,92.2,99.8,61.0,36.2,36.3,30.8,17.8,51.4,34.1,35.1,26.4,87.6,45.3,82.6,male,20.34
ansur_01804,146.4,28.5,73.7,67.3,87.2,51.7,33.3,24.2,22.3,13.9,38.0,30.0,29.0,19.9,71.4,37.4,42.6,female,26.34
ansur_01805,152.8,38.2,99.7,96.6,94.8,61.0,36.2,32.4,27.6,16.6,46.2,32.1,32.1,24.6,80.6,42.1,66.3,male,29.25
ansur_01806,174.9,34.4,96.2,81.0,103.9,60.4,37.2,31.0,26.1,16.2,47.3,37.3,35.8,25.8,90.8,46.8,72.9,female,31.39
ansur_01807,175.0,39.3,100.7,82.3,94.3,54.5,35.8,33.5,30.0,17.0,48.9,32.3,36.7,26.0,86.6,44.0,72.5,male,13.69
ansur_01808,161.8,34.7,99.8,93.3,107.6,66.3,40.9,32.6,26.9,15.9,45.4,36.6,34.4,23.5,82.1,41.6,76.1,female,41.72
ansur_01809,179.3,38.3,100.3,92.0,100.0,59.8,37.3,33.5,29.1,16.7,50.3,35.5,37.7,28.7,91.5,50.2,76.6,male,21.25
ansur_01810,163.1,33.3,93.7,99.5,107.7,67.2,38.3,32.9,28.7,14.6,43.3,36.9,34.0,24.5,86.6,44.6,71.9,female,44.59
ansur_01811,170.6,38.2,102.7,95.6,97.4,58.1,39.6,34.5,31.0,16.8,49.4,32.6,35.9,27.2,87.2,46.8,76.6,male,25.25
ansur_01812,170.4,34.3,100.4,96.6,110.0,67.2,38.9,33.9,29.0,16.9,47.2,38.4,35.0,24.5,87.4,44.7,79.4,female,42.08
ansur_01813,179.4,42.8,114.3,105.1,111.3,70.1,45.1,40.5,34.0,19.2,53.5,37.1,40.9,27.8,93.9,48.5,104.7,male,26.78
ansur_01814,166.9,35.3,92.4,87.4,103.6,59.7,37.2,29.9,26.2,16.1,46.5,37.1,33.4,22.6,83.1,44.5,70.5,female,35.78
ansur_01815,177.8,37.9,100.9,87.8,95.0,57.6,37.7,31.3,28.3,17.0,50.5,33.7,37.2,26.9,90.0,47.8,72.7,male,18.76
ansur_01816,158.6,33.6,102.3,101.3,104.4,63.2,39.3,34.6,27.3,15.6,47.9,36.3,32.1,22.9,81.8,43.4,72.7,female,45.04
ansur_01817,170.0,40.8,105.2,97.6,102.4,62.8,38.9,32.5,30.2,17.2,51.1,35.8,37.7,26.8,91.3,47.9,79.7,male,24.96
ansur_01818,160.2,31.4,88.7,73.5,99.8,60.6,35.7,29.3,24.7,16.1,41.5,34.3,32.7,23.9,82.3,43.7,60.9,female,30.94
ansur_01819,168.9,46.5,127.2,101.3,101.2,58.3,40.6,43.8,35.8,18.9,56.4,35.0,35.8,24.9,86.4,44.8,95.0,male,23.82
ansur_01820,162.0,35.6,95.0,107.2,113.0,69.3,39.4,37.6,29.2,15.6,49.5,39.0,32.2,22.3,82.0,42.8,80.0,female,49.11
ansur_01821,165.9,41.3,109.4,96.9,106.5,65.8,42.8,40.0,34.1,17.3,51.3,35.7,33.6,26.5,83.3,43.6,87.4,male,24.91
ansur_01822,157.5,31.2,91.7,83.4,104.6,60.9,36.8,29.4,26.2,15.2,43.3,36.1,31.6,22.1,82.2,43.7,62.5,female,38.74
ansur_01823,165.3,42.1,113.4,99.6,103.7,65.9,45.1,37.8,33.3,18.4,55.5,34.4,34.6,24.4,82.3,42.8,91.4,male,26.27
ansur_01824,151.3,34.0,105.2,106.5,116.7,69.7,40.4,34.3,27.3,14.8,46.3,40.3,31.0,22.0,76.7,39.7,76.8,female,53.76
ansur_01825,164.7,42.8,113.5,104.1,103.2,60.7,39.5,38.4,31.8,17.4,55.9,35.3,34.4,26.7,82.2,44.5,85.2,male,28.78
ansur_01826,157.3,30.9,86.8,81.8,97.3,59.3,35.3,30.1,26.9,15.3,44.9,33.3,32.0,23.1,83.5,40.6,57.8,female,34.8
ansur_01827,179.4,39.3,98.3,83.8,97.2,57.9,36.0,35.5,31.7,18.0,50.8,33.5,37.3,28.3,92.6,47.6,78.2,male,14.21
ansur_01828,164.9,32.1,86.1,82.8,99.0,58.7,36.8,29.4,27.0,15.5,45.4,33.3,34.1,24.1,87.6,44.5,63.9,female,33.51
ansur_01829,168.1,40.1,107.3,94.7,98.2,59.7,37.5,36.0,29.4,16.9,50.4,33.7,35.7,25.7,85.5,45.5,76.2,male,23.83
ansur_01830,165.7,35.5,98.0,94.5,104.0,64.9,37.8,33.1,27.4,16.3,46.4,34.1,34.2,25.4,85.3,45.4,74.9,female,39.34
ansur_01831,170.0,40.3,112.5,104.3,103.3,64.6,41.4,37.8,31.0,17.8,53.6,35.0,34.2,25.3,85.0,45.8,90.8,male,29.42
ansur_01832,153.8,32.7,94.5,90.0,100.2,60.4,38.0,31.8,25.6,15.1,46.1,34.3,31.5,24.1,78.9,40.7,65.0,female,40.06
ansur_01833,175.5,39.6,102.1,85.1,96.8,57.8,36.7,35.7,30.4,18.0,51.3,33.2,36.3,27.6,91.5,47.6,76.7,male,15.71
ansur_01834,168.4,30.6,85.7,83.1,103.3,61.6,34.4,28.6,25.5,14.8,40.7,35.6,36.4,24.9,90.8,47.1,63.3,female,35.45
ansur_01835,171.0,39.1,104.2,100.4,105.3,63.5,41.3,38.3,30.2,17.1,49.5,35.8,34.5,25.2,83.9,43.7,85.9,male,27.63
ansur_01836,155.0,31.7,88.5,82.2,93.2,55.4,32.5,29.2,24.5,14.4,41.0,32.5,31.4,23.9,79.1,42.2,52.6,female,33.24
ansur_01837,184.5,43.4,114.8,104.3,112.2,68.9,41.8,41.3,34.3,18.1,54.6,38.3,36.3,27.1,93.5,49.0,106.7,male,25.08
ansur_01838,163.0,31.7,99.4,102.1,111.7,67.1,39.2,35.8,27.1,15.4,47.1,39.1,32.3,23.9,84.7,44.4,76.6,female,47.89
ansur_01839,169.6,39.9,109.2,98.2,104.0,63.3,39.4,34.1,31.2,17.4,50.1,34.3,34.7,26.2,86.4,45.5,84.9,male,26.01
ansur_01840,169.3,34.6,120.2,115.7,114.8,71.4,41.2,39.0,29.0,15.3,51.4,39.4,36.2,24.6,94.6,49.6,93.4,female,51.46
ansur_01841,179.2,39.5,92.2,84.0,89.8,53.7,35.9,31.3,28.1,17.0,48.2,31.6,38.7,27.0,93.1,49.0,70.0,male,14.24
ansur_01842,155.7,33.5,98.2,86.1,104.2,63.5,36.2,31.6,26.9,14.9,46.4,36.0,31.7,24.0,81.6,42.7,66.7,female,39.23
ansur_01843,173.5,36.9,89.9,82.7,93.1,53.3,34.7,30.5,28.1,16.9,47.6,32.8,36.4,26.7,90.8,47.2,65.7,male,16.3
ansur_01844,162.7,31.2,88.2,76.5,97.1,60.3,37.3,31.1,26.5,15.4,43.2,33.3,31.7,22.0,78.2,41.1,62.2,female,30.53
ansur_01845,167.7,38.7,108.7,95.1,101.3,61.6,43.2,37.7,32.7,18.1,52.0,34.0,36.8,26.1,84.1,44.4,84.5,male,25.11
ansur_01846,166.6,38.4,120.8,108.5,107.8,67.2,40.3,38.3,31.1,17.4,50.8,35.8,35.7,26.5,89.2,45.6,94.2,female,45.31
ansur_01847,176.7,44.3,116.6,104.7,105.8,65.8,39.5,41.5,34.4,18.5,55.0,36.2,37.5,28.1,93.0,48.1,98.7,male,26.08
ansur_01848,159.9,32.7,93.0,88.0,99.5,57.9,37.0,30.6,28.6,15.2,46.3,35.4,33.6,23.1,80.9,43.7,64.1,female,37.19
ansur_01849,175.1,41.1,104.7,100.1,104.5,64.7,38.4,35.3,30.2,16.9,50.3,36.0,36.1,26.6,87.3,46.3,85.7,male,25.48
ansur_01850,154.7,32.2,98.5,101.2,107.4,65.9,35.3,31.8,26.0,14.7,43.6,35.8,32.3,22.5,82.8,42.0,69.2,female,47.85
ansur_01851,176.9,41.7,114.8,108.6,113.1,73.5,40.7,38.2,32.9,18.7,55.2,38.2,36.1,27.4,86.8,45.8,104.5,male,29.87
ansur_01852,163.6,33.4,92.2,83.1,100.6,60.5,37.2,29.6,26.8,15.7,41.5,35.4,33.7,24.5,81.7,44.7,64.6,female,34.13
ansur_01853,173.6,40.1,105.1,105.9,104.9,62.9,39.7,34.9,33.0,18.2,50.6,35.5,36.3,25.2,84.8,44.7,89.3,male,29.82
ansur_01854,154.7,32.0,88.9,79.7,91.6,53.6,36.8,27.4,24.6,15.0,39.9,32.3,31.3,22.3,77.0,40.2,52.5,female,31.11
ansur_01855,187.3,42.0,113.2,97.8,107.0,68.0,40.5,39.4,34.7,19.1,53.7,35.6,36.8,26.6,93.9,48.0,103.2,male,21.35
ansur_01856,162.9,31.1,79.2,76.2,91.8,49.5,29.8,24.0,22.6,14.7,35.8,32.0,33.9,22.9,85.9,44.1,49.0,female,27.69
ansur_01857,174.3,41.4,106.9,95.7,108.0,67.7,39.7,36.0,31.3,17.5,54.8,36.8,36.1,26.9,87.6,45.7,89.4,male,22.52
ansur_01858,156.0,33.8,99.7,92.2,110.8,69.6,39.0,35.2,27.5,14.9,47.7,37.2,31.3,22.4,80.7,41.6,74.9,female,44.54
ansur_01859,177.5,36.0,90.7,77.3,94.2,55.4,35.0,32.6,29.6,17.2,47.7,33.4,35.7,26.7,89.3,46.3,66.6,male,11.75
ansur_01860,175.1,33.0,105.1,103.5,109.2,65.4,39.6,31.7,27.7,16.9,47.7,38.4,37.5,26.4,93.0,48.3,85.2,female,43.91
ansur_01861,171.7,41.1,116.3,93.6,101.2,65.7,36.4,42.4,32.8,17.7,54.7,33.8,36.0,25.3,89.0,46.6,89.0,male,21.72
ansur_01862,162.5,34.2,90.8,101.2,108.3,68.8,40.7,34.8,28.7,16.1,45.2,37.3,33.2,25.6,86.3,44.1,77.2,female,45.32
ansur_01863,170.6,44.2,124.3,111.2,112.4,70.9,41.5,39.0,32.5,17.8,58.8,37.0,34.9,27.7,88.3,46.4,105.6,male,31.03
ansur_01864,157.3,32.0,96.4,86.4,98.6,61.7,34.6,32.1,27.6,14.8,46.7,33.7,30.9,24.2,79.2,41.4,64.3,female,37.06
ansur_01865,176.1,39.5,107.4,94.1,99.2,62.8,40.3,38.6,32.3,17.2,51.7,34.2,37.3,27.4,90.7,47.6,84.3,male,22.42
ansur_01866,159.9,34.0,98.0,96.2,107.9,68.6,37.8,34.8,25.8,15.9,44.8,37.1,33.7,22.2,83.6,43.0,72.2,female,43.87
ansur_01867,166.0,38.1,99.3,86.7,101.0,61.1,39.2,35.1,28.8,16.1,49.9,34.1,34.6,24.5,81.8,43.9,74.6,male,19.86
ansur_01868,154.7,33.3,97.2,91.4,98.3,59.9,38.7,33.1,27.3,15.2,48.2,34.2,31.3,21.2,76.8,39.0,69.3,female,39.32
ansur_01869,166.5,34.6,94.0,76.6,89.4,50.5,34.9,30.0,27.9,16.2,46.7,31.2,34.5,24.6,82.8,43.0,59.7,male,14.32
ansur_01870,173.5,33.9,92.1,86.2,109.4,63.6,36.3,30.5,26.6,16.1,45.2,39.0,36.2,26.4,86.7,46.4,73.7,female,36.82
ansur_01871,177.3,43.0,102.4,94.6,99.8,59.8,37.4,35.4,30.2,17.6,53.0,34.3,37.7,27.6,91.2,46.1,82.6,male,20.1
ansur_01872,167.0,33.7,100.3,95.7,104.5,62.5,37.2,30.2,26.1,15.0,45.9,36.9,35.4,23.9,87.3,45.3,72.5,female,40.51
ansur_01873,173.5,41.1,115.1,95.1,100.3,61.9,41.3,40.7,31.9,18.2,53.4,35.1,36.0,26.8,89.1,46.6,90.7,male,22.46
ansur_01874,167.8,34.1,103.5,89.7,114.7,69.6,40.6,35.7,30.3,15.9,49.0,39.7,34.0,25.7,84.6,43.8,81.6,female,41.91
ansur_01875,172.3,43.6,113.3,93.0,97.2,61.4,40.3,43.9,34.5,17.6,54.3,33.5,37.1,27.6,88.0,46.8,87.7,male,19.34
ansur_01876,160.4,30.1,86.3,81.2,96.4,58.1,33.5,28.5,26.1,15.5,40.9,34.8,33.5,23.7,82.7,40.8,57.0,female,33.63
ansur_01877,169.3,38.6,101.7,82.2,92.5,54.3,35.4,36.2,29.7,16.5,49.6,32.4,34.9,26.7,86.2,46.4,68.5,male,15.21
ansur_01878,163.1,33.1,93.9,86.5,99.8,56.7,37.4,29.2,25.7,16.4,42.0,35.1,32.6,23.5,83.3,43.9,66.0,female,35.61
ansur_01879,172.8,37.5,102.7,90.8,98.9,59.8,38.4,33.6,31.7,17.2,50.6,33.7,35.0,24.9,85.1,45.0,76.7,male,22.09
ansur_01880,168.4,33.9,98.0,105.4,119.0,71.6,35.5,32.1,26.7,15.1,47.6,42.3,34.1,24.9,90.9,46.7,80.4,female,49.7
ansur_01881,180.9,44.1,121.9,108.2,112.6,67.7,45.4,40.0,34.6,19.2,57.0,37.4,37.2,27.9,92.3,47.5,108.1,male,27.59
ansur_01882,171.5,33.8,103.0,97.3,116.3,67.4,42.8,32.0,27.3,15.3,45.4,41.1,37.5,23.9,88.5,45.5,85.2,female,44.83
ansur_01883,167.1,37.7,104.3,89.8,100.0,61.8,39.5,36.2,30.3,16.0,47.8,35.2,34.6,25.7,82.6,43.5,77.2,male,22.26
ansur_01884,163.5,33.4,103.5,94.7,96.6,53.6,35.2,31.0,26.2,15.2,44.9,34.4,33.0,23.3,85.7,43.4,66.2,female,37.65
ansur_01885,177.5,36.8,104.2,90.9,104.4,63.1,37.3,34.5,30.1,16.8,50.2,36.3,36.3,26.2,89.1,46.4,82.9,male,21.83
ansur_01886,166.6,33.6,93.3,90.2,104.1,62.9,36.1,32.0,28.6,15.9,45.1,34.8,33.0,26.7,86.6,46.4,70.6,female,38.1
ansur_01887,172.7,41.3,105.1,101.0,103.3,63.4,37.1,35.1,30.0,17.7,50.1,35.0,36.6,26.3,86.2,44.2,85.7,male,26.34
ansur_01888,170.5,32.2,86.0,78.2,90.9,53.3,33.7,27.3,26.2,16.1,43.1,31.8,36.4,27.1,92.6,48.0,57.7,female,25.76
ansur_01889,167.5,40.1,100.9,86.0,95.3,56.9,33.9,32.2,29.5,16.5,48.4,32.8,34.5,24.6,83.7,43.5,69.1,male,17.46
