char_id,height_cm,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,forearm_circ_cm,wrist_circ_cm,shoulder_width_cm,hip_width_cm,upper_arm_length_cm,forearm_length_cm,trochanterion_height_cm,tibial_height_cm,weight_kg,gender,navy_bfp
bmi_lo_f_0158,151.6,27.94,80.63,65.7,79.25,47.11,29.04,24.13,21.5,13.4,39.13,28.35,32.15,22.32,78.14,40.18,33.8,female,19.61
bmi_lo_f_0159,164.5,29.76,76.84,69.67,89.05,48.66,32.21,25.33,24.36,14.41,39.62,31.89,32.8,24.08,84.66,44.8,46.1,female,23.04
bmi_lo_f_0160,159.9,29.38,80.93,58.3,84.91,48.2,33.35,22.96,22.78,14.81,37.86,30.4,32.21,20.86,80.41,41.58,42.8,female,15.4
bmi_lo_f_0161,161.9,28.6,76.86,63.5,85.64,48.96,31.53,22.36,22.0,14.19,39.06,31.15,32.65,24.65,84.28,44.41,44.3,female,18.93
bmi_lo_f_0162,168.4,26.89,71.96,54.56,78.8,47.72,28.79,21.42,21.41,14.27,37.34,27.3,34.56,24.13,91.36,47.76,38.4,female,8.46
bmi_lo_f_0163,168.5,27.1,71.22,60.96,82.89,48.23,29.72,23.09,22.85,14.87,40.0,30.25,35.8,23.77,88.96,45.74,40.9,female,14.97
bmi_lo_f_0164,158.7,29.05,72.59,57.96,84.85,46.15,30.85,22.62,22.51,14.35,36.64,30.9,33.75,23.31,79.85,41.98,37.6,female,15.67
bmi_lo_f_0165,160.6,28.69,74.77,68.6,80.29,43.35,30.07,22.28,22.14,13.8,37.93,29.37,31.77,23.02,83.74,42.81,38.4,female,19.07
bmi_lo_f_0166,163.9,31.32,80.85,62.24,87.93,54.38,34.76,24.83,24.54,14.73,40.2,31.1,33.73,25.12,84.49,41.96,49.3,female,17.41
bmi_lo_f_0167,164.1,29.05,70.33,58.46,82.5,50.86,33.71,22.44,23.17,14.21,36.78,29.04,33.42,23.9,83.54,43.79,38.7,female,13.09
bmi_lo_f_0168,156.2,29.09,70.75,63.58,84.26,45.3,30.61,23.42,20.99,14.45,38.11,30.96,30.15,21.71,82.16,41.77,36.0,female,19.39
bmi_lo_f_0169,164.9,27.91,78.68,64.84,80.64,46.95,28.23,23.33,20.79,13.32,38.98,29.49,33.12,24.39,86.07,43.14,39.8,female,16.38
bmi_lo_f_0170,152.3,27.44,73.28,62.57,79.35,45.68,31.23,22.82,23.05,13.48,36.79,28.81,31.25,20.89,76.83,39.31,32.9,female,17.87
bmi_lo_f_0171,168.5,33.51,85.12,70.44,91.56,49.27,31.06,22.66,21.4,14.18,39.95,32.07,34.16,24.29,86.41,46.84,50.9,female,21.76
bmi_lo_f_0172,161.7,29.32,77.2,62.49,85.35,47.61,30.75,21.25,21.35,14.73,37.75,30.97,33.34,23.23,84.21,42.95,41.4,female,17.79
bmi_lo_f_0173,158.7,29.22,75.78,69.38,85.54,51.19,31.17,24.48,21.78,14.96,40.02,28.23,33.07,24.78,84.84,42.88,45.8,female,22.75
bmi_lo_f_0174,163.3,28.7,77.5,67.18,86.56,50.4,29.39,24.61,22.78,14.63,38.64,30.39,32.9,24.64,87.07,44.86,43.6,female,21.16
bmi_lo_f_0175,162.0,32.07,86.5,65.9,88.7,50.51,32.44,25.83,23.24,13.85,41.99,31.35,31.68,23.19,85.29,43.95,46.1,female,20.07
bmi_lo_f_0176,161.1,30.35,77.75,69.94,91.28,50.07,33.13,25.46,24.21,14.69,39.09,32.31,32.52,23.17,83.94,43.73,47.3,female,24.97
bmi_lo_f_0177,170.7,28.6,85.68,64.09,92.38,53.33,34.43,25.17,22.73,14.73,41.94,33.53,31.94,23.51,87.25,44.28,51.0,female,20.87
bmi_lo_f_0178,162.8,30.0,79.36,61.05,85.07,48.23,29.64,23.09,22.36,15.76,38.95,31.19,33.0,21.82,84.29,42.66,40.9,female,16.05
bmi_lo_f_0179,158.5,27.22,71.8,64.37,82.89,48.14,29.9,24.4,23.5,14.01,37.61,28.66,29.45,23.01,79.93,41.01,36.8,female,19.54
bmi_lo_f_0180,169.7,29.43,71.27,64.71,81.65,45.48,32.86,22.85,23.1,14.41,39.17,29.36,36.66,24.25,93.9,46.19,41.0,female,14.78
bmi_lo_f_0181,158.5,28.83,71.4,52.0,81.53,46.31,33.71,22.13,23.4,14.91,35.25,28.42,32.1,21.78,79.23,39.96,35.1,female,9.85
bmi_lo_f_0182,166.6,30.65,80.37,60.56,88.36,52.08,32.77,26.11,24.45,14.69,39.4,31.68,30.6,22.57,82.3,42.14,46.5,female,16.37
bmi_lo_f_0183,162.1,29.28,76.16,74.13,83.8,44.75,28.02,20.48,20.89,14.31,36.44,31.01,31.99,23.56,81.96,42.95,39.3,female,23.49
bmi_lo_f_0184,164.2,29.66,75.16,60.24,86.63,48.93,36.26,22.87,23.09,14.76,38.88,31.04,32.24,22.65,83.44,41.58,47.1,female,16.35
bmi_lo_f_0185,156.2,29.5,75.87,65.23,85.6,49.8,35.03,22.76,23.02,13.87,37.61,29.97,33.61,22.51,82.1,41.94,42.4,female,20.91
bmi_lo_f_0186,163.4,28.22,73.65,64.62,85.34,50.18,30.79,23.4,22.99,13.56,38.46,29.74,32.05,23.4,83.25,43.56,42.4,female,19.24
bmi_lo_f_0187,172.2,30.8,74.23,66.07,82.35,47.09,30.3,20.86,22.05,15.39,40.15,29.05,35.71,24.95,84.13,43.0,46.0,female,14.58
bmi_lo_f_0188,168.9,30.03,81.47,69.02,88.25,51.21,33.97,24.25,23.74,14.75,40.75,31.15,34.75,24.31,89.35,46.42,51.3,female,20.97
bmi_lo_f_0189,161.4,31.0,77.11,62.6,78.25,44.78,30.28,22.45,23.36,14.6,37.99,26.72,34.02,23.33,82.78,42.12,38.4,female,12.48
bmi_lo_f_0190,166.4,33.21,81.14,67.65,89.6,50.37,31.89,25.49,24.4,15.51,41.13,31.86,35.67,26.24,89.84,45.47,50.8,female,19.8
bmi_lo_f_0191,162.9,30.06,79.92,63.21,89.82,52.24,33.88,25.34,25.61,14.54,40.44,32.56,32.68,23.66,80.41,43.48,48.1,female,20.08
bmi_lo_f_0192,158.4,30.59,71.57,59.14,81.69,46.68,33.42,21.04,22.69,13.93,37.96,28.08,32.76,22.97,82.05,43.16,36.3,female,13.53
bmi_lo_f_0193,171.3,28.23,76.35,55.85,85.28,47.2,30.71,19.53,21.53,14.24,38.91,31.57,34.7,24.27,90.48,45.93,40.8,female,11.9
bmi_lo_f_0194,164.2,29.15,80.84,74.44,87.55,48.71,31.79,22.99,22.13,14.72,38.25,32.04,33.91,24.27,86.14,43.83,47.6,female,25.22
bmi_lo_f_0195,177.3,27.58,73.04,62.78,86.93,49.15,34.83,23.37,23.7,15.73,37.94,31.42,34.76,25.31,93.83,47.75,47.9,female,16.0
bmi_lo_f_0196,167.2,29.26,77.52,57.71,86.65,51.84,34.54,26.18,23.13,15.15,39.68,30.94,32.45,24.02,83.51,43.42,49.5,female,14.29
bmi_lo_f_0197,182.0,28.63,75.67,60.93,89.68,47.16,33.33,22.54,23.97,14.79,38.18,32.95,37.83,25.4,97.72,50.83,49.3,female,14.81
bmi_lo_f_0198,156.2,30.89,75.69,62.91,78.62,42.18,31.2,21.26,20.58,13.47,38.54,27.91,31.93,23.6,82.34,42.07,34.7,female,14.38
bmi_lo_f_0199,161.5,33.22,77.94,76.42,75.33,46.31,33.22,25.3,23.1,14.97,38.98,30.76,32.86,23.05,84.4,43.53,43.2,female,17.84
bmi_lo_f_0200,163.1,29.78,81.6,72.47,88.98,51.09,30.85,23.93,23.38,14.92,39.92,32.18,34.93,23.19,82.93,42.49,47.1,female,24.88
bmi_lo_f_0201,153.9,31.52,76.13,54.75,87.52,51.93,33.26,25.76,22.89,13.89,38.16,29.92,32.49,23.27,77.23,40.07,42.4,female,15.08
bmi_lo_f_0202,160.3,29.15,72.7,62.37,83.76,48.36,32.57,25.06,24.83,15.11,38.71,30.61,34.61,23.38,80.44,40.75,42.5,female,17.23
bmi_lo_f_0203,167.9,27.51,75.69,68.75,88.69,50.85,36.91,23.36,22.78,14.61,37.5,30.72,33.03,24.01,86.54,44.44,46.9,female,22.7
bmi_lo_f_0204,156.6,28.84,69.16,57.55,77.05,44.66,29.8,22.14,23.54,14.62,36.7,25.91,32.62,23.26,85.03,42.87,33.8,female,11.07
bmi_lo_f_0205,167.3,29.74,78.59,62.59,85.24,49.15,31.45,22.28,22.66,14.53,40.31,30.41,35.85,24.98,86.15,46.3,46.6,female,16.08
bmi_lo_f_0206,158.6,27.86,82.04,70.09,87.95,51.64,31.44,23.58,22.24,13.99,40.56,31.79,33.05,23.5,82.55,41.71,44.1,female,25.26
bmi_lo_f_0207,163.0,25.84,71.79,60.15,84.51,49.87,32.91,21.17,21.38,13.83,36.56,29.23,33.45,22.98,85.93,42.46,39.6,female,17.62
bmi_lo_f_0208,147.5,28.11,76.13,60.84,78.63,44.91,31.76,23.89,22.9,14.18,36.41,27.57,31.44,22.0,77.87,38.43,34.4,female,17.27
bmi_lo_f_0209,158.9,29.06,81.54,65.06,90.74,52.75,31.54,27.67,24.11,14.28,40.22,32.73,32.24,22.55,83.65,42.63,44.8,female,23.28
bmi_lo_f_0210,162.8,30.58,72.08,52.14,81.91,48.42,29.67,23.09,24.08,14.38,36.82,29.13,33.73,24.1,85.55,43.78,37.5,female,7.87
bmi_lo_f_0211,165.4,30.03,78.31,61.86,86.43,50.65,33.5,25.49,21.69,15.12,41.61,29.87,32.81,25.37,89.17,47.05,46.1,female,16.67
bmi_lo_f_0212,154.3,29.01,75.7,61.16,80.84,49.11,31.01,22.87,21.93,14.22,39.75,27.08,30.19,20.72,81.15,40.28,36.9,female,16.39
bmi_lo_f_0213,161.6,27.6,77.21,61.06,85.11,47.77,30.61,22.34,21.01,14.12,41.19,31.2,32.69,23.42,80.79,43.31,39.9,female,17.84
bmi_lo_f_0214,164.1,29.2,82.84,61.55,92.15,52.24,33.56,23.84,24.14,14.21,40.01,32.9,33.48,23.97,85.43,42.78,48.0,female,20.65
bmi_lo_f_0215,169.5,28.7,73.76,60.56,86.38,48.91,31.38,24.68,22.1,13.97,38.93,32.91,35.0,24.2,88.02,45.78,45.1,female,15.62
bmi_lo_f_0216,163.5,30.75,84.06,69.08,92.66,55.81,32.84,25.76,22.29,14.64,38.27,34.11,32.54,22.51,83.98,43.79,49.1,female,24.41
bmi_lo_f_0217,168.9,28.52,78.47,67.45,91.37,52.61,34.36,23.63,23.13,15.24,39.5,34.4,34.86,27.07,87.68,44.47,50.7,female,22.65
bmi_lo_f_0218,168.2,29.06,72.93,64.97,82.43,49.03,29.39,22.13,22.99,14.16,39.57,29.51,35.01,25.97,90.68,47.23,44.6,female,16.01
bmi_lo_f_0219,159.6,28.25,71.65,60.73,85.53,50.33,31.96,22.49,23.05,13.79,36.35,29.63,32.4,23.61,84.64,43.81,39.0,female,18.03
bmi_lo_f_0220,172.7,28.95,73.63,69.8,89.21,50.39,29.54,27.19,24.71,15.14,39.58,32.22,34.37,25.6,91.95,47.31,49.4,female,21.58
bmi_lo_f_0221,173.2,30.15,79.57,61.26,86.39,47.62,33.08,23.57,23.05,15.26,40.5,30.82,35.2,25.04,88.63,46.55,46.7,female,14.26
bmi_lo_f_0222,160.0,27.4,77.64,57.32,84.91,49.31,29.51,21.73,22.05,13.6,36.85,29.76,32.63,23.27,85.11,42.21,38.9,female,15.99
bmi_lo_f_0223,158.4,28.71,74.58,61.99,81.42,45.79,35.87,20.7,22.11,14.3,36.63,28.69,32.67,21.89,82.1,40.96,38.8,female,16.34
bmi_lo_f_0224,168.3,28.21,76.61,59.53,85.78,50.31,38.15,24.93,24.0,14.1,40.55,30.11,34.07,24.0,89.11,46.22,49.0,female,15.23
bmi_lo_f_0225,161.8,30.25,80.72,66.46,89.93,52.52,31.83,23.69,22.7,13.82,40.42,29.97,33.58,23.65,84.99,44.61,45.9,female,22.18
bmi_lo_f_0226,150.9,29.94,66.63,54.16,76.91,45.39,32.62,24.22,22.79,13.64,37.23,28.7,30.69,22.69,74.77,37.1,33.5,female,9.47
bmi_lo_f_0227,157.5,27.82,79.69,63.98,83.59,47.95,31.04,24.31,23.04,13.96,41.78,29.51,32.96,23.19,81.81,42.75,40.1,female,19.63
bmi_lo_f_0228,156.0,30.3,78.8,61.0,89.11,49.17,30.24,23.92,22.6,14.13,36.29,30.18,31.4,24.61,81.0,43.45,41.4,female,20.08
bmi_lo_f_0229,168.7,29.38,73.13,64.13,83.08,46.02,30.52,21.62,22.0,14.38,38.48,28.73,35.29,24.54,86.47,46.2,43.7,female,15.57
bmi_lo_f_0230,154.8,28.8,71.88,59.3,79.05,45.74,30.73,20.96,20.98,13.86,36.72,27.59,32.43,24.69,81.83,41.34,33.1,female,14.06
bmi_lo_f_0231,162.0,28.91,84.98,67.54,86.5,50.01,33.69,25.57,24.3,13.92,40.48,29.83,31.97,22.52,83.73,42.62,47.2,female,21.55
bmi_lo_f_0232,163.0,28.28,73.07,66.73,83.37,47.66,28.44,20.96,20.64,14.39,40.46,29.31,32.98,23.37,85.02,42.53,38.9,female,19.39
bmi_lo_f_0233,154.3,27.86,82.2,62.86,80.83,44.62,29.42,23.57,21.05,13.94,37.45,28.97,31.12,22.76,76.55,39.5,35.3,female,18.15
bmi_lo_f_0234,163.4,30.89,81.81,71.59,85.87,48.27,30.36,23.18,22.11,14.52,37.18,30.03,34.57,23.59,86.08,45.32,43.6,female,22.0
bmi_lo_f_0235,174.3,30.44,72.42,60.48,85.43,48.98,34.03,22.1,21.71,14.8,39.11,30.98,33.13,24.3,89.11,46.13,51.5,female,12.75
bmi_lo_f_0236,167.0,28.35,71.01,55.22,87.6,50.94,35.85,24.61,24.25,15.4,38.07,30.49,31.8,23.35,84.49,43.34,46.6,female,13.95
bmi_lo_f_0237,155.8,27.49,74.38,70.73,84.15,48.75,30.33,24.74,21.31,13.22,41.47,30.0,31.92,21.81,81.19,41.87,41.9,female,24.48
bmi_lo_f_0238,158.5,31.08,71.96,62.59,85.81,50.18,35.29,23.5,23.48,14.18,37.62,29.21,32.51,23.16,83.4,42.72,41.5,female,17.91
bmi_lo_f_0239,162.0,28.78,78.91,66.09,92.35,52.97,32.49,25.64,23.26,14.69,42.25,33.62,32.84,23.59,80.71,42.27,47.2,female,24.07
bmi_lo_f_0240,163.4,30.9,84.02,69.78,88.76,50.09,32.25,23.88,23.4,14.13,37.58,31.27,34.92,23.11,84.24,43.98,46.9,female,22.6
bmi_lo_f_0241,170.1,29.4,74.97,53.27,94.77,56.73,38.87,26.92,24.55,15.19,39.51,34.12,35.35,25.39,89.64,45.18,53.0,female,15.71
bmi_lo_f_0242,166.9,27.99,77.55,61.63,83.88,51.62,30.43,23.61,22.49,14.52,39.15,28.82,34.28,23.99,90.52,47.29,45.4,female,15.84
bmi_lo_f_0243,146.2,26.7,72.31,61.44,79.12,47.3,30.98,22.33,21.5,14.13,37.33,28.11,30.34,20.62,76.42,38.74,33.7,female,19.22
bmi_lo_f_0244,154.7,28.35,80.53,66.09,85.08,53.25,30.74,24.92,22.67,14.12,39.57,28.91,31.65,22.11,83.31,43.28,43.9,female,22.19
bmi_lo_f_0245,173.2,29.48,70.92,58.97,86.65,51.5,30.49,22.61,23.22,14.08,39.28,30.84,35.38,26.29,94.4,49.74,43.9,female,13.43
bmi_lo_f_0246,153.9,28.85,87.1,69.0,85.4,48.07,30.91,25.48,22.03,14.21,39.08,30.36,31.07,22.78,76.36,39.39,41.8,female,23.97
bmi_lo_f_0247,161.7,30.47,78.86,64.34,87.02,51.57,32.9,23.27,23.32,13.85,40.0,31.02,32.65,21.59,84.92,43.6,45.4,female,19.19
bmi_lo_f_0248,160.8,26.9,64.76,56.67,85.22,48.09,32.01,25.94,22.86,14.37,35.48,30.57,33.72,26.2,85.98,43.87,39.5,female,15.88
bmi_lo_f_0249,157.3,28.23,66.82,60.07,79.6,49.28,31.67,21.81,20.8,14.38,37.81,27.56,31.75,22.52,81.05,40.43,36.8,female,14.59
bmi_lo_f_0250,160.4,32.94,76.69,61.55,82.54,50.43,35.11,23.77,24.38,15.52,39.0,28.45,32.61,24.47,83.44,43.72,44.5,female,13.58
bmi_lo_f_0251,161.8,28.12,78.23,60.56,89.17,49.66,31.26,25.65,23.18,13.8,40.56,32.02,34.34,24.71,86.43,44.52,42.9,female,19.58
bmi_lo_f_0252,162.9,29.12,79.35,56.16,83.83,47.2,33.01,22.31,22.56,14.86,37.47,30.14,32.86,21.31,82.18,42.56,42.0,female,12.74
bmi_lo_f_0253,155.4,28.6,69.16,58.88,82.69,44.68,29.12,22.97,22.86,14.13,38.32,28.75,32.56,23.18,75.52,38.58,35.2,female,16.07
bmi_lo_f_0254,155.8,32.01,84.77,65.9,84.07,46.59,29.27,25.18,22.21,14.31,41.18,30.05,31.72,21.58,79.14,40.47,42.4,female,19.03
bmi_lo_f_0255,159.9,29.7,75.56,73.15,83.47,47.1,28.08,20.98,20.72,13.56,37.88,29.08,32.75,23.41,81.13,41.46,38.5,female,23.11
bmi_lo_f_0256,161.9,29.64,76.02,63.51,80.61,43.59,29.07,21.31,22.72,14.9,41.19,28.87,34.8,25.3,84.58,45.47,37.2,female,15.27
bmi_lo_f_0257,165.0,28.32,87.26,58.16,81.68,44.61,31.28,24.34,22.95,14.1,38.25,30.22,31.17,22.2,84.65,43.03,43.5,female,12.61
bmi_lo_f_0258,161.9,30.56,70.55,58.49,78.97,46.07,32.06,23.82,24.2,15.03,38.93,26.86,32.44,24.4,82.52,42.91,42.0,female,10.42
bmi_lo_f_0259,162.6,29.45,70.5,59.13,86.0,50.69,31.15,23.27,22.41,14.07,38.97,30.22,34.99,24.45,85.92,45.3,41.9,female,15.83
bmi_lo_f_0260,168.8,28.73,78.31,58.59,85.9,53.47,34.32,23.5,21.25,14.26,40.3,31.26,31.87,22.49,86.44,45.37,46.0,female,14.29
bmi_lo_f_0261,171.5,27.76,73.76,64.47,89.99,51.36,33.41,24.6,24.57,15.4,37.34,31.5,34.79,25.48,89.26,46.17,45.2,female,20.02
bmi_lo_f_0262,159.4,26.41,65.6,57.6,82.0,46.49,32.93,20.01,20.3,13.8,36.65,29.74,30.78,21.93,79.68,41.89,35.7,female,15.13
bmi_lo_f_0263,157.8,29.92,85.43,73.79,87.42,47.79,28.85,23.79,23.81,14.59,42.26,31.42,32.33,23.22,79.8,40.85,44.2,female,26.07
bmi_lo_f_0264,174.5,29.43,74.87,60.34,86.92,50.02,31.89,24.79,24.53,16.04,40.15,30.73,36.34,27.34,93.34,48.77,48.8,female,14.14
bmi_lo_f_0265,150.0,27.88,74.14,59.61,77.9,44.86,31.19,23.59,22.14,14.16,38.93,27.61,30.93,23.14,80.21,41.99,32.5,female,15.45
bmi_lo_f_0266,173.2,29.61,69.59,60.45,81.05,44.92,29.75,19.95,21.41,14.81,39.49,29.57,35.15,24.46,88.64,47.7,41.4,female,10.79
bmi_lo_f_0267,155.9,27.78,69.78,67.14,81.21,47.25,28.87,22.4,21.39,13.55,38.59,28.07,31.58,23.55,79.88,41.6,32.9,female,20.55
bmi_lo_f_0268,172.0,30.27,74.9,64.02,90.26,54.27,31.65,24.18,23.99,14.25,40.57,31.92,35.15,26.17,93.72,49.37,48.9,female,18.38
bmi_lo_f_0269,177.0,27.28,71.18,52.22,81.8,46.8,36.92,22.71,23.2,14.19,39.15,29.09,35.92,25.28,94.22,49.07,45.5,female,6.53
bmi_lo_f_0270,164.6,27.03,70.83,59.79,87.63,49.98,30.33,20.54,20.46,13.76,37.99,32.45,33.37,23.52,86.06,45.04,38.9,female,18.14
bmi_lo_f_0271,173.0,30.94,85.88,65.59,89.76,52.03,33.69,24.82,24.55,15.51,41.46,31.91,34.63,25.33,90.86,48.47,54.7,female,18.36
bmi_lo_f_0272,163.2,30.43,77.43,67.64,84.22,48.67,33.4,24.43,23.16,15.6,39.15,29.38,31.75,26.12,87.56,45.08,47.8,female,19.11
bmi_lo_f_0273,159.3,33.23,72.71,61.16,81.39,48.37,31.14,25.05,25.57,15.52,41.01,26.32,33.52,24.6,85.5,44.69,41.6,female,12.69
bmi_lo_f_0274,162.7,29.59,80.18,62.02,80.83,46.28,29.46,24.66,22.25,14.71,36.18,29.34,33.27,21.73,83.85,42.77,39.7,female,14.31
bmi_lo_f_0275,173.3,26.96,76.11,58.68,79.05,43.83,33.26,23.81,20.65,14.35,39.58,30.03,35.26,24.43,92.57,46.75,45.8,female,10.05
bmi_lo_f_0276,154.0,29.27,76.2,73.19,82.82,48.07,30.25,26.13,20.68,13.24,40.75,29.54,30.16,24.23,78.27,40.41,41.8,female,24.61
bmi_lo_f_0277,170.9,29.21,77.86,67.45,83.84,46.78,30.51,21.41,21.68,13.89,38.55,30.64,36.08,24.15,89.4,46.46,43.4,female,17.54
bmi_lo_f_0278,175.7,27.89,68.95,54.92,85.67,44.48,34.15,21.92,22.11,14.94,36.96,33.35,36.06,24.24,89.07,46.06,43.7,female,10.69
bmi_lo_f_0279,161.7,27.97,75.43,64.58,85.97,48.75,31.01,21.18,22.91,14.99,38.62,30.26,32.9,22.64,82.94,42.77,42.8,female,20.17
bmi_lo_f_0280,159.4,27.36,76.14,67.9,81.75,45.87,31.22,23.36,22.24,15.0,37.06,28.62,32.42,22.77,84.23,41.83,39.0,female,20.61
bmi_lo_f_0281,165.9,30.78,82.74,73.65,92.41,52.65,32.37,25.58,24.38,14.18,41.17,33.66,33.13,23.85,83.72,43.0,50.5,female,26.07
bmi_lo_f_0282,162.3,29.69,74.38,68.4,84.35,48.27,30.51,21.94,22.22,14.44,40.06,29.7,34.2,25.79,87.64,45.23,40.8,female,20.29
bmi_lo_f_0283,165.2,28.08,84.89,63.62,88.01,51.93,34.33,24.39,23.23,13.81,38.79,31.16,33.09,22.98,84.45,42.07,46.9,female,19.82
bmi_lo_f_0284,164.4,28.75,79.79,54.34,81.29,44.76,32.89,24.29,21.95,14.28,37.68,29.83,32.83,23.78,83.9,44.42,39.6,female,9.76
bmi_lo_f_0285,170.0,25.43,66.03,52.0,86.69,49.26,32.64,19.37,21.52,14.87,35.79,31.85,34.02,25.55,85.7,45.64,39.2,female,12.44
bmi_lo_f_0286,147.5,28.8,71.49,65.69,79.66,45.65,28.89,20.98,21.11,13.58,38.37,27.91,30.96,23.41,78.83,40.32,30.1,female,20.5
bmi_lo_f_0287,149.6,29.21,79.42,70.76,90.99,53.5,27.93,25.28,23.5,14.13,37.7,33.43,28.57,21.9,73.85,38.28,40.0,female,29.01
bmi_lo_f_0288,176.9,29.9,76.16,65.89,87.23,49.62,29.69,25.03,23.17,15.45,36.92,31.77,36.34,24.59,91.69,46.96,50.1,female,16.73
bmi_lo_f_0289,160.2,28.29,76.45,65.24,81.74,47.12,30.53,20.37,22.57,13.96,39.15,29.29,32.48,23.55,83.67,41.11,37.7,female,18.28
bmi_lo_f_0290,158.7,29.34,65.09,55.57,76.17,44.34,28.95,22.64,23.59,14.38,38.05,25.42,32.49,24.39,81.97,42.18,35.0,female,8.22
bmi_lo_f_0291,169.7,28.38,77.08,58.51,83.01,48.7,29.91,23.19,23.65,14.87,39.75,29.68,35.72,25.28,89.33,46.53,41.8,female,12.44
bmi_lo_f_0292,165.7,30.74,78.39,71.87,84.06,48.35,32.38,23.92,22.41,13.99,38.83,30.51,33.92,22.0,86.83,44.55,44.0,female,20.63
bmi_lo_f_0293,168.6,27.7,73.9,52.0,78.55,46.17,29.01,21.62,22.99,14.96,36.12,26.86,35.2,26.91,87.47,45.44,38.6,female,5.96
bmi_lo_f_0294,158.5,30.7,77.45,62.7,86.11,50.96,30.26,22.43,22.11,13.31,37.02,30.58,33.26,25.42,86.6,44.98,39.4,female,18.39
bmi_lo_f_0295,162.8,27.11,78.07,54.13,80.25,47.2,33.03,23.34,24.21,14.2,40.38,28.59,31.33,22.8,81.49,42.68,40.0,female,10.43
bmi_lo_f_0296,157.4,30.53,75.6,71.54,85.18,50.51,33.67,24.58,22.39,14.7,39.17,29.47,32.75,20.4,78.67,41.01,42.8,female,23.37
bmi_lo_f_0297,165.3,28.71,70.9,60.52,89.32,50.86,32.42,21.71,21.69,14.67,38.51,32.21,34.19,23.91,84.04,42.65,41.9,female,18.4
bmi_lo_f_0298,163.4,28.17,69.35,67.38,83.17,45.37,30.73,22.48,21.6,14.23,36.21,30.11,34.02,23.55,87.97,47.49,37.0,female,19.61
bmi_lo_f_0299,158.7,26.55,74.52,71.3,87.65,49.34,31.35,26.15,21.9,13.76,38.53,31.61,31.17,22.82,81.91,42.84,40.4,female,26.43
bmi_lo_m_0000,176.2,34.63,76.45,60.12,83.39,46.31,29.13,27.44,27.01,16.62,41.8,29.46,37.02,28.53,96.88,50.99,44.8,male,2.0
bmi_lo_m_0001,179.3,35.01,91.75,71.25,84.51,49.32,31.97,31.11,26.91,16.01,46.13,30.13,37.86,25.89,97.29,49.85,55.3,male,6.56
bmi_lo_m_0002,174.5,35.67,84.67,67.05,82.73,47.63,32.85,27.5,27.4,16.38,41.71,29.02,35.65,25.4,89.57,46.0,49.7,male,2.0
bmi_lo_m_0003,174.6,32.43,86.9,67.05,84.24,50.15,31.9,27.66,26.37,16.46,44.83,29.6,36.56,26.26,88.89,45.97,51.3,male,5.66
bmi_lo_m_0004,171.1,33.98,78.13,62.42,80.17,45.03,30.85,24.88,23.64,16.44,41.36,29.62,34.66,25.72,87.02,45.27,41.1,male,2.0
bmi_lo_m_0005,171.4,36.48,86.01,63.21,88.05,53.43,36.75,28.38,25.92,14.68,42.55,29.56,36.51,25.53,87.46,45.42,54.0,male,2.0
bmi_lo_m_0006,172.6,33.2,79.97,60.62,81.01,46.51,33.11,29.36,26.74,16.06,40.91,28.9,37.0,26.31,88.2,46.66,47.2,male,2.0
bmi_lo_m_0007,175.8,34.75,87.11,60.18,85.67,49.38,31.48,27.76,27.28,17.44,42.07,30.04,36.05,25.62,89.29,47.94,52.3,male,2.0
bmi_lo_m_0008,174.1,31.87,82.22,61.15,81.83,47.25,32.95,28.1,25.84,14.9,40.45,30.47,36.13,26.76,87.74,45.95,45.0,male,2.0
bmi_lo_m_0009,172.7,30.69,80.66,61.15,83.69,47.48,30.08,26.08,24.98,15.09,41.88,30.51,35.27,25.37,86.96,44.89,42.9,male,2.0
bmi_lo_m_0010,180.4,34.16,79.4,55.97,79.68,47.68,32.94,28.96,28.75,16.74,41.66,28.48,38.82,29.31,92.02,48.91,50.9,male,2.0
bmi_lo_m_0011,177.3,33.28,82.58,56.47,80.24,48.53,30.61,30.46,27.59,16.13,42.48,28.15,36.66,26.49,91.09,46.93,47.0,male,2.0
bmi_lo_m_0012,175.7,31.3,79.46,58.08,76.14,44.36,31.67,27.18,25.1,16.13,41.87,27.88,36.73,25.35,88.83,46.46,41.9,male,2.0
bmi_lo_m_0013,161.9,34.56,84.0,72.35,86.55,48.36,30.85,26.98,26.15,15.34,45.28,30.81,34.33,24.77,85.11,43.53,44.0,male,11.23
bmi_lo_m_0014,171.0,31.99,78.37,61.99,84.93,47.95,29.06,26.03,24.09,14.44,42.51,29.99,34.84,24.78,89.43,47.75,40.4,male,2.0
bmi_lo_m_0015,176.7,32.74,81.45,72.73,80.94,44.92,30.12,25.2,25.79,17.59,44.35,30.08,36.98,28.46,92.65,48.56,50.2,male,10.68
bmi_lo_m_0016,176.6,38.01,84.54,67.24,78.93,40.9,29.22,24.91,26.05,16.07,42.23,28.38,37.73,26.53,93.14,48.54,47.3,male,2.0
bmi_lo_m_0017,179.8,33.96,79.8,57.31,78.24,49.13,31.84,32.48,27.79,16.53,41.65,26.33,38.11,29.9,97.03,49.58,49.8,male,2.0
