char_id,gender,somatotype,inversion_mae_cm,weight_kg,navy_bfp,target_height_cm,target_shoulder_width_cm,target_hip_width_cm,target_chest_circ_cm,target_waist_circ_cm,target_hip_circ_cm,target_neck_circ_cm,target_bicep_circ_cm,target_forearm_circ_cm,target_mid_thigh_circ_cm,target_calf_circ_cm,target_upper_arm_length_cm,target_forearm_length_cm,target_upper_leg_length_cm,target_lower_leg_length_cm,morph_abdomen_depth,morph_abdomen_scale,morph_body_builder,morph_body_fat,morph_body_muscular,morph_body_thin,morph_breast_scale,morph_chest_depth,morph_chest_height,morph_chest_scale,morph_chest_width,morph_forearm_len,morph_forearm_scale,morph_glute_scale,morph_hip_len,morph_hip_scale,morph_lower_leg_len,morph_lower_leg_scale,morph_neck_len,morph_neck_scale,morph_thigh_len,morph_thigh_scale,morph_upperarm_len,morph_upperarm_scale,pred_height_cm,pred_shoulder_width_cm,pred_hip_width_cm,pred_chest_circ_cm,pred_waist_circ_cm,pred_hip_circ_cm,pred_neck_circ_cm,pred_bicep_circ_cm,pred_forearm_circ_cm,pred_mid_thigh_circ_cm,pred_calf_circ_cm,pred_upper_arm_length_cm,pred_forearm_length_cm,pred_upper_leg_length_cm,pred_lower_leg_length_cm,target_WHR,pred_WHR,target_SHR,pred_SHR,target_leg_taper,pred_leg_taper,target_chest_waist,pred_chest_waist,target_hip_chest,pred_hip_chest,target_neck_chest,pred_neck_chest,target_bicep_thigh,pred_bicep_thigh,target_shoulder_chest,pred_shoulder_chest,target_hip_width_circ,pred_hip_width_circ,target_arm_ratio,pred_arm_ratio,target_leg_ratio,pred_leg_ratio,target_bicep_calf,pred_bicep_calf,target_forearm_bicep,pred_forearm_bicep,target_shoulder_hip_circ,pred_shoulder_hip_circ
bmi_lo_f_0115,female,hourglass,1.039,38.4,15.03,158.5,39.14,28.94,75.05,60.79,80.12,28.26,21.52,21.05,45.23,31.6,33.01,22.9,38.0,43.32,-1.0,-0.7213,0.0,0.0225,0.0,1.0,0.6262,-0.5,0.0648,-0.5,-0.5,-0.1685,0.7513,1.0,-0.6622,-0.3,-0.1635,0.9232,-1.0,0.0,-0.3477,0.6582,0.4613,0.0769,158.61,43.36,31.16,77.69,62.63,83.0,29.2,21.53,21.06,45.24,31.61,32.66,22.74,37.91,43.21,0.7587,0.7546,1.3525,1.3915,1.4313,1.4312,1.2346,1.2405,1.0676,1.0683,0.3765,0.3759,0.4758,0.4759,0.5215,0.5581,0.3612,0.3754,0.6937,0.6963,1.14,1.1398,0.681,0.6811,0.9782,0.9782,0.4885,0.5224
bmi_lo_f_0116,female,pear,0.915,42.0,24.54,151.1,39.68,30.26,78.57,70.44,84.68,29.93,24.03,23.4,47.0,31.8,31.71,23.17,37.84,40.29,-1.0,-0.2024,0.0,0.0771,0.0,1.0,0.5062,-0.5,-0.6863,-0.5,-0.5,-0.1413,1.0,0.4446,-1.0,-0.1428,-0.2957,0.7797,-1.0,-0.0,-0.3491,0.4303,0.3571,0.2197,151.21,43.35,32.06,80.78,72.12,87.16,30.59,23.95,23.17,46.93,31.75,31.4,23.02,37.73,40.18,0.8318,0.8274,1.3113,1.3522,1.478,1.4781,1.1154,1.1201,1.0778,1.079,0.3809,0.3787,0.5113,0.5103,0.505,0.5366,0.3573,0.3678,0.7307,0.7331,1.0647,1.0649,0.7557,0.7543,0.9738,0.9674,0.4686,0.4974
bmi_lo_f_0117,female,rectangle,1.509,35.4,12.41,154.6,39.32,26.08,75.93,59.4,76.57,29.02,24.43,24.17,46.39,29.9,31.86,24.89,40.23,40.19,-1.0,-1.0,0.0695,0.0413,0.0,1.0,0.5335,-0.5,-1.0,-0.5,-0.5,0.0044,1.0,0.3779,1.0,-0.3,-0.3026,0.3996,-1.0,0.0,-0.2526,0.3063,0.3673,0.1616,154.86,43.41,29.75,78.8,61.65,79.38,30.16,23.56,23.07,44.43,28.83,31.67,24.8,40.14,40.04,0.7758,0.7766,1.5077,1.4592,1.5515,1.5411,1.2783,1.2782,1.0084,1.0074,0.3822,0.3827,0.5266,0.5303,0.5178,0.5509,0.3406,0.3748,0.7812,0.7831,0.999,0.9975,0.8171,0.8172,0.9894,0.9792,0.5135,0.5469
bmi_lo_f_0118,female,hourglass,1.117,41.6,23.67,155.7,39.19,31.87,70.23,67.17,88.51,29.79,24.76,21.88,53.77,33.41,31.83,22.69,39.37,41.41,-0.0483,-1.0,0.0,0.0866,0.0,1.0,0.1397,-0.5,-0.8463,-0.5,-0.5,-0.1839,0.7413,-0.0379,1.0,0.0576,-0.2478,0.9543,-1.0,0.0,-0.304,1.0,0.3654,0.275,155.81,43.36,34.12,72.69,69.1,91.57,30.9,24.62,21.79,53.29,33.16,31.48,22.52,39.27,41.3,0.7589,0.7546,1.2297,1.2708,1.6094,1.6071,1.0456,1.052,1.2603,1.2597,0.4242,0.4251,0.4605,0.462,0.558,0.5965,0.3601,0.3726,0.7128,0.7154,1.0518,1.0517,0.7411,0.7425,0.8837,0.8851,0.4428,0.4735
bmi_lo_f_0119,female,rectangle,1.564,40.0,10.63,159.1,37.55,28.77,78.24,58.13,80.11,32.13,21.79,21.73,44.36,34.11,33.77,23.03,39.53,42.34,-1.0,-1.0,-0.0,0.0052,0.1429,1.0,0.7895,-0.5,0.1631,-0.5,-0.5,-0.1643,0.827,1.0,-1.0,0.0401,-0.2078,1.0,-1.0,0.9213,-0.2707,0.1654,0.5107,0.0134,159.29,43.39,32.28,81.71,60.98,83.02,33.12,21.34,21.42,43.91,32.48,33.26,22.8,39.49,42.24,0.7256,0.7345,1.3052,1.3442,1.3005,1.3519,1.3459,1.3399,1.0239,1.016,0.4107,0.4053,0.4912,0.486,0.4799,0.531,0.3591,0.3888,0.682,0.6855,1.0711,1.0696,0.6388,0.657,0.9972,1.0037,0.4687,0.5226
bmi_lo_f_0120,female,rectangle,1.599,32.4,17.53,154.6,36.66,29.84,78.78,61.23,81.67,27.94,21.42,21.52,44.64,30.09,31.41,22.28,41.49,39.35,-1.0,-0.7857,0.0,0.0145,0.0,1.0,0.8826,-0.5,-0.4629,-0.5,-0.5,-0.2275,0.8569,1.0,-1.0,0.162,-0.3451,0.7242,-1.0,0.0074,-0.1899,0.2217,0.3132,0.0868,154.81,43.33,33.18,82.88,64.02,86.17,28.95,21.44,21.53,44.66,30.1,30.82,22.0,41.27,39.14,0.7497,0.7429,1.2286,1.3059,1.4835,1.4837,1.2866,1.2946,1.0367,1.0397,0.3547,0.3493,0.4798,0.4801,0.4653,0.5228,0.3654,0.3851,0.7093,0.7138,0.9484,0.9484,0.7119,0.7123,1.0047,1.0042,0.4489,0.5028
bmi_lo_f_0121,female,hourglass,1.626,42.2,24.0,152.3,37.35,30.68,72.8,66.8,87.35,29.33,24.17,22.48,53.48,31.28,31.1,22.6,40.28,41.04,0.3442,-1.0,0.0,0.0922,0.0,1.0,0.2589,-0.5,-1.0,-0.5,-0.5,-0.1966,0.8182,0.2126,-1.0,-0.0409,-0.2702,0.6184,-1.0,0.0,-0.2521,1.0,0.2932,0.1773,152.52,43.34,33.92,76.38,69.53,91.64,30.95,23.94,22.33,52.7,30.9,30.59,22.35,40.07,40.82,0.7647,0.7587,1.2174,1.2777,1.7097,1.7055,1.0898,1.0985,1.1999,1.1998,0.4029,0.4052,0.4519,0.4543,0.513,0.5674,0.3512,0.3701,0.7267,0.7306,1.0189,1.0187,0.7727,0.7748,0.9301,0.9327,0.4276,0.4729
bmi_lo_f_0122,female,pear,1.556,36.0,22.81,157.2,36.88,30.8,73.37,69.54,84.79,29.24,21.11,21.67,47.45,29.93,33.15,22.98,38.78,43.18,-1.0,0.4396,0.0,0.0,0.0,1.0,0.7084,-0.5,-0.1474,-0.5,-0.5,-0.1706,0.9091,0.8999,-1.0,0.01,-0.1752,0.7563,-1.0,0.4148,-0.319,0.8126,0.4534,0.0879,157.41,43.37,34.05,77.08,72.48,89.18,30.26,21.13,21.68,47.47,29.94,32.56,22.71,38.58,42.96,0.8201,0.8127,1.1974,1.2737,1.5854,1.5855,1.0551,1.0635,1.1556,1.157,0.3985,0.3926,0.4449,0.4451,0.5027,0.5627,0.3633,0.3818,0.6932,0.6975,1.1135,1.1135,0.7053,0.7057,1.0265,1.026,0.435,0.4863
bmi_lo_f_0123,female,hourglass,1.5,43.7,7.6,170.9,37.91,28.38,67.28,56.67,79.58,30.14,23.87,22.42,48.38,32.09,33.97,25.3,41.97,47.16,-1.0,-1.0,0.0,0.0037,0.0446,1.0,0.4007,-0.5,0.5336,-0.5,-0.5,0.0302,0.9899,1.0,1.0,-0.3,-0.0018,0.9516,-1.0,0.5323,-0.1907,1.0,0.5251,0.3473,171.05,43.37,31.56,70.65,59.25,83.57,31.18,23.58,22.23,47.48,31.61,33.56,25.1,41.86,47.02,0.7121,0.709,1.3358,1.3742,1.5076,1.5021,1.1872,1.1924,1.1828,1.1829,0.448,0.4413,0.4934,0.4966,0.5635,0.6139,0.3566,0.3776,0.7448,0.7479,1.1237,1.1233,0.7438,0.746,0.9393,0.9427,0.4764,0.519
bmi_lo_f_0124,female,pear,1.141,46.3,20.63,161.0,41.01,27.76,76.8,69.45,83.4,29.8,25.04,23.98,52.84,33.11,33.14,24.03,41.72,42.01,0.3259,-1.0,0.0,0.1389,0.0,1.0,0.1409,-0.5,-1.0,-0.5,-0.5,-0.0617,0.9326,-0.7591,1.0,-0.3,-0.219,0.645,-0.3126,0.0,-0.1855,0.7234,0.489,0.1132,161.09,43.4,30.71,78.63,70.79,85.13,32.29,24.41,23.56,50.85,32.09,33.06,23.99,41.81,42.04,0.8327,0.8316,1.4773,1.4132,1.5959,1.5846,1.1058,1.1108,1.0859,1.0827,0.388,0.4107,0.4739,0.48,0.534,0.552,0.3329,0.3607,0.7251,0.7257,1.007,1.0055,0.7563,0.7607,0.9577,0.9652,0.4917,0.5098
bmi_lo_f_0125,female,rectangle,0.707,53.5,21.94,172.0,40.44,30.14,87.73,74.69,86.84,31.12,24.34,23.54,48.93,32.24,36.47,25.52,43.51,47.48,1.0,-0.2779,0.0,0.1091,0.0,1.0,0.6866,-0.5,0.9062,-0.5,-0.5,0.0509,0.9808,0.3211,-1.0,-0.3,0.0116,0.7542,-1.0,0.0,-0.1022,0.6482,0.7413,0.1834,172.09,43.42,31.59,89.54,76.02,88.75,31.57,24.34,23.54,48.93,32.24,36.21,25.4,43.42,47.38,0.8601,0.8566,1.3417,1.3745,1.5177,1.5177,1.1746,1.1778,0.9899,0.9912,0.3547,0.3526,0.4974,0.4974,0.461,0.4849,0.3471,0.3559,0.6998,0.7015,1.0912,1.0912,0.755,0.755,0.9671,0.9671,0.4657,0.4892
bmi_lo_f_0126,female,pear,1.163,45.6,19.28,169.8,38.36,30.56,78.53,68.86,85.75,29.97,25.14,22.99,48.92,30.18,34.55,26.07,40.75,47.04,-1.0,-0.1876,0.0,0.0571,0.0,1.0,0.6023,-0.5,1.0,-0.5,-0.5,0.0936,1.0,0.5881,-1.0,-0.1245,-0.0001,0.6238,-0.9035,0.1414,-0.2242,0.7926,0.5685,0.4175,169.8,43.36,33.03,81.49,71.07,89.11,30.75,25.15,22.98,48.93,30.18,34.12,25.86,40.75,47.04,0.803,0.7976,1.2552,1.3127,1.6209,1.6213,1.1404,1.1466,1.0919,1.0935,0.3816,0.3773,0.5139,0.514,0.4885,0.5321,0.3564,0.3707,0.7546,0.7579,1.1544,1.1544,0.833,0.8333,0.9145,0.9137,0.4473,0.4866
bmi_lo_f_0127,female,hourglass,1.38,40.3,13.12,169.7,39.27,31.59,72.78,57.75,84.74,28.27,22.37,21.7,44.89,30.55,36.32,24.51,41.98,46.24,-1.0,-1.0,0.0,0.0,0.0,1.0,0.629,-0.5,1.0,-0.5,-0.5,-0.0384,0.9954,1.0,-1.0,0.0747,-0.0376,1.0,-1.0,0.0935,-0.1699,0.749,0.7247,0.3298,169.79,43.41,33.73,75.54,60.82,86.94,29.01,23.15,22.22,47.42,31.7,35.95,24.35,41.97,46.21,0.6815,0.6996,1.2431,1.287,1.4694,1.4959,1.2603,1.242,1.1643,1.1509,0.3884,0.384,0.4983,0.4882,0.5396,0.5747,0.3728,0.388,0.6748,0.6773,1.1015,1.101,0.7322,0.7303,0.97,0.9598,0.4634,0.4993
bmi_lo_f_0128,female,hourglass,2.031,39.5,18.94,159.0,35.17,32.24,68.11,61.3,86.63,28.67,21.55,22.13,48.18,32.53,32.38,22.18,37.57,42.46,-1.0,-1.0,0.0,0.0074,0.0513,1.0,0.4577,-0.5,0.6354,-0.5,-0.5,-0.2439,0.9474,1.0,-1.0,0.6175,-0.2076,1.0,-1.0,0.2437,-0.3724,0.2195,0.38,0.0698,159.27,43.33,36.47,72.68,64.84,92.38,30.0,21.41,22.03,47.86,32.09,31.62,21.84,37.33,42.18,0.7076,0.7019,1.0909,1.1881,1.4811,1.4914,1.1111,1.1209,1.2719,1.2711,0.4209,0.4128,0.4473,0.4473,0.5164,0.5962,0.3722,0.3948,0.685,0.6907,1.1302,1.1299,0.6625,0.6672,1.0269,1.029,0.406,0.469
bmi_lo_f_0129,female,pear,1.014,42.7,26.87,160.7,40.23,30.37,81.78,73.35,88.3,27.43,22.19,21.4,43.5,32.23,33.43,22.77,40.2,41.45,-1.0,0.0647,0.0,0.0524,0.0,1.0,0.7508,-0.5,-1.0,-0.5,-0.5,-0.1754,0.791,1.0,1.0,0.1675,-0.2429,0.9914,0.1601,0.0,-0.2501,-0.0684,0.5045,0.1175,160.79,43.41,32.9,83.56,74.64,89.63,29.95,22.52,21.62,44.48,32.8,33.18,22.66,40.24,41.45,0.8307,0.8328,1.3247,1.3195,1.3497,1.3561,1.1149,1.1195,1.0797,1.0726,0.3354,0.3584,0.5101,0.5063,0.4919,0.5195,0.3439,0.3671,0.6811,0.6829,1.0311,1.0301,0.6885,0.6866,0.9644,0.96,0.4556,0.4843
bmi_lo_f_0130,female,hourglass,0.641,42.6,14.2,167.4,41.05,30.36,74.88,61.35,82.64,28.96,19.92,22.03,43.77,32.96,34.37,24.96,39.84,45.02,-1.0,-1.0,0.0,0.0293,0.0,1.0,0.5305,-0.5,0.8909,-0.5,-0.5,0.0097,0.8821,1.0,0.0017,0.0137,-0.0883,1.0,-1.0,0.0,-0.2646,0.1114,0.5777,-0.1497,167.46,43.37,31.75,76.28,62.56,83.92,29.48,19.76,21.91,43.57,32.34,34.19,24.87,39.83,44.99,0.7424,0.7455,1.3521,1.366,1.328,1.3472,1.2205,1.2193,1.1036,1.1002,0.3868,0.3865,0.4551,0.4535,0.5482,0.5686,0.3674,0.3783,0.7262,0.7274,1.13,1.1296,0.6044,0.611,1.1059,1.1088,0.4967,0.5168
bmi_lo_f_0131,female,hourglass,1.262,44.7,15.88,163.6,41.01,29.84,71.97,57.92,86.2,27.93,25.54,23.46,51.94,36.58,33.48,25.38,44.54,43.88,-1.0,-1.0,0.2114,0.0,0.0,1.0,0.3675,-0.5,-1.0,-0.5,-0.5,0.0337,0.8899,1.0,0.7429,-0.2635,-0.132,1.0,-0.8308,0.0,-0.052,1.0,0.4921,0.1457,163.67,43.54,32.35,73.64,60.69,86.16,29.92,24.41,22.74,50.35,33.29,33.31,25.3,44.78,44.0,0.6719,0.7044,1.3743,1.3459,1.4199,1.5125,1.2426,1.2134,1.1977,1.17,0.3881,0.4063,0.4917,0.4848,0.5698,0.5913,0.3462,0.3755,0.7581,0.7595,0.9852,0.9826,0.6982,0.7333,0.9186,0.9316,0.4758,0.5053
bmi_lo_f_0132,female,rectangle,0.313,52.9,21.07,170.7,42.09,31.29,84.16,72.61,88.53,32.91,24.39,22.81,48.74,34.52,35.16,26.03,44.13,46.91,-1.0,-0.6378,0.0,0.1327,0.0,1.0,0.3963,-0.5,0.5893,-0.5,-0.5,0.1024,0.7999,0.1661,-1.0,-0.1258,-0.0117,1.0,-1.0,0.2245,-0.0696,0.3306,0.644,0.1269,170.74,43.4,31.93,84.95,73.2,89.4,33.12,24.39,22.81,48.74,34.52,35.05,25.98,44.09,46.87,0.8202,0.8188,1.3452,1.3592,1.4119,1.4119,1.1591,1.1605,1.0519,1.0524,0.391,0.3899,0.5004,0.5004,0.5001,0.5109,0.3534,0.3572,0.7403,0.7412,1.063,1.0631,0.7065,0.7065,0.9352,0.9352,0.4754,0.4855
bmi_lo_f_0133,female,hourglass,1.615,33.6,14.56,157.4,36.9,28.9,69.92,58.06,80.71,27.33,22.51,21.75,46.86,30.75,30.94,22.64,38.44,41.81,-1.0,-0.9716,0.0,0.0132,0.0,1.0,0.5097,-0.5,0.0563,-0.5,-0.5,-0.1947,0.9099,1.0,-0.5008,-0.1686,-0.2314,0.8534,-1.0,0.0,-0.3324,0.8409,0.2782,0.2308,157.56,43.31,32.37,73.75,60.77,85.05,28.94,22.62,21.82,47.16,30.91,30.41,22.38,38.31,41.66,0.7194,0.7145,1.2768,1.338,1.5239,1.5257,1.2043,1.2136,1.1543,1.1532,0.3909,0.3924,0.4804,0.4796,0.5277,0.5873,0.3581,0.3806,0.7317,0.7359,1.0877,1.0874,0.732,0.7318,0.9662,0.9646,0.4572,0.5092
bmi_lo_f_0134,female,rectangle,1.465,37.2,18.57,147.3,37.28,29.62,81.0,59.16,83.31,29.14,23.13,22.35,47.76,32.74,29.47,18.87,35.52,37.41,-1.0,-1.0,0.0,0.0225,0.0,1.0,0.9095,-0.5,-0.3459,-0.5,-0.5,-0.5107,0.9753,1.0,-1.0,-0.0887,-0.4194,1.0,-1.0,0.2164,-0.4543,0.7971,0.1714,0.2481,147.49,43.29,33.04,84.58,61.81,86.68,30.03,22.99,22.26,47.79,32.15,28.92,18.64,35.42,37.27,0.7101,0.7131,1.2586,1.3102,1.4588,1.4865,1.3692,1.3684,1.0285,1.0248,0.3598,0.355,0.4843,0.4811,0.4602,0.5118,0.3555,0.3812,0.6403,0.6445,1.0532,1.0522,0.7065,0.7151,0.9663,0.9682,0.4475,0.4994
bmi_lo_f_0135,female,rectangle,0.777,37.2,19.17,151.6,40.57,28.97,84.17,62.47,83.12,29.31,24.44,22.86,45.42,30.43,31.0,22.42,37.42,40.2,-1.0,-1.0,0.0,0.0591,0.0,1.0,0.8064,-0.5,-1.0,-0.5,-0.5,-0.2001,1.0,1.0,1.0,-0.3,-0.3028,0.6866,-1.0,0.0,-0.3855,0.496,0.3093,0.3465,151.84,43.34,30.73,85.86,63.65,84.58,30.19,24.59,22.88,45.93,30.7,30.78,22.32,37.24,39.99,0.7516,0.7525,1.4004,1.4103,1.4926,1.4961,1.3474,1.3489,0.9875,0.9851,0.3482,0.3516,0.5381,0.5354,0.482,0.5048,0.3485,0.3633,0.7232,0.7251,1.0743,1.0738,0.8032,0.801,0.9354,0.9305,0.4881,0.5124
bmi_lo_f_0136,female,hourglass,1.089,37.9,19.31,153.8,39.56,29.58,77.1,63.5,82.94,28.92,23.73,21.66,47.49,33.72,29.83,21.71,36.96,39.71,-0.4624,-0.852,0.0,0.0547,0.0268,1.0,0.5323,-0.5,0.145,-0.5,-0.5,-0.263,0.7491,1.0,-1.0,-0.3,-0.3184,1.0,-1.0,0.0,-0.3871,0.6365,0.2092,0.1968,153.88,43.28,31.48,79.52,65.2,85.58,30.16,23.4,21.45,46.75,32.96,29.53,21.56,36.9,39.63,0.7656,0.7619,1.3374,1.3748,1.4084,1.4184,1.2142,1.2196,1.0757,1.0762,0.3751,0.3793,0.4997,0.5005,0.5131,0.5443,0.3566,0.3678,0.7278,0.7301,1.0744,1.074,0.7037,0.71,0.9128,0.9167,0.477,0.5057
bmi_lo_f_0137,female,hourglass,1.462,47.7,10.88,178.3,37.31,29.6,77.3,59.89,83.98,29.87,23.26,22.38,47.45,32.16,35.47,25.97,46.13,48.25,-1.0,-1.0,0.0,0.0223,0.0,1.0,0.7452,-0.5,1.0,-0.5,-0.5,0.0803,0.9895,1.0,0.8033,-0.0057,0.0418,1.0,-1.0,0.3602,-0.0023,0.7199,0.6369,0.2985,178.45,43.38,32.95,80.84,62.48,87.66,30.82,23.36,22.44,47.88,32.2,34.95,25.72,46.04,48.14,0.7131,0.7128,1.2605,1.3165,1.4754,1.487,1.2907,1.2939,1.0864,1.0844,0.3864,0.3812,0.4902,0.4879,0.4827,0.5366,0.3525,0.3759,0.7322,0.7359,1.046,1.0456,0.7233,0.7255,0.9622,0.9606,0.4443,0.4949
bmi_lo_f_0138,female,hourglass,1.448,35.8,9.85,161.6,37.67,26.85,71.6,56.67,77.68,28.42,24.61,21.96,43.93,28.0,33.48,24.25,43.77,43.2,-1.0,-1.0,0.0,0.0096,0.0,1.0,0.5962,-0.5,-0.9461,-0.5,-0.5,-0.0577,0.9657,1.0,1.0,-0.3,-0.1745,0.4868,-1.0,0.1188,-0.0999,0.6146,0.4871,0.5063,161.76,43.39,30.45,74.98,59.26,81.07,29.35,24.82,22.09,44.47,28.28,33.04,24.04,43.72,43.11,0.7295,0.731,1.403,1.425,1.5689,1.5725,1.2635,1.2653,1.0849,1.0812,0.3969,0.3914,0.5602,0.5581,0.5261,0.5787,0.3456,0.3756,0.7243,0.7276,0.987,0.986,0.8789,0.8777,0.8923,0.89,0.4849,0.5352
bmi_lo_f_0139,female,rectangle,1.399,34.2,10.98,155.2,37.58,28.24,75.45,58.5,77.68,31.12,23.02,22.61,43.65,29.53,32.24,23.93,37.97,41.96,-1.0,-1.0,0.0,0.0259,0.0,1.0,0.6693,-0.5,-0.1878,-0.5,-0.5,-0.0851,1.0,0.8838,-1.0,-0.1708,-0.2262,0.6174,-1.0,0.6936,-0.3461,0.3249,0.3839,0.2434,155.38,43.34,31.07,79.05,60.95,81.62,32.15,23.0,22.52,43.64,29.52,31.76,23.7,37.8,41.78,0.7531,0.7468,1.3307,1.3949,1.4782,1.4783,1.2897,1.297,1.0296,1.0325,0.4125,0.4067,0.5274,0.527,0.4981,0.5483,0.3635,0.3807,0.7422,0.7462,1.1051,1.1053,0.7795,0.7791,0.9822,0.9791,0.4838,0.531
bmi_lo_f_0140,female,rectangle,1.267,38.7,14.4,163.2,37.92,28.79,81.41,66.01,79.02,31.41,19.82,21.94,44.05,30.03,32.5,24.53,38.24,43.49,-1.0,0.2089,0.0,0.0,0.0,1.0,1.0,-0.4914,1.0,-0.5,-0.5,-0.035,0.9548,0.8167,-1.0,-0.2621,-0.1541,0.769,-1.0,0.8774,-0.3325,0.6228,0.4045,-0.0647,163.25,43.32,31.43,84.75,68.38,82.52,32.3,19.83,21.95,44.06,30.04,32.05,24.3,38.19,43.44,0.8354,0.8286,1.3171,1.3783,1.4669,1.4667,1.2333,1.2394,0.9706,0.9737,0.3858,0.3811,0.4499,0.4501,0.4658,0.5112,0.3643,0.3809,0.7548,0.7582,1.1373,1.1375,0.66,0.6601,1.107,1.1069,0.4799,0.525
bmi_lo_f_0141,female,hourglass,1.391,49.6,18.85,168.0,38.36,30.8,71.68,63.47,88.15,28.52,23.16,22.65,51.11,33.75,33.69,23.28,39.68,44.53,-1.0,-1.0,0.0,0.0589,0.0,1.0,0.3215,-0.5,1.0,-0.5,-0.5,-0.1409,0.9142,1.0,0.6636,-0.0327,-0.1099,1.0,-1.0,0.0,-0.2848,0.855,0.5094,0.1392,168.08,43.35,33.63,74.63,65.76,91.46,30.29,22.86,22.44,50.5,32.91,33.26,23.08,39.66,44.48,0.72,0.719,1.2455,1.289,1.5144,1.5345,1.1294,1.1349,1.2298,1.2255,0.3979,0.4059,0.4531,0.4527,0.5352,0.5809,0.3494,0.3677,0.691,0.6939,1.1222,1.1215,0.6862,0.6946,0.978,0.9816,0.4352,0.474
bmi_lo_f_0142,female,pear,2.199,32.1,19.37,153.0,34.05,26.8,68.01,67.56,78.1,28.41,23.48,22.29,44.06,28.41,30.58,23.18,38.17,39.44,-0.5075,0.3801,0.0,0.016,0.0,1.0,0.4762,-0.5,-0.0744,-0.5,-0.5,-0.1596,0.9891,1.0,-1.0,-0.3,-0.3411,0.4931,-1.0,0.2193,-0.3418,0.5521,0.2254,0.3295,153.29,43.29,31.33,73.2,71.83,84.19,29.91,23.5,22.31,44.08,28.43,29.79,22.78,37.88,39.14,0.865,0.8532,1.2705,1.3817,1.5509,1.5505,1.0067,1.0191,1.1484,1.1501,0.4177,0.4086,0.5329,0.5331,0.5007,0.5914,0.3431,0.3721,0.758,0.7647,1.0333,1.0333,0.8265,0.8266,0.9493,0.9494,0.436,0.5142
bmi_lo_f_0143,female,hourglass,0.891,32.9,9.73,152.0,41.1,28.16,70.21,56.36,77.1,31.52,23.01,23.32,43.42,29.37,32.04,22.71,37.47,40.14,-1.0,-1.0,0.0,0.0,0.0,1.0,0.5243,-0.5,-1.0,-0.5,-0.5,-0.1716,1.0,1.0,1.0,-0.3,-0.2994,0.6113,-1.0,0.8376,-0.3764,0.445,0.4029,0.25,152.12,43.38,30.02,72.04,58.21,78.88,32.09,22.46,22.13,42.75,28.93,31.94,22.68,37.43,40.07,0.731,0.738,1.4595,1.445,1.4784,1.4777,1.2457,1.2376,1.0981,1.0949,0.4489,0.4454,0.5299,0.5254,0.5854,0.6022,0.3652,0.3806,0.7088,0.7101,1.0713,1.0705,0.7835,0.7764,1.0135,0.9853,0.5331,0.5499
bmi_lo_f_0144,female,hourglass,1.589,42.8,21.66,156.8,37.2,32.89,75.23,60.76,89.99,27.85,23.81,22.48,50.74,33.25,31.7,23.46,37.33,41.54,-1.0,-1.0,0.0,0.0,0.0619,1.0,0.7263,-0.5,0.3622,-0.5,-0.5,-0.1269,0.9925,1.0,-1.0,0.4764,-0.2404,1.0,-1.0,0.0,-0.3783,0.71,0.3371,0.3237,157.0,43.32,36.73,78.57,63.73,93.18,28.79,23.42,22.23,50.41,31.96,31.17,23.2,37.28,41.43,0.6752,0.6839,1.131,1.1794,1.526,1.5773,1.2382,1.2329,1.1962,1.1859,0.3702,0.3664,0.4693,0.4646,0.4945,0.5514,0.3655,0.3942,0.7401,0.7443,1.1128,1.1113,0.7161,0.7328,0.9441,0.9492,0.4134,0.4649
bmi_lo_f_0145,female,hourglass,2.482,39.0,13.96,154.6,35.61,30.08,65.13,52.0,86.06,28.74,22.6,22.75,48.96,35.12,31.93,23.77,38.63,41.01,-1.0,-1.0,0.0,0.0,0.0,1.0,0.4411,-0.5,-0.2449,-0.5,-0.5,-0.1061,1.0,1.0,-1.0,0.0666,-0.2638,1.0,-1.0,0.445,-0.315,1.0,0.3434,0.1762,154.91,43.34,34.42,70.47,61.02,88.65,30.37,21.87,22.2,49.36,31.68,31.26,23.44,38.68,40.93,0.6042,0.6883,1.1838,1.2592,1.3941,1.5581,1.2525,1.1549,1.3214,1.258,0.4413,0.431,0.4616,0.4431,0.5468,0.615,0.3495,0.3883,0.7444,0.7498,1.0616,1.0582,0.6435,0.6903,1.0066,1.0151,0.4138,0.4889
bmi_lo_f_0146,female,hourglass,1.065,43.0,11.63,170.4,39.39,30.08,71.62,59.15,82.75,29.77,22.88,23.0,45.17,29.65,36.21,25.84,43.99,46.92,-1.0,-1.0,0.0,0.0062,0.0,1.0,0.5558,-0.5,0.0267,-0.5,-0.5,0.0781,1.0,1.0,1.0,0.0176,-0.0124,0.7294,-1.0,0.3856,-0.0952,0.524,0.7148,0.2794,170.52,43.44,32.45,73.92,61.01,85.11,30.43,22.83,22.29,45.81,29.93,35.9,25.7,43.93,46.84,0.7148,0.7168,1.3095,1.3387,1.5234,1.5306,1.2108,1.2116,1.1554,1.1514,0.4157,0.4117,0.5065,0.4984,0.55,0.5877,0.3635,0.3813,0.7136,0.7159,1.0666,1.0662,0.7717,0.7628,1.0052,0.9763,0.476,0.5104
