char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,somatotype
char_05540,female,18,overweight,0.5616,0.3115,0.2815,0.8764,0.8345,0.5764,0.7092,0.6106,0.6134,0.7288,,balanced,0.44,0.3675,apple
char_05541,female,21,underweight,0.0745,0.159,0.3539,0.63,0.7593,0.5464,0.7216,0.7794,0.5861,0.4794,,balanced,0.2439,0.6788,rectangle
char_05542,female,32,overweight,0.5333,0.2354,0.2749,0.4995,0.5156,0.5014,0.3174,0.564,0.6174,0.4722,,balanced,0.695,0.4178,rectangle
char_05543,female,22,overweight,0.4718,0.1584,0.2545,0.4021,0.4179,0.4859,0.3456,0.5251,0.5787,0.2787,,balanced,0.6064,0.4385,rectangle
char_05544,female,22,normal,0.2278,0.2877,0.4389,0.4433,0.2295,0.3139,0.2387,0.5295,0.3963,0.391,,balanced,0.8118,0.4339,pear
char_05545,female,37,overweight,0.3763,0.2812,0.3449,0.5819,0.4613,0.5895,0.7159,0.5317,0.4159,0.6239,,balanced,0.6789,0.8739,pear
char_05546,female,22,overweight,0.5028,0.1898,0.2491,0.5789,0.6589,0.6036,0.4538,0.5805,0.6336,0.3589,,balanced,0.5388,0.446,rectangle
char_05547,female,23,overweight,0.5217,0.3165,0.232,0.5594,0.482,0.6712,0.6864,0.3864,0.4269,0.638,,balanced,0.762,0.339,pear
char_05548,female,27,overweight,0.4339,0.2945,0.306,0.5785,0.286,0.3278,0.3331,0.586,0.4308,0.4654,,balanced,0.71,0.3588,pear
char_05549,female,19,overweight,0.3782,0.2376,0.3509,0.6987,0.6887,0.7367,0.6118,0.6094,0.4623,0.4367,,balanced,0.297,0.824,rectangle
char_05550,female,26,normal,0.2018,0.2024,0.2637,0.5165,0.6497,0.672,0.4123,0.7123,0.6758,0.588,,balanced,0.3344,0.6208,rectangle
char_05551,female,24,underweight,0.0584,0.1309,0.2668,0.5419,0.4565,0.5829,0.5108,0.4849,0.3953,0.6953,,balanced,0.8537,0.4419,pear
char_05552,female,19,overweight,0.4214,0.2162,0.3058,0.3922,0.4648,0.4098,0.6435,0.5258,0.6277,0.3435,,balanced,0.4215,0.5804,rectangle
char_05553,female,30,athletic_hyper,0.1086,0.9214,0.2533,0.5821,0.506,0.687,0.5307,0.4679,0.7679,0.7376,,upper_dominant,0.3909,0.55,v_shape
char_05554,female,20,underweight,0.0891,0.0317,0.3265,0.5396,0.5762,0.6518,0.3518,0.6138,0.4354,0.4739,,balanced,0.7235,0.4074,pear
char_05555,female,17,normal,0.2481,0.2098,0.2787,0.5604,0.2875,0.583,0.5875,0.4993,0.5402,0.4923,,balanced,0.4795,0.3367,rectangle
char_05556,female,31,overweight,0.512,0.2557,0.3932,0.3091,0.5985,0.547,0.4522,0.3832,0.6091,0.3867,,balanced,0.5663,0.4052,rectangle
char_05557,female,17,normal,0.3091,0.2347,0.2961,0.479,0.6292,0.5875,0.7105,0.4105,0.4363,0.6394,,balanced,0.5851,0.8475,pear
char_05558,female,28,obese,0.8535,0.3008,0.2927,0.5006,0.3552,0.3629,0.533,0.2994,0.233,0.3747,,balanced,0.8515,0.4434,apple
char_05559,female,27,obese,0.8451,0.2663,0.2473,0.2494,0.3685,0.3169,0.3979,0.3195,0.5494,0.349,,balanced,0.6225,0.5793,apple
char_05560,female,14,overweight,0.459,0.1645,0.3757,0.4039,0.6269,0.6457,0.5384,0.6158,0.3457,0.4113,,balanced,0.6045,0.2592,rectangle
char_05561,female,23,underweight,0.1171,0.023,0.296,0.5162,0.6466,0.5843,0.4367,0.3466,0.5805,0.6338,,balanced,0.3601,0.5432,rectangle
char_05562,female,22,underweight,0.0493,0.0189,0.2581,0.6606,0.3606,0.6525,0.6162,0.6509,0.4087,0.3833,,balanced,0.4673,0.3772,rectangle
char_05563,female,31,normal,0.2346,0.2378,0.3157,0.4431,0.5269,0.7431,0.7334,0.6155,0.6246,0.5544,,balanced,0.761,0.7945,pear
char_05564,female,40,athletic_lean,0.1009,0.5709,0.2473,0.6478,0.3707,0.6707,0.4141,0.4462,0.5829,0.409,,balanced,0.6346,0.5518,pear
char_05565,female,19,athletic_lean,0.1022,0.6205,0.3176,0.6611,0.3611,0.3842,0.5813,0.577,0.5501,0.6501,,balanced,0.3847,0.4443,v_shape
char_05566,female,40,athletic_lean,0.0996,0.4316,0.2549,0.5025,0.6886,0.3981,0.6918,0.3918,0.5326,0.3944,,balanced,0.7465,0.6097,pear
char_05567,female,31,obese,0.7491,0.3256,0.3797,0.65,0.35,0.6288,0.5114,0.5023,0.6008,0.5392,,balanced,0.4199,0.8051,apple
char_05568,female,21,normal,0.2953,0.2349,0.2504,0.5161,0.5859,0.6173,0.6163,0.5566,0.5524,0.3173,,balanced,0.8595,0.7084,pear
char_05569,female,21,underweight,0.1214,0.0903,0.3345,0.3498,0.6078,0.4696,0.3896,0.6498,0.3498,0.6341,,balanced,0.7178,0.736,pear
char_05570,female,27,athletic_lean,0.0842,0.5355,0.3244,0.3929,0.6929,0.4965,0.6164,0.6032,0.4643,0.6238,,upper_dominant,0.5979,0.7227,pear
char_05571,female,19,underweight,0.1422,0.0877,0.3273,0.4684,0.3429,0.5045,0.5302,0.6429,0.3782,0.361,,balanced,0.4337,0.4901,rectangle
char_05572,female,40,normal,0.3048,0.1834,0.238,0.771,0.5407,0.7486,0.5882,0.6719,0.8407,0.8145,,balanced,0.4314,0.6071,rectangle
char_05573,female,25,athletic_hyper,0.0792,0.7834,0.319,0.5541,0.5652,0.3142,0.4223,0.3379,0.2652,0.5523,,push_dominant,0.6492,0.5309,rectangle
char_05574,female,33,athletic_hyper,0.0716,0.8111,0.3867,0.43,0.6781,0.5879,0.5194,0.4537,0.73,0.6683,,balanced,0.3297,0.4586,v_shape
char_05575,female,20,underweight,0.1238,0.157,0.2825,0.7114,0.7384,0.522,0.822,0.7979,0.656,0.6691,,balanced,0.6243,0.4257,pear
char_05576,female,18,overweight,0.5038,0.3067,0.3719,0.3291,0.5436,0.4122,0.554,0.5044,0.6291,0.6083,,balanced,0.5513,0.6159,rectangle
char_05577,female,37,obese,0.8831,0.1944,0.2797,0.64,0.5013,0.6199,0.6397,0.34,0.5024,0.6253,,balanced,0.314,0.4628,apple
char_05578,female,24,athletic_lean,0.1005,0.6107,0.3629,0.4932,0.7286,0.4286,0.6862,0.4494,0.4539,0.4886,,upper_dominant,0.7824,0.4889,pear
char_05579,female,15,normal,0.2054,0.2544,0.2796,0.3509,0.6488,0.3583,0.3931,0.5732,0.6358,0.3488,,balanced,0.2066,0.5948,rectangle
char_05580,female,26,obese,0.8955,0.2751,0.3695,0.3675,0.3564,0.3185,0.3937,0.5502,0.2502,0.3191,,balanced,0.4157,0.51,apple
char_05581,female,24,obese,0.9315,0.1815,0.2338,0.3989,0.5622,0.5707,0.6044,0.3044,0.5912,0.3427,,balanced,0.4286,0.8163,apple
char_05582,female,23,underweight,0.0529,0.0398,0.2546,0.4494,0.5441,0.6701,0.3701,0.5509,0.5635,0.6652,,balanced,0.5061,0.6634,rectangle
char_05583,female,21,athletic_lean,0.0857,0.644,0.2519,0.5864,0.3904,0.619,0.4031,0.6277,0.6635,0.3635,,pull_dominant,0.427,0.5511,v_shape
char_05584,female,27,overweight,0.5841,0.2613,0.3192,0.3474,0.3342,0.6266,0.6342,0.4374,0.5569,0.3556,,balanced,0.6773,0.2818,rectangle
char_05585,female,24,overweight,0.4497,0.2178,0.3376,0.3886,0.4585,0.338,0.48,0.3939,0.4694,0.638,,balanced,0.6986,0.3455,pear
char_05586,female,37,overweight,0.4912,0.2553,0.3044,0.3433,0.3686,0.4799,0.5213,0.6433,0.4987,0.6304,,balanced,0.4467,0.413,rectangle
char_05587,female,17,athletic_lean,0.059,0.4411,0.2402,0.4714,0.6395,0.3395,0.4062,0.4995,0.6382,0.513,,lower_dominant,0.7732,0.6147,pear
char_05588,female,22,overweight,0.4513,0.2406,0.2805,0.7921,0.8429,0.5429,0.5448,0.6276,0.7955,0.5827,,balanced,0.6459,0.3814,pear
char_05589,female,33,normal,0.2871,0.155,0.3349,0.5133,0.4322,0.68,0.6725,0.4696,0.5908,0.7322,,balanced,0.5405,0.6782,rectangle
char_05590,female,18,obese,0.8883,0.2277,0.3342,0.3829,0.6395,0.4243,0.5973,0.6417,0.3602,0.6602,,balanced,0.4404,0.8614,apple
char_05591,female,26,normal,0.3236,0.2837,0.2484,0.3309,0.5717,0.5336,0.6309,0.4138,0.5016,0.5977,,balanced,0.715,0.8782,pear
char_05592,female,34,underweight,0.0604,0.0502,0.3943,0.2256,0.2174,0.4704,0.3619,0.1704,0.2149,0.4138,,balanced,0.4895,0.7309,rectangle
char_05593,female,15,obese,0.7,0.2661,0.2533,0.3665,0.3065,0.451,0.5005,0.5888,0.2888,0.3577,,balanced,0.5396,0.4744,apple
char_05594,female,38,athletic_lean,0.0693,0.5837,0.322,0.7512,0.6383,0.4512,0.7247,0.6825,0.6504,0.7254,,balanced,0.5396,0.3555,rectangle
char_05595,female,26,normal,0.2481,0.276,0.3302,0.568,0.3396,0.5005,0.4093,0.6396,0.5444,0.3584,,balanced,0.3498,0.767,rectangle
char_05596,female,40,athletic_hyper,0.0917,0.7178,0.3095,0.7045,0.4684,0.6674,0.5627,0.7684,0.7428,0.481,,lower_dominant,0.4555,0.6757,rectangle
char_05597,female,14,underweight,0.0924,0.0186,0.2943,0.3827,0.4634,0.6827,0.6458,0.6048,0.5634,0.6466,,balanced,0.6171,0.5379,pear
char_05598,female,28,underweight,0.0452,0.0569,0.2253,0.5457,0.374,0.5642,0.6466,0.3959,0.3466,0.6241,,balanced,0.3156,0.7773,rectangle
char_05599,female,26,obese,0.8336,0.2652,0.3891,0.38,0.4084,0.625,0.6603,0.6571,0.4759,0.3603,,balanced,0.7177,0.5127,apple
char_05600,female,23,overweight,0.5216,0.2903,0.3779,0.4262,0.1779,0.2393,0.1262,0.1434,0.4011,0.3248,,balanced,0.43,0.449,apple
char_05601,female,22,obese,0.7959,0.2855,0.2751,0.6817,0.5288,0.7635,0.4817,0.5056,0.4995,0.4635,,balanced,0.7824,0.5506,apple
char_05602,female,39,overweight,0.5485,0.3108,0.3088,0.5632,0.3192,0.6192,0.5072,0.4534,0.5744,0.3994,,balanced,0.3412,0.4701,apple
char_05603,female,16,normal,0.3218,0.1296,0.3092,0.4037,0.5286,0.424,0.5452,0.5682,0.3152,0.6152,,balanced,0.5111,0.5396,rectangle
char_05604,female,29,normal,0.2743,0.1653,0.2178,0.556,0.6401,0.3401,0.6201,0.6147,0.6078,0.626,,balanced,0.3792,0.2404,rectangle
char_05605,female,31,athletic_hyper,0.0732,0.6894,0.2097,0.3406,0.4666,0.6406,0.403,0.3628,0.6346,0.5243,,balanced,0.5494,0.7106,rectangle
char_05606,female,22,obese,0.8779,0.2132,0.4494,0.5519,0.3388,0.5986,0.3228,0.5684,0.6228,0.5287,,balanced,0.808,0.4119,apple
char_05607,female,27,overweight,0.451,0.2542,0.221,0.687,0.6792,0.706,0.4214,0.7137,0.713,0.4137,,balanced,0.7407,0.44,pear
char_05608,female,16,obese,0.7575,0.2003,0.2351,0.6373,0.4131,0.5067,0.7131,0.4672,0.5753,0.7014,,balanced,0.717,0.4583,apple
char_05609,female,31,athletic_lean,0.122,0.5315,0.3509,0.365,0.4752,0.4953,0.3477,0.6031,0.5022,0.3031,,upper_dominant,0.8182,0.6558,pear
char_05610,female,35,obese,0.9893,0.2032,0.3524,0.3811,0.5603,0.6811,0.4494,0.6768,0.3813,0.5143,,balanced,0.6335,0.3126,apple
char_05611,female,29,obese,0.9131,0.2694,0.264,0.6986,0.5287,0.7275,0.819,0.5241,0.519,0.7178,,balanced,0.4457,0.4955,apple
char_05612,female,37,athletic_hyper,0.0743,0.8772,0.3696,0.4911,0.3973,0.3668,0.4624,0.5935,0.4857,0.6668,,balanced,0.8786,0.5828,rectangle
char_05613,female,33,underweight,0.0782,0.0763,0.3618,0.5764,0.3429,0.2909,0.411,0.4606,0.2764,0.5403,,balanced,0.5089,0.6741,rectangle
char_05614,female,29,overweight,0.4928,0.2585,0.2123,0.5003,0.5348,0.5175,0.7963,0.6837,0.8003,0.6441,,balanced,0.4109,0.5327,rectangle
char_05615,female,17,underweight,0.0609,0.064,0.3436,0.3889,0.5113,0.6889,0.5529,0.3958,0.662,0.6238,,balanced,0.8489,0.3473,pear
char_05616,female,22,overweight,0.4551,0.2026,0.3309,0.4882,0.3969,0.6179,0.388,0.6426,0.3426,0.5097,,balanced,0.2838,0.4566,apple
char_05617,female,19,athletic_lean,0.084,0.4529,0.4156,0.6405,0.4614,0.6472,0.5652,0.3472,0.5031,0.4103,,lower_dominant,0.349,0.4984,rectangle
char_05618,female,23,normal,0.2611,0.1535,0.324,0.5662,0.6338,0.5165,0.3384,0.6384,0.3866,0.5581,,balanced,0.4131,0.6301,rectangle
char_05619,female,22,athletic_lean,0.0756,0.4748,0.3677,0.3252,0.5145,0.2547,0.5547,0.5208,0.3284,0.3929,,balanced,0.401,0.4826,rectangle
char_05620,female,33,obese,0.7494,0.3434,0.2776,0.3497,0.2259,0.5259,0.3843,0.2536,0.417,0.4982,,balanced,0.5036,0.7032,apple
char_05621,female,40,athletic_hyper,0.1344,0.9196,0.2158,0.3176,0.4864,0.3255,0.4439,0.4771,0.5406,0.6176,,balanced,0.2488,0.7416,v_shape
char_05622,female,38,athletic_hyper,0.1314,0.7312,0.3181,0.6068,0.5285,0.554,0.4482,0.6362,0.7482,0.7169,,upper_dominant,0.5856,0.2775,rectangle
char_05623,female,38,overweight,0.4907,0.334,0.2116,0.5339,0.7951,0.5385,0.5269,0.6397,0.4951,0.6094,,balanced,0.4711,0.685,rectangle
char_05624,female,34,athletic_hyper,0.1177,0.6998,0.3792,0.6436,0.4282,0.4736,0.3436,0.3529,0.5278,0.544,,balanced,0.5915,0.6921,rectangle
char_05625,female,19,normal,0.2632,0.2547,0.2736,0.8008,0.6957,0.5955,0.5749,0.6373,0.5954,0.5008,,balanced,0.5331,0.4687,rectangle
char_05626,female,34,normal,0.2465,0.2722,0.3468,0.274,0.3969,0.3236,0.3946,0.484,0.184,0.1887,,balanced,0.6718,0.7762,pear
char_05627,female,20,athletic_hyper,0.0679,0.9839,0.2104,0.0279,0.2252,0.2468,0.1121,0.1006,0.0142,0.1278,,balanced,0.5697,0.3783,rectangle
char_05628,female,22,overweight,0.5425,0.3001,0.3264,0.4914,0.3753,0.3366,0.6244,0.3861,0.5928,0.3244,,balanced,0.3281,0.4943,apple
char_05629,female,25,athletic_hyper,0.1163,0.7063,0.3203,0.4783,0.4466,0.5536,0.2536,0.433,0.3665,0.4136,,balanced,0.5843,0.7552,rectangle
char_05630,female,14,normal,0.3258,0.2579,0.2369,0.4672,0.523,0.3711,0.6137,0.354,0.4769,0.654,,balanced,0.565,0.693,rectangle
char_05631,female,26,athletic_lean,0.111,0.5523,0.3056,0.3052,0.2665,0.3014,0.2994,0.2928,0.5304,0.2304,,balanced,0.7188,0.726,pear
char_05632,female,19,underweight,0.0964,0.119,0.3433,0.5657,0.5572,0.5877,0.6106,0.413,0.4988,0.713,,balanced,0.6641,0.4054,pear
char_05633,female,15,underweight,0.0853,0.0535,0.2079,0.3542,0.4422,0.3317,0.4672,0.6317,0.3702,0.4508,,balanced,0.6475,0.7783,pear
char_05634,female,24,overweight,0.513,0.1799,0.3076,0.5054,0.3639,0.5604,0.4273,0.5895,0.4859,0.6639,,balanced,0.4239,0.8023,rectangle
char_05635,female,28,obese,0.8606,0.2625,0.2478,0.5706,0.4199,0.5524,0.3078,0.2706,0.5598,0.5425,,balanced,0.7552,0.8295,apple
char_05636,female,23,overweight,0.4738,0.2107,0.2438,0.5074,0.271,0.2411,0.2074,0.3682,0.2872,0.4504,,balanced,0.4506,0.2892,rectangle
char_05637,female,36,athletic_hyper,0.0798,0.8773,0.367,0.4609,0.4332,0.7225,0.7332,0.6562,0.6324,0.4686,,push_dominant,0.5063,0.5054,rectangle
char_05638,female,35,overweight,0.5429,0.2821,0.2533,0.6488,0.5094,0.5041,0.6243,0.432,0.732,0.6425,,balanced,0.6639,0.8844,pear
char_05639,female,17,obese,0.8155,0.2093,0.316,0.3496,0.3236,0.2903,0.3934,0.5392,0.2576,0.2392,,balanced,0.3461,0.2385,apple
char_05640,female,28,underweight,0.073,0.1626,0.2976,0.6572,0.3954,0.427,0.3572,0.4593,0.5992,0.5285,,balanced,0.492,0.5,rectangle
char_05641,female,15,athletic_lean,0.1095,0.4,0.224,0.5633,0.6073,0.6107,0.7495,0.5752,0.4495,0.4612,,push_dominant,0.5991,0.6243,pear
char_05642,female,20,obese,0.7725,0.2157,0.3154,0.5588,0.4625,0.6779,0.5696,0.4583,0.3779,0.4923,,balanced,0.7029,0.5646,apple
char_05643,female,27,athletic_lean,0.0922,0.4285,0.3361,0.5233,0.3514,0.4678,0.6514,0.3902,0.601,0.4423,,upper_dominant,0.7832,0.6349,pear
char_05644,female,35,normal,0.2431,0.2309,0.2948,0.2799,0.3783,0.2333,0.43,0.5333,0.3215,0.525,,balanced,0.8291,0.5062,pear
char_05645,female,23,overweight,0.5742,0.1817,0.2136,0.5852,0.3857,0.5309,0.5607,0.5599,0.5803,0.2852,,balanced,0.4502,0.7609,rectangle
char_05646,female,16,normal,0.3089,0.1379,0.2616,0.244,0.4548,0.3219,0.1548,0.4399,0.1802,0.2897,,balanced,0.6893,0.5018,pear
char_05647,female,33,overweight,0.499,0.2051,0.3214,0.657,0.5246,0.5006,0.6586,0.4973,0.3586,0.6062,,balanced,0.3609,0.4936,apple
char_05648,female,22,normal,0.2121,0.2021,0.3133,0.5976,0.4039,0.3385,0.2976,0.5169,0.4251,0.3937,,balanced,0.4711,0.8588,rectangle
char_05649,female,30,overweight,0.4453,0.253,0.3299,0.57,0.2766,0.4629,0.5012,0.5766,0.4215,0.4335,,balanced,0.5954,0.6276,pear
char_05650,female,19,obese,0.7946,0.2013,0.2422,0.3574,0.2799,0.2555,0.5555,0.3181,0.5432,0.3668,,balanced,0.5657,0.6997,apple
char_05651,female,16,overweight,0.3999,0.2028,0.26,0.539,0.6603,0.533,0.5672,0.6902,0.3902,0.6417,,balanced,0.5226,0.2764,rectangle
char_05652,female,20,normal,0.2596,0.1311,0.324,0.2697,0.224,0.4871,0.2899,0.524,0.3585,0.2402,,balanced,0.7863,0.5145,pear
char_05653,female,35,athletic_lean,0.1086,0.5993,0.264,0.4138,0.4191,0.4525,0.5884,0.6493,0.497,0.7138,,lower_dominant,0.606,0.4942,pear
char_05654,female,27,obese,0.6973,0.1888,0.3717,0.421,0.6118,0.6468,0.3468,0.366,0.6133,0.3768,,balanced,0.7173,0.7482,rectangle
char_05655,female,20,athletic_lean,0.1358,0.5663,0.3571,0.5191,0.2653,0.5403,0.3284,0.5409,0.491,0.5653,,lower_dominant,0.3281,0.5476,rectangle
char_05656,female,29,overweight,0.5047,0.3285,0.2655,0.4586,0.4593,0.3898,0.6329,0.6898,0.5188,0.4096,,balanced,0.3916,0.4668,rectangle
char_05657,female,36,underweight,0.068,0.1155,0.2327,0.5225,0.6733,0.6194,0.4886,0.7886,0.6604,0.6726,,balanced,0.7782,0.5859,pear
char_05658,female,27,overweight,0.4862,0.3205,0.3935,0.5562,0.3372,0.3774,0.407,0.6372,0.4879,0.3738,,balanced,0.6122,0.7211,pear
char_05659,female,15,athletic_lean,0.0842,0.4,0.3297,0.565,0.2722,0.4809,0.5722,0.3858,0.5701,0.3426,,lower_dominant,0.6933,0.7466,pear
char_05660,female,26,athletic_hyper,0.0888,0.8602,0.3984,0.4316,0.5739,0.3591,0.6556,0.3556,0.3635,0.626,,lower_dominant,0.579,0.6468,rectangle
char_05661,female,20,underweight,0.0592,0.1049,0.3829,0.5609,0.4068,0.2609,0.3219,0.2776,0.4373,0.423,,balanced,0.6514,0.4614,pear
char_05662,female,23,athletic_hyper,0.0508,0.8192,0.3374,0.6623,0.5773,0.4018,0.6853,0.4939,0.3853,0.3961,,pull_dominant,0.5911,0.2655,rectangle
char_05663,female,22,overweight,0.4785,0.214,0.2335,0.6304,0.4533,0.4294,0.6659,0.7106,0.7294,0.675,,balanced,0.5833,0.2554,rectangle
char_05664,female,28,normal,0.2044,0.2704,0.3325,0.4922,0.3583,0.6145,0.6411,0.4961,0.3582,0.3411,,balanced,0.5192,0.7635,rectangle
char_05665,female,16,overweight,0.5022,0.216,0.3063,0.4519,0.4484,0.3536,0.5456,0.6536,0.4954,0.561,,balanced,0.4611,0.5734,rectangle
char_05666,female,32,athletic_hyper,0.0733,0.8357,0.2394,0.5764,0.3801,0.5858,0.6801,0.4037,0.4944,0.481,,balanced,0.7194,0.4365,rectangle
char_05667,female,37,obese,0.8459,0.2705,0.3645,0.8231,0.7606,0.9273,0.6811,0.6273,0.7594,0.8626,,balanced,0.5797,0.7972,apple
char_05668,female,26,athletic_lean,0.116,0.5568,0.3474,0.4147,0.5647,0.533,0.4689,0.5838,0.5563,0.2838,,balanced,0.4424,0.4736,rectangle
char_05669,female,35,obese,0.771,0.2927,0.3848,0.416,0.4225,0.6525,0.5772,0.4387,0.3525,0.4747,,balanced,0.6123,0.4316,apple
char_05670,female,26,normal,0.187,0.1185,0.2811,0.7378,0.7003,0.6891,0.5525,0.5456,0.7113,0.4378,,balanced,0.8105,0.3915,pear
char_05671,female,22,obese,0.9215,0.3214,0.329,0.4551,0.5518,0.3197,0.3298,0.4348,0.6197,0.4766,,balanced,0.332,0.5662,apple
char_05672,female,28,athletic_lean,0.0776,0.4675,0.2917,0.5508,0.4237,0.6947,0.7237,0.5476,0.6429,0.5761,,balanced,0.4132,0.4224,rectangle
char_05673,female,35,normal,0.2914,0.2796,0.3601,0.5917,0.7653,0.5204,0.6553,0.6359,0.4653,0.5839,,balanced,0.3587,0.3243,rectangle
char_05674,female,28,overweight,0.5126,0.283,0.2239,0.6258,0.6619,0.3878,0.3687,0.3915,0.6687,0.4586,,balanced,0.4747,0.5305,rectangle
char_05675,female,15,obese,0.7,0.1859,0.2763,0.3032,0.6032,0.3685,0.5967,0.3081,0.356,0.4116,,balanced,0.8296,0.373,rectangle
char_05676,female,14,overweight,0.4685,0.2594,0.2329,0.2949,0.395,0.363,0.3447,0.4781,0.1781,0.4173,,balanced,0.52,0.6072,rectangle
char_05677,female,32,obese,0.7772,0.1699,0.242,0.4584,0.4755,0.375,0.4152,0.3995,0.4136,0.675,,balanced,0.6139,0.2406,apple
char_05678,female,17,obese,0.9123,0.2054,0.3589,0.4845,0.6381,0.3819,0.473,0.5862,0.6819,0.6796,,balanced,0.5241,0.6992,apple
char_05679,female,32,athletic_hyper,0.1321,0.859,0.3304,0.566,0.3473,0.6445,0.6473,0.541,0.4668,0.4676,,balanced,0.4016,0.3804,v_shape
char_05680,female,18,overweight,0.4687,0.2413,0.2496,0.5039,0.5067,0.4888,0.4295,0.5051,0.4522,0.7295,,balanced,0.573,0.8358,rectangle
char_05681,female,19,athletic_hyper,0.099,0.8411,0.2989,0.7043,0.4492,0.4726,0.4043,0.4776,0.5602,0.6828,,upper_dominant,0.7629,0.4969,rectangle
char_05682,female,22,underweight,0.0638,0.1399,0.2933,0.4333,0.6618,0.3618,0.4114,0.5277,0.3666,0.5917,,balanced,0.7615,0.4771,pear
char_05683,female,36,normal,0.2527,0.287,0.2888,0.6521,0.5131,0.3547,0.4264,0.6547,0.4517,0.5639,,balanced,0.4167,0.3893,rectangle
char_05684,female,28,underweight,0.13,0.0539,0.2233,0.4263,0.2805,0.4222,0.3459,0.3788,0.4767,0.1767,,balanced,0.4102,0.8615,rectangle
char_05685,female,25,underweight,0.1245,0.1286,0.4011,0.5501,0.6069,0.4194,0.5831,0.3069,0.5326,0.4347,,balanced,0.5992,0.732,pear
char_05686,female,19,underweight,0.0533,0.1375,0.3209,0.2116,0.1673,0.4172,0.4673,0.3605,0.1813,0.4417,,balanced,0.8372,0.3049,pear
char_05687,female,34,underweight,0.0755,0.128,0.3314,0.4527,0.3924,0.5517,0.5782,0.6924,0.5094,0.6519,,balanced,0.4565,0.6428,rectangle
char_05688,female,16,normal,0.2654,0.2387,0.4459,0.3023,0.4544,0.4166,0.557,0.6023,0.3621,0.4063,,balanced,0.3133,0.6566,rectangle
char_05689,female,26,athletic_lean,0.0905,0.5264,0.2788,0.3842,0.3878,0.4816,0.6717,0.6842,0.4363,0.4425,,upper_dominant,0.4319,0.7242,rectangle
char_05690,female,31,normal,0.2021,0.2803,0.2285,0.4391,0.5182,0.4534,0.6786,0.4247,0.3786,0.5947,,balanced,0.347,0.4388,rectangle
char_05691,female,27,overweight,0.4884,0.3072,0.2883,0.3614,0.511,0.2936,0.5936,0.3801,0.5709,0.3137,,balanced,0.5722,0.6449,rectangle
char_05692,female,26,obese,0.8319,0.2717,0.2975,0.3271,0.6223,0.3878,0.3391,0.4222,0.3223,0.3596,,balanced,0.6405,0.2493,apple
char_05693,female,25,normal,0.3318,0.1531,0.3131,0.5976,0.4115,0.6266,0.5736,0.6371,0.3426,0.6426,,balanced,0.7861,0.7111,pear
char_05694,female,22,overweight,0.5427,0.2912,0.4343,0.5056,0.4762,0.4215,0.6641,0.6163,0.3641,0.4625,,balanced,0.7939,0.6345,pear
char_05695,female,19,athletic_hyper,0.1329,0.9224,0.3126,0.438,0.4114,0.6465,0.4939,0.3511,0.6511,0.5406,,pull_dominant,0.4547,0.4452,rectangle
char_05696,female,24,overweight,0.5473,0.1994,0.2854,0.5363,0.661,0.6058,0.3756,0.4705,0.6756,0.6051,,balanced,0.7833,0.5483,pear
char_05697,female,25,underweight,0.1165,0.1474,0.2816,0.6448,0.7103,0.499,0.6255,0.4821,0.4103,0.5873,,balanced,0.7135,0.7747,pear
char_05698,female,26,normal,0.1969,0.2345,0.2816,0.6779,0.72,0.6588,0.8049,0.893,0.6623,0.593,,balanced,0.5059,0.4939,rectangle
char_05699,female,30,athletic_hyper,0.1072,0.8343,0.2026,0.6594,0.5149,0.3594,0.5113,0.471,0.4272,0.4559,,upper_dominant,0.6407,0.8628,rectangle
char_05700,female,21,underweight,0.1083,0.0824,0.2977,0.5136,0.5171,0.5737,0.6435,0.3869,0.4677,0.6869,,balanced,0.4653,0.6757,rectangle
char_05701,female,27,normal,0.2362,0.202,0.2945,0.6681,0.535,0.5888,0.6424,0.3681,0.4612,0.5125,,balanced,0.7504,0.6213,pear
char_05702,female,29,underweight,0.0194,0.0584,0.3464,0.5517,0.3246,0.5359,0.4817,0.3492,0.6246,0.3801,,balanced,0.696,0.4518,pear
char_05703,female,16,normal,0.2779,0.1134,0.2966,0.5664,0.369,0.4942,0.4303,0.4512,0.3705,0.2664,,balanced,0.5592,0.3878,rectangle
char_05704,female,31,normal,0.272,0.2484,0.4482,0.631,0.4931,0.3822,0.4766,0.6802,0.3802,0.4199,,balanced,0.5208,0.4472,rectangle
char_05705,female,38,overweight,0.438,0.3078,0.3726,0.5687,0.5286,0.3686,0.4435,0.6176,0.5518,0.3176,,balanced,0.3331,0.7671,rectangle
char_05706,female,17,obese,0.7688,0.2608,0.2606,0.5691,0.5056,0.3932,0.2691,0.3731,0.5102,0.4881,,balanced,0.6166,0.7282,apple
char_05707,female,34,athletic_lean,0.0999,0.5195,0.3709,0.5543,0.6009,0.3009,0.4281,0.5471,0.3379,0.472,,lower_dominant,0.7122,0.4853,pear
char_05708,female,28,overweight,0.423,0.2063,0.2354,0.4818,0.5454,0.5967,0.7818,0.5476,0.6147,0.7097,,balanced,0.5916,0.6805,pear
char_05709,female,29,normal,0.2115,0.2807,0.2896,0.5684,0.7409,0.5623,0.5933,0.4409,0.6245,0.7244,,balanced,0.2207,0.4024,rectangle
