char_id,gender,age,group,somatotype,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,chest_circ_pred_cm,waist_circ_pred_cm,hip_circ_pred_cm,thigh_circ_pred_cm,bicep_circ_pred_cm,neck_circ_pred_cm
char_01853,male,26,overweight,pear,0.4336,0.0011,0.3446,0.3522,0.392,0.4222,0.3036,0.4198,0.1649,0.4649,,balanced,0.5816,0.8846,108.1,116.4,133.0,72.2,33.7,40.6
char_01854,female,29,normal,v_shape,0.1734,0.8592,0.3853,0.5018,0.626,0.6478,0.5132,0.4683,0.703,0.403,,balanced,0.2068,0.4832,103.9,96.6,112.1,64.5,34.1,38.9
char_01855,female,25,normal,pear,0.175,0.1805,0.2714,0.3919,0.4205,0.6919,0.4584,0.6365,0.5442,0.6175,,balanced,0.8753,0.3685,98.2,96.5,113.2,61.8,30.1,35.4
char_01856,female,20,athletic_hyper,v_shape,0.128,0.7749,0.319,0.3034,0.4429,0.469,0.4626,0.3389,0.4165,0.6034,,push_dominant,0.4297,0.5671,103.1,92.2,108.8,62.5,32.7,37.4
char_01857,male,25,athletic_hyper,hourglass,0.061,0.8848,0.4471,0.4537,0.6207,0.5414,0.3207,0.6017,0.5931,0.3863,,upper_dominant,0.5618,0.8522,128.5,88.5,108.1,67.1,40.7,40.4
char_01858,male,15,overweight,pear,0.5642,0.3179,0.3382,0.3541,0.5462,0.5861,0.5994,0.6075,0.4113,0.3075,,balanced,0.8079,0.236,141.8,140.3,157.6,86.8,41.6,47.6
char_01859,male,19,overweight,pear,0.3508,0.6115,0.4027,0.7445,0.5998,0.6726,0.5241,0.4586,0.4445,0.6967,,balanced,0.6615,0.2522,122.2,120.2,137.3,78.9,42.2,44.8
char_01860,male,18,normal,v_shape,0.1695,0.4599,0.3453,0.698,0.4208,0.575,0.5347,0.4175,0.398,0.5548,,balanced,0.4153,0.3868,101.9,97.2,112.5,64.8,35.1,38.6
char_01861,female,33,athletic_hyper,hourglass,0.0556,0.757,0.3975,0.4057,0.2564,0.3613,0.5564,0.2796,0.4015,0.4072,,upper_dominant,0.5032,0.7902,102.2,82.9,100.6,58.3,30.8,35.5
char_01862,male,30,underweight,hourglass,0.0551,0.1542,0.5524,0.5115,0.358,0.5445,0.3407,0.6297,0.3297,0.5108,,balanced,0.5567,0.7773,87.8,79.9,96.4,53.8,27.3,33.0
char_01863,female,32,normal,v_shape,0.1779,0.7346,0.302,0.6704,0.498,0.5819,0.5395,0.4034,0.7034,0.4879,,balanced,0.2164,0.8471,102.0,95.1,110.8,63.9,33.2,38.4
char_01864,male,37,normal,rectangle,0.33,0.8114,0.4642,0.318,0.3704,0.5983,0.618,0.3473,0.6001,0.6164,,balanced,0.7514,0.7111,137.8,120.6,140.6,83.2,46.5,47.0
char_01865,male,18,athletic_lean,hourglass,0.0414,0.4212,0.4635,0.3993,0.6304,0.4923,0.4578,0.4207,0.3677,0.3304,,balanced,0.5133,0.7543,100.1,81.8,98.5,57.2,31.2,35.2
char_01866,female,15,normal,rectangle,0.2557,0.5661,0.2118,0.6155,0.6793,0.6022,0.5323,0.3907,0.4194,0.3793,,balanced,0.5074,0.4078,106.3,105.6,121.3,67.9,34.2,39.4
char_01867,female,26,underweight,rectangle,0.105,0.0031,0.2607,0.4375,0.4687,0.581,0.3985,0.281,0.5654,0.3065,,balanced,0.4567,0.6144,95.4,86.3,100.5,55.5,27.3,33.4
char_01868,female,28,overweight,rectangle,0.3564,0.8783,0.3115,0.6383,0.5692,0.677,0.7406,0.4406,0.577,0.6675,,balanced,0.731,0.4341,118.2,120.3,139.2,78.3,39.6,43.9
char_01869,male,21,obese,apple,0.6649,0.5745,0.5129,0.3896,0.6896,0.6357,0.635,0.5557,0.4917,0.5082,,balanced,0.7976,0.3163,160.0,145.0,160.0,100.0,49.9,54.6
char_01870,female,22,obese,apple,0.8308,0.0697,0.2237,0.5974,0.2974,0.4317,0.5899,0.588,0.4006,0.5746,,balanced,0.3249,0.2454,150.0,145.0,160.0,94.6,43.2,51.9
char_01871,male,17,underweight,pear,0.0414,0.2408,0.3296,0.3782,0.6258,0.3636,0.4608,0.3441,0.6441,0.4934,,balanced,0.7533,0.354,90.6,83.1,100.0,55.9,28.6,33.5
char_01872,male,27,normal,rectangle,0.296,0.2604,0.3746,0.3634,0.3065,0.4947,0.4075,0.5,0.5084,0.6065,,balanced,0.336,0.3362,101.5,107.3,121.4,68.0,34.8,40.0
char_01873,male,37,normal,v_shape,0.1766,0.7453,0.4871,0.6371,0.4392,0.7392,0.6444,0.5606,0.5433,0.4822,,balanced,0.2394,0.8556,121.1,99.0,115.5,69.8,40.9,42.0
char_01874,female,25,normal,pear,0.1751,0.466,0.2022,0.6732,0.6149,0.8349,0.7289,0.5349,0.7907,0.6199,,balanced,0.8625,0.2817,101.5,99.0,116.4,64.6,32.1,36.9
char_01875,male,35,obese,apple,0.8269,0.9133,0.4923,0.3697,0.4049,0.5415,0.6061,0.4148,0.3061,0.393,,balanced,0.4129,0.2749,160.0,145.0,160.0,105.0,52.0,60.0
char_01876,male,16,underweight,pear,0.0475,0.0161,0.4034,0.4568,0.4969,0.2845,0.5525,0.2942,0.5251,0.5845,,balanced,0.7158,0.4593,83.2,80.5,97.1,52.8,25.7,31.8
char_01877,female,24,athletic_hyper,v_shape,0.1054,0.9653,0.291,0.4056,0.6483,0.4784,0.6826,0.3826,0.5107,0.4929,,balanced,0.391,0.4514,105.1,90.9,108.1,62.9,33.6,37.8
char_01878,female,16,obese,apple,0.6959,0.9219,0.3278,0.2893,0.2648,0.5648,0.5248,0.5353,0.3308,0.4406,,balanced,0.7622,0.6817,150.0,145.0,160.0,102.4,49.1,54.9
char_01879,male,24,athletic_lean,hourglass,0.0387,0.6343,0.3697,0.5034,0.5071,0.7925,0.4925,0.5754,0.5528,0.6671,,upper_dominant,0.4894,0.7299,111.4,84.0,101.4,60.7,34.8,37.1
char_01880,male,30,normal,pear,0.3101,0.3805,0.4708,0.3225,0.4556,0.4001,0.1556,0.434,0.2701,0.3767,,balanced,0.8049,0.7254,110.4,111.3,129.8,73.1,37.0,41.3
char_01881,male,27,overweight,pear,0.3814,0.5733,0.342,0.4118,0.3876,0.307,0.3313,0.3657,0.5777,0.2777,,balanced,0.6563,0.8525,129.7,120.4,138.7,79.9,42.2,45.3
char_01882,female,15,obese,apple,0.6267,0.1006,0.2523,0.6957,0.5806,0.6939,0.7216,0.7013,0.463,0.4216,,balanced,0.3294,0.3236,140.3,139.5,153.1,83.0,39.0,46.4
char_01883,female,28,underweight,pear,0.0046,0.1465,0.3433,0.6036,0.4114,0.6071,0.6845,0.566,0.3845,0.5744,,balanced,0.7785,0.289,93.9,79.9,95.8,52.8,26.4,31.8
char_01884,male,30,overweight,pear,0.4926,0.3608,0.4669,0.4244,0.4322,0.5623,0.4918,0.2992,0.5992,0.5276,,balanced,0.6871,0.4397,131.1,132.9,149.9,83.4,41.3,46.5
char_01885,male,24,athletic_lean,hourglass,0.0282,0.5754,0.3604,0.4502,0.5728,0.6823,0.442,0.742,0.682,0.6867,,lower_dominant,0.5063,0.7241,108.2,82.3,99.5,59.1,33.4,36.2
char_01886,male,27,athletic_hyper,hourglass,0.03,0.7205,0.4697,0.5423,0.3723,0.6097,0.6142,0.4956,0.3142,0.4012,,push_dominant,0.5187,0.818,117.5,83.4,101.7,61.9,36.5,37.8
char_01887,female,28,overweight,pear,0.405,0.4316,0.2622,0.5351,0.6873,0.8351,0.7889,0.6267,0.8051,0.736,,balanced,0.734,0.706,115.7,121.2,138.7,76.5,36.9,42.5
char_01888,female,16,athletic_lean,v_shape,0.037,0.6574,0.328,0.3111,0.3457,0.6111,0.3866,0.3714,0.3239,0.5509,,push_dominant,0.4319,0.3805,99.3,83.9,99.7,57.2,29.9,34.9
char_01889,female,18,athletic_lean,v_shape,0.0135,0.6189,0.3152,0.5517,0.3877,0.5279,0.5472,0.337,0.4909,0.637,,upper_dominant,0.4384,0.5678,100.0,80.3,96.3,55.4,29.0,34.1
char_01890,female,32,overweight,rectangle,0.3993,0.5093,0.2835,0.6369,0.643,0.6162,0.4352,0.6041,0.5605,0.343,,balanced,0.4451,0.4629,115.9,120.0,135.3,75.0,37.1,42.8
char_01891,female,38,normal,v_shape,0.2448,0.8067,0.2967,0.251,0.4493,0.3815,0.551,0.3915,0.2815,0.4098,,balanced,0.3767,0.2067,107.3,105.6,121.3,68.8,35.8,40.3
char_01892,female,38,athletic_lean,v_shape,0.027,0.6444,0.2944,0.1792,0.4752,0.3558,0.2582,0.4666,0.2353,0.4792,,lower_dominant,0.4216,0.47,99.8,82.4,98.2,56.5,29.5,34.6
char_01893,female,26,normal,pear,0.3361,0.2689,0.2654,0.6798,0.8005,0.7366,0.5774,0.5005,0.6142,0.6646,,balanced,0.6328,0.4556,108.0,112.5,128.1,70.3,34.1,39.8
char_01894,male,22,obese,apple,0.7565,0.191,0.4368,0.323,0.4014,0.345,0.5675,0.4217,0.5253,0.623,,balanced,0.4226,0.6733,160.0,145.0,160.0,94.8,44.5,52.7
char_01895,female,37,normal,pear,0.1874,0.1082,0.2687,0.7349,0.6492,0.7775,0.7362,0.7475,0.4775,0.5176,,balanced,0.5877,0.8334,98.8,93.4,109.1,60.3,29.5,35.3
char_01896,male,23,underweight,hourglass,0.0323,0.3139,0.266,0.5897,0.4671,0.4439,0.3806,0.5582,0.6413,0.3413,,balanced,0.52,0.7915,95.8,79.2,95.7,54.7,28.8,33.8
char_01897,male,20,normal,v_shape,0.2253,0.3505,0.3879,0.6176,0.4391,0.6428,0.6914,0.3914,0.5092,0.5419,,balanced,0.255,0.3909,100.5,101.0,115.1,65.4,34.6,39.1
char_01898,male,34,normal,v_shape,0.1679,0.6094,0.4053,0.6775,0.5653,0.6691,0.4579,0.6608,0.3775,0.6603,,balanced,0.2261,0.6675,111.6,97.0,112.4,66.5,37.7,40.2
char_01899,male,36,obese,apple,0.9492,0.5826,0.4842,0.6536,0.7828,0.8225,0.7797,0.5225,0.7593,0.7624,,balanced,0.4282,0.5149,160.0,145.0,160.0,105.0,52.0,60.0
char_01900,male,25,underweight,hourglass,0.0145,0.0458,0.3658,0.4186,0.3436,0.6325,0.4251,0.3325,0.6069,0.4754,,balanced,0.5181,0.7879,85.2,74.7,90.9,50.1,24.8,31.2
char_01901,male,28,athletic_lean,v_shape,0.0617,0.4059,0.4522,0.3091,0.3406,0.6091,0.4958,0.5116,0.3469,0.535,,balanced,0.212,0.718,99.0,84.3,99.1,57.8,31.7,35.9
char_01902,female,28,normal,rectangle,0.3378,0.8963,0.2422,0.5225,0.6123,0.4412,0.572,0.3123,0.4066,0.3855,,balanced,0.4138,0.5717,116.2,115.3,132.3,75.2,38.6,43.3
char_01903,female,22,overweight,pear,0.4387,0.4715,0.3538,0.4017,0.3783,0.3091,0.3295,0.327,0.6091,0.4089,,balanced,0.8027,0.7163,118.5,126.3,144.6,79.5,38.3,43.8
char_01904,female,35,athletic_hyper,hourglass,0.0984,0.9861,0.313,0.2858,0.388,0.46,0.2834,0.5834,0.5679,0.473,,balanced,0.5205,0.8678,106.7,88.2,107.2,62.9,33.6,37.8
char_01905,female,28,obese,apple,0.9358,0.5563,0.2899,0.7121,0.4121,0.6598,0.6396,0.4216,0.5836,0.7087,,balanced,0.4064,0.4,150.0,145.0,160.0,108.0,50.0,58.0
char_01906,female,24,obese,apple,0.9795,0.904,0.3371,0.5394,0.6613,0.6945,0.5882,0.6252,0.3945,0.4524,,balanced,0.5973,0.7004,150.0,145.0,160.0,108.0,50.0,58.0
char_01907,male,21,athletic_hyper,v_shape,0.1003,0.9049,0.438,0.3805,0.5928,0.4273,0.3142,0.2928,0.5062,0.5771,,balanced,0.2422,0.3363,125.1,94.9,111.4,68.4,42.1,41.2
char_01908,male,33,normal,rectangle,0.3127,0.7408,0.5503,0.7237,0.6398,0.5263,0.4727,0.7727,0.5835,0.5483,,balanced,0.5209,0.5982,129.2,117.1,134.7,79.4,44.7,45.8
char_01909,male,30,obese,apple,0.7675,0.9006,0.3773,0.6725,0.5299,0.7286,0.7714,0.8299,0.8276,0.7959,,balanced,0.4648,0.2588,160.0,145.0,160.0,105.0,52.0,60.0
char_01910,female,37,obese,apple,0.6002,0.5129,0.2758,0.3096,0.508,0.6096,0.6094,0.5452,0.3355,0.4405,,balanced,0.8405,0.3643,139.6,145.0,160.0,90.5,42.6,48.6
char_01911,male,34,athletic_hyper,hourglass,0.0025,0.9194,0.3435,0.3317,0.6317,0.4097,0.5606,0.3737,0.3827,0.4872,,upper_dominant,0.5698,0.8055,130.9,82.8,102.6,64.3,39.6,39.1
char_01912,male,37,normal,v_shape,0.2019,0.9249,0.4711,0.5874,0.5715,0.4207,0.6752,0.6575,0.7207,0.6061,,balanced,0.3177,0.2926,129.6,106.2,122.9,74.7,45.1,44.0
char_01913,male,19,obese,apple,0.8023,0.2191,0.3952,0.5175,0.4448,0.5169,0.4983,0.3053,0.4734,0.6053,,balanced,0.4226,0.3523,160.0,145.0,160.0,96.7,45.2,54.0
char_01914,female,17,athletic_lean,rectangle,0.0372,0.4513,0.3367,0.557,0.7225,0.7701,0.6962,0.5131,0.4701,0.5896,,pull_dominant,0.4657,0.8485,98.7,79.8,95.9,54.8,28.3,33.6
char_01915,male,27,athletic_lean,hourglass,0.0547,0.5536,0.5034,0.1756,0.2636,0.3602,0.3768,0.3983,0.4165,0.4756,,balanced,0.5688,0.7133,106.8,85.0,102.6,60.5,34.0,36.8
char_01916,male,21,athletic_hyper,hourglass,0.0643,0.7457,0.5182,0.4111,0.4864,0.1864,0.4086,0.3951,0.4289,0.4093,,balanced,0.5461,0.7978,118.8,87.7,106.2,64.6,38.1,39.0
char_01917,female,25,obese,apple,0.8087,0.6347,0.2921,0.6314,0.4945,0.4599,0.6158,0.4886,0.6216,0.7599,,balanced,0.2835,0.6582,150.0,145.0,160.0,101.2,48.0,55.7
char_01918,female,19,overweight,rectangle,0.4135,0.8544,0.3284,0.6278,0.3924,0.3579,0.3278,0.396,0.4286,0.3542,,balanced,0.308,0.6074,121.0,122.9,139.1,78.6,40.0,45.2
char_01919,male,19,normal,pear,0.2956,0.2034,0.4643,0.6328,0.3328,0.5988,0.6065,0.3558,0.557,0.6257,,balanced,0.6293,0.2689,97.3,109.0,124.6,68.9,34.2,39.5
char_01920,male,24,underweight,pear,0.0458,0.0768,0.38,0.3095,0.5807,0.3914,0.4821,0.4757,0.6095,0.4749,,balanced,0.7761,0.6914,86.9,78.3,95.9,52.5,25.6,31.6
char_01921,male,32,normal,rectangle,0.2335,0.2458,0.4937,0.5257,0.7498,0.5088,0.4498,0.7097,0.5756,0.7108,,balanced,0.5057,0.6418,96.2,100.7,116.5,65.3,33.2,38.3
char_01922,male,37,underweight,v_shape,0.062,0.2927,0.2675,0.4278,0.6652,0.3652,0.4435,0.5307,0.6572,0.429,,balanced,0.3768,0.367,92.6,85.4,100.1,56.9,30.1,34.8
char_01923,male,29,athletic_lean,v_shape,0.138,0.5618,0.4341,0.4733,0.4542,0.4008,0.3256,0.2176,0.4879,0.1879,,balanced,0.257,0.2626,105.5,95.6,110.1,64.4,36.4,38.9
char_01924,male,35,normal,v_shape,0.2098,0.3547,0.4298,0.4477,0.5157,0.4226,0.3374,0.2362,0.4062,0.5362,,balanced,0.3678,0.5372,99.7,99.5,114.5,65.2,34.4,38.8
char_01925,male,22,normal,v_shape,0.2457,0.2646,0.4073,0.5814,0.3506,0.6506,0.4043,0.3921,0.547,0.5925,,balanced,0.4219,0.6705,98.2,101.4,116.7,65.7,33.6,38.7
char_01926,female,27,obese,apple,0.8168,0.7676,0.2127,0.5602,0.6179,0.6585,0.6661,0.4934,0.5277,0.3661,,balanced,0.548,0.4618,150.0,145.0,160.0,105.5,49.6,56.9
char_01927,male,27,normal,pear,0.161,0.4468,0.4899,0.2315,0.3438,0.2016,0.1561,0.3368,0.4561,0.405,,balanced,0.853,0.341,100.0,98.4,116.5,66.3,34.9,38.2
char_01928,male,31,overweight,apple,0.4918,0.3837,0.4219,0.3838,0.4888,0.5874,0.6678,0.3678,0.4374,0.6252,,balanced,0.2223,0.2019,132.9,128.2,141.8,79.4,40.8,46.1
char_01929,female,35,underweight,pear,0.1349,0.1965,0.3379,0.6709,0.7308,0.6992,0.4951,0.4703,0.4308,0.6241,,balanced,0.7207,0.7449,98.4,89.2,105.8,58.5,29.0,34.4
char_01930,female,31,normal,pear,0.2385,0.5735,0.3262,0.3921,0.6361,0.6921,0.4161,0.4239,0.6503,0.6796,,balanced,0.8679,0.3646,105.4,105.9,124.2,68.9,34.4,39.0
char_01931,male,29,underweight,pear,0.0428,0.2284,0.4112,0.4934,0.5811,0.5682,0.5083,0.303,0.603,0.4281,,balanced,0.6294,0.3104,89.1,83.7,99.6,55.8,28.9,33.7
char_01932,male,27,obese,apple,0.8913,0.8699,0.4233,0.3947,0.5919,0.5277,0.6824,0.6947,0.6648,0.5235,,balanced,0.8101,0.8815,160.0,145.0,160.0,105.0,52.0,60.0
char_01933,female,26,overweight,pear,0.4973,0.2845,0.2252,0.3134,0.5716,0.4078,0.6134,0.3662,0.3597,0.5926,,balanced,0.8781,0.3345,123.4,132.6,150.0,81.5,38.1,44.1
char_01934,female,25,normal,rectangle,0.3496,0.4088,0.3831,0.4848,0.6072,0.4997,0.7775,0.4775,0.6524,0.5691,,balanced,0.5799,0.2675,109.1,115.6,131.0,72.0,35.6,40.9
char_01935,female,20,athletic_hyper,hourglass,0.0251,0.6801,0.2451,0.2207,0.4857,0.4503,0.4741,0.5207,0.2915,0.4108,,pull_dominant,0.538,0.8335,102.9,79.9,97.4,56.5,29.5,34.5
char_01936,male,27,obese,apple,0.8252,0.8173,0.3647,0.8655,0.8199,0.5655,0.6428,0.8152,0.6505,0.6445,,balanced,0.3315,0.2986,160.0,145.0,160.0,105.0,52.0,60.0
char_01937,male,28,athletic_hyper,v_shape,0.1396,0.899,0.4857,0.5641,0.5915,0.3455,0.4099,0.495,0.3278,0.6278,,upper_dominant,0.3944,0.623,128.3,98.6,116.5,71.5,43.3,42.6
char_01938,male,39,athletic_hyper,hourglass,0.0666,0.9973,0.5037,0.3712,0.4266,0.5194,0.5481,0.6462,0.6712,0.4719,,upper_dominant,0.5138,0.7918,135.9,91.1,111.0,70.0,43.7,41.9
char_01939,female,37,underweight,hourglass,0.0138,0.3795,0.2864,0.3175,0.5889,0.6175,0.5379,0.4527,0.4496,0.3249,,balanced,0.5127,0.891,99.1,77.0,93.3,53.2,27.3,32.8
char_01940,male,28,overweight,pear,0.4915,0.2981,0.354,0.636,0.6571,0.6902,0.4694,0.5738,0.46,0.76,,balanced,0.8057,0.449,129.3,131.3,149.0,82.3,39.7,45.4
char_01941,male,32,normal,pear,0.193,0.0664,0.391,0.4545,0.6403,0.4841,0.4097,0.6286,0.3403,0.356,,balanced,0.8786,0.2457,86.0,97.3,114.4,62.1,29.7,35.4
char_01942,female,16,overweight,rectangle,0.5563,0.6881,0.2725,0.5081,0.4027,0.2585,0.4047,0.4827,0.518,0.5585,,balanced,0.7126,0.3773,136.6,142.4,160.0,88.5,42.8,48.3
char_01943,male,40,underweight,pear,0.1248,0.1892,0.3662,0.4862,0.342,0.2663,0.41,0.5663,0.5354,0.4625,,balanced,0.6538,0.6024,90.2,88.7,105.3,58.6,29.4,34.8
char_01944,male,38,athletic_lean,hourglass,0.0184,0.5756,0.3673,0.5314,0.6248,0.5723,0.3947,0.3823,0.3248,0.4009,,balanced,0.5024,0.8019,108.9,80.6,98.0,58.4,33.1,36.0
char_01945,female,40,normal,rectangle,0.3027,0.7568,0.3209,0.6795,0.7537,0.5793,0.4537,0.6073,0.5684,0.5353,,balanced,0.7096,0.4812,112.1,112.9,131.1,73.6,37.2,41.7
char_01946,male,35,athletic_hyper,v_shape,0.13,0.8604,0.3502,0.6745,0.6078,0.422,0.5334,0.5648,0.722,0.4742,,balanced,0.3898,0.7688,126.3,95.8,113.7,69.7,41.6,41.7
char_01947,female,28,normal,pear,0.2093,0.4446,0.2149,0.4315,0.5999,0.496,0.4612,0.2999,0.5762,0.3541,,balanced,0.7663,0.5064,103.8,100.7,117.8,65.5,32.5,37.6
char_01948,female,35,overweight,apple,0.5778,0.3925,0.288,0.2252,0.4502,0.4166,0.3716,0.4713,0.3579,0.5252,,balanced,0.3085,0.5113,135.0,137.4,151.8,83.4,40.1,46.9
char_01949,female,30,underweight,pear,0.0415,0.2961,0.3108,0.6079,0.741,0.7695,0.6148,0.4695,0.6206,0.6031,,balanced,0.7852,0.4052,97.1,83.3,99.9,55.5,27.9,33.1
char_01950,female,24,athletic_hyper,hourglass,0.0187,0.9926,0.2506,0.3419,0.5725,0.6164,0.3907,0.4666,0.4784,0.3164,,lower_dominant,0.5206,0.7254,107.1,80.8,99.6,58.9,31.7,36.0
char_01951,male,35,underweight,hourglass,0.0675,0.2064,0.5123,0.4939,0.4867,0.532,0.5242,0.3774,0.6774,0.4582,,balanced,0.5365,0.8975,90.1,80.5,97.2,54.7,28.1,33.6
char_01952,female,29,athletic_hyper,v_shape,0.0701,0.8686,0.3766,0.3115,0.3772,0.5525,0.5278,0.3792,0.6115,0.5743,,balanced,0.4347,0.8705,103.3,84.3,102.2,59.8,31.9,36.4
char_01953,male,32,athletic_lean,hourglass,0.0224,0.4146,0.3195,0.4636,0.5567,0.3674,0.5099,0.3799,0.5188,0.2567,,balanced,0.568,0.8975,101.2,78.2,95.6,55.5,30.0,34.3
char_01954,female,34,normal,rectangle,0.2118,0.3906,0.2184,0.5635,0.5341,0.6481,0.6584,0.6675,0.3675,0.6412,,balanced,0.2907,0.4435,101.1,99.2,113.0,63.2,31.8,37.6
char_01955,male,30,obese,apple,0.8148,0.1519,0.4084,0.5582,0.6694,0.697,0.6412,0.5426,0.397,0.5329,,balanced,0.7297,0.6611,160.0,145.0,160.0,100.5,45.4,54.2
char_01956,female,17,overweight,rectangle,0.4774,0.6813,0.3226,0.3412,0.3731,0.4637,0.513,0.4029,0.6412,0.4296,,balanced,0.3746,0.4634,126.1,129.6,145.2,80.8,40.3,45.9
char_01957,male,36,underweight,pear,0.0157,0.2954,0.4625,0.5691,0.608,0.3945,0.4624,0.6924,0.3924,0.6694,,balanced,0.6025,0.8049,95.2,77.0,94.2,53.6,28.2,33.2
char_01958,male,24,normal,rectangle,0.1737,0.756,0.3741,0.6241,0.5408,0.395,0.4502,0.3241,0.3293,0.5621,,balanced,0.6454,0.8219,122.7,99.6,118.7,71.1,40.6,41.7
char_01959,male,32,athletic_lean,pear,0.0081,0.5025,0.4892,0.6256,0.4719,0.4215,0.5597,0.7215,0.5039,0.6513,,balanced,0.6853,0.8505,106.4,77.9,96.5,56.6,31.4,34.8
char_01960,male,14,underweight,v_shape,0.0782,0.2524,0.444,0.448,0.2718,0.3513,0.3669,0.2591,0.5591,0.5486,,balanced,0.3774,0.7119,91.7,84.2,99.5,56.5,29.6,34.7
char_01961,female,37,underweight,pear,0.0937,0.2429,0.4365,0.2936,0.3365,0.5936,0.3549,0.5558,0.3301,0.535,,balanced,0.605,0.2232,93.5,88.8,103.8,57.3,28.8,34.2
char_01962,male,18,normal,rectangle,0.1659,0.5778,0.4261,0.5913,0.5021,0.4785,0.3582,0.6582,0.6457,0.6067,,balanced,0.519,0.6894,109.9,97.1,114.2,67.0,37.1,39.7
char_01963,male,17,normal,pear,0.3475,0.2561,0.3999,0.6571,0.7077,0.5386,0.4303,0.7303,0.4918,0.682,,balanced,0.703,0.5885,107.4,113.6,130.6,72.5,35.7,41.0
char_01964,female,27,normal,pear,0.3103,0.5131,0.2222,0.4024,0.1788,0.2215,0.299,0.2731,0.4788,0.2671,,balanced,0.7788,0.4382,109.9,112.6,129.9,72.0,35.4,40.5
char_01965,female,20,normal,rectangle,0.3313,0.0666,0.2876,0.5326,0.642,0.342,0.4848,0.5412,0.5731,0.4197,,balanced,0.2495,0.2192,105.0,109.1,121.5,66.3,32.5,38.9
char_01966,female,28,underweight,rectangle,0.0604,0.2546,0.4002,0.698,0.6451,0.5173,0.69,0.6362,0.6704,0.398,,balanced,0.5702,0.5716,96.2,83.2,98.6,55.0,27.8,33.3
char_01967,female,24,obese,apple,0.9965,0.4248,0.334,0.7076,0.7326,0.6329,0.7091,0.4542,0.6742,0.4326,,balanced,0.8547,0.2041,150.0,145.0,160.0,108.0,50.0,58.0
char_01968,male,24,obese,apple,0.8257,0.2684,0.4158,0.4509,0.4583,0.2694,0.4766,0.3308,0.4646,0.5694,,balanced,0.6897,0.3514,160.0,145.0,160.0,102.3,47.2,55.7
char_01969,male,31,normal,pear,0.1569,0.201,0.3507,0.5912,0.576,0.5265,0.703,0.403,0.5902,0.6251,,balanced,0.804,0.2581,89.4,94.8,111.7,61.8,30.8,35.8
char_01970,male,19,underweight,v_shape,0.139,0.2281,0.4372,0.6076,0.5504,0.3109,0.6008,0.3076,0.4188,0.4308,,balanced,0.3121,0.3471,90.9,92.3,106.3,59.9,31.2,36.2
char_01971,female,20,athletic_hyper,hourglass,0.1116,0.9394,0.3579,0.6608,0.4336,0.3608,0.6059,0.527,0.6165,0.5728,,balanced,0.5418,0.7113,106.1,90.4,109.0,63.3,33.6,37.8
char_01972,male,14,underweight,v_shape,0.054,0.3409,0.4756,0.3128,0.6128,0.3642,0.5366,0.4667,0.5657,0.5679,,balanced,0.302,0.356,94.6,85.5,99.9,57.3,31.1,35.3
char_01973,male,20,normal,v_shape,0.1712,0.4315,0.4443,0.2217,0.3192,0.4567,0.426,0.4618,0.4879,0.1879,,balanced,0.2813,0.3907,101.1,97.1,111.5,64.2,34.9,38.6
char_01974,female,25,obese,apple,0.7827,0.2837,0.3581,0.3936,0.3361,0.4449,0.397,0.5855,0.2856,0.5856,,balanced,0.5514,0.54,150.0,145.0,160.0,97.8,44.8,52.8
char_01975,male,28,obese,apple,0.671,0.549,0.399,0.3949,0.343,0.3111,0.5488,0.2488,0.3201,0.5466,,balanced,0.5903,0.395,160.0,145.0,160.0,96.8,48.7,53.8
char_01976,female,27,athletic_lean,hourglass,0.0555,0.6353,0.3917,0.8132,0.6037,0.5941,0.5518,0.7605,0.5132,0.7757,,balanced,0.559,0.8377,101.2,82.2,99.7,57.3,30.0,34.8
char_01977,female,14,obese,apple,0.7626,0.606,0.2969,0.3866,0.5888,0.5755,0.5218,0.5238,0.2888,0.4698,,balanced,0.582,0.7236,150.0,145.0,160.0,101.2,47.2,54.5
char_01978,female,34,athletic_lean,hourglass,0.0179,0.489,0.2226,0.5985,0.5892,0.5013,0.343,0.643,0.3944,0.5538,,upper_dominant,0.4838,0.846,100.3,78.6,94.9,54.5,28.1,33.5
char_01979,male,26,athletic_hyper,hourglass,0.0233,0.6789,0.4883,0.655,0.4153,0.6009,0.6831,0.4995,0.6751,0.3831,,balanced,0.5118,0.87,115.3,81.8,99.9,60.6,35.4,37.3
char_01980,female,23,athletic_lean,v_shape,0.0889,0.6362,0.3936,0.6346,0.6511,0.5862,0.4866,0.7031,0.4031,0.4495,,pull_dominant,0.2975,0.3676,98.5,88.4,103.3,58.9,30.8,35.9
char_01981,female,16,overweight,apple,0.4781,0.214,0.4471,0.5327,0.3138,0.5042,0.4553,0.602,0.302,0.3499,,balanced,0.3016,0.5358,119.2,125.2,139.0,75.8,36.8,43.3
char_01982,female,23,obese,apple,0.6954,0.8897,0.3282,0.4307,0.4189,0.5137,0.4896,0.3648,0.6648,0.5705,,balanced,0.7179,0.5279,150.0,145.0,160.0,101.1,48.6,54.4
