char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern
char_05599,female,26,obese,0.8798,0.2715,0.3239,0.353,0.4449,0.6084,0.3238,0.6156,0.6238,0.3434,,balanced
char_05600,female,23,overweight,0.5206,0.3476,0.2711,0.4384,0.5003,0.3993,0.2385,0.4249,0.5385,0.4022,,balanced
char_05601,female,22,obese,0.9312,0.1872,0.3302,0.4312,0.7013,0.4621,0.7199,0.4199,0.5342,0.6349,,balanced
char_05602,female,39,overweight,0.376,0.2045,0.3025,0.3424,0.6187,0.4907,0.3809,0.4004,0.3952,0.6424,,balanced
char_05603,female,16,normal,0.2537,0.1463,0.2669,0.5021,0.4313,0.6072,0.3072,0.4379,0.5097,0.5571,,balanced
char_05604,female,29,normal,0.2739,0.1324,0.3211,0.3983,0.4508,0.5292,0.3152,0.5555,0.6152,0.391,,balanced
char_05605,female,31,athletic_hyper,0.1099,0.9199,0.2382,0.2523,0.4265,0.4151,0.2627,0.5523,0.3216,0.317,,balanced
char_05606,female,22,obese,0.7414,0.2202,0.3141,0.4814,0.6107,0.4014,0.6182,0.5742,0.4699,0.3182,,balanced
char_05607,female,27,overweight,0.4591,0.2066,0.2999,0.5504,0.412,0.6737,0.6311,0.712,0.692,0.51,,balanced
char_05608,female,16,obese,0.7365,0.302,0.3493,0.6777,0.6779,0.4766,0.5969,0.4725,0.3779,0.5376,,balanced
char_05609,female,31,athletic_lean,0.1078,0.4825,0.3267,0.4136,0.2999,0.5649,0.3625,0.3587,0.4397,0.5999,,upper_dominant
char_05610,female,35,obese,0.7952,0.2376,0.415,0.6098,0.7727,0.9077,0.813,0.6077,0.6684,0.821,,balanced
char_05611,female,29,obese,0.9689,0.274,0.364,0.5945,0.5368,0.388,0.3067,0.5972,0.2972,0.5472,,balanced
char_05612,female,37,athletic_hyper,0.0976,0.863,0.2432,0.6658,0.3753,0.3757,0.5446,0.4222,0.3658,0.6439,,balanced
char_05613,female,33,underweight,0.0801,0.0203,0.3154,0.4624,0.3622,0.6596,0.3903,0.5314,0.405,0.3596,,balanced
char_05614,female,29,overweight,0.4997,0.2776,0.3724,0.5808,0.5383,0.4335,0.5849,0.4306,0.6046,0.3046,,balanced
char_05615,female,17,underweight,0.1231,0.1045,0.3349,0.3228,0.5794,0.5087,0.5422,0.6041,0.4622,0.6228,,balanced
char_05616,female,22,overweight,0.4647,0.1644,0.3459,0.648,0.4924,0.7231,0.5722,0.4521,0.5589,0.4231,,balanced
char_05617,female,19,athletic_lean,0.0986,0.4562,0.3101,0.7036,0.7739,0.4739,0.4963,0.6159,0.7474,0.4966,,lower_dominant
char_05618,female,23,normal,0.2934,0.2178,0.3248,0.3624,0.5989,0.5951,0.5903,0.6624,0.3849,0.4484,,balanced
char_05619,female,22,athletic_lean,0.1008,0.4911,0.3042,0.4278,0.5951,0.5352,0.4025,0.4567,0.6427,0.3427,,balanced
char_05620,female,33,obese,0.658,0.1962,0.3278,0.5535,0.4115,0.6931,0.4796,0.5821,0.7115,0.6365,,balanced
char_05621,female,40,athletic_hyper,0.1147,0.9083,0.2733,0.6272,0.7322,0.6636,0.4961,0.4988,0.4322,0.5032,,balanced
char_05622,female,38,athletic_hyper,0.1253,0.793,0.269,0.4662,0.4201,0.575,0.4681,0.6229,0.5773,0.3229,,upper_dominant
char_05623,female,38,overweight,0.5602,0.2844,0.2629,0.6409,0.5602,0.3912,0.3717,0.5192,0.6563,0.3563,,balanced
char_05624,female,34,athletic_hyper,0.058,0.9743,0.2019,0.6263,0.3959,0.3263,0.6182,0.6107,0.5296,0.5802,,balanced
char_05625,female,19,normal,0.2176,0.2066,0.3018,0.625,0.3715,0.3378,0.406,0.488,0.3831,0.325,,balanced
char_05626,female,34,normal,0.2609,0.2697,0.3817,0.5685,0.4255,0.2685,0.3156,0.3324,0.431,0.5409,,balanced
char_05627,female,20,athletic_hyper,0.1255,0.8536,0.2763,0.5089,0.6699,0.6494,0.8089,0.5985,0.7769,0.712,,balanced
char_05628,female,22,overweight,0.5904,0.201,0.3838,0.62,0.4883,0.3374,0.6374,0.366,0.4253,0.6153,,balanced
char_05629,female,25,athletic_hyper,0.0851,0.871,0.2416,0.4863,0.2496,0.4369,0.2028,0.1863,0.2879,0.3341,,balanced
char_05630,female,14,normal,0.3076,0.2169,0.2884,0.6254,0.3624,0.5674,0.5567,0.6624,0.5103,0.629,,balanced
char_05631,female,26,athletic_lean,0.1279,0.5871,0.2686,0.3082,0.3589,0.6082,0.3256,0.5836,0.5789,0.5607,,balanced
char_05632,female,19,underweight,0.1154,0.0481,0.4163,0.3388,0.5139,0.2139,0.489,0.2195,0.2353,0.4548,,balanced
char_05633,female,15,underweight,0.0777,0.1176,0.2571,0.7332,0.8,0.5037,0.7396,0.7333,0.5605,0.7328,,balanced
char_05634,female,24,overweight,0.4317,0.2073,0.2409,0.5976,0.5919,0.5645,0.2976,0.4342,0.5283,0.5582,,balanced
char_05635,female,28,obese,0.8716,0.2995,0.2822,0.3209,0.2432,0.2692,0.5432,0.376,0.2484,0.387,,balanced
char_05636,female,23,overweight,0.4451,0.2389,0.2016,0.7693,0.7133,0.7182,0.7983,0.5751,0.8751,0.7501,,balanced
char_05637,female,36,athletic_hyper,0.0846,0.8409,0.2994,0.5037,0.5655,0.5174,0.673,0.373,0.3972,0.4096,,push_dominant
char_05638,female,35,overweight,0.5072,0.2576,0.3057,0.4038,0.4345,0.4323,0.4822,0.6743,0.4125,0.3743,,balanced
char_05639,female,17,obese,0.7507,0.2267,0.3365,0.5852,0.331,0.631,0.5072,0.5904,0.3637,0.6142,,balanced
char_05640,female,28,underweight,0.059,0.0509,0.3637,0.718,0.5141,0.5189,0.5831,0.5795,0.418,0.708,,balanced
char_05641,female,15,athletic_lean,0.1234,0.4,0.2533,0.4405,0.4354,0.649,0.5322,0.349,0.3634,0.6441,,push_dominant
char_05642,female,20,obese,0.8181,0.2458,0.3134,0.5246,0.3384,0.5217,0.4304,0.6384,0.46,0.3401,,balanced
char_05643,female,27,athletic_lean,0.0904,0.5801,0.3209,0.5708,0.6061,0.4972,0.4591,0.3061,0.3384,0.4814,,upper_dominant
char_05644,female,35,normal,0.2343,0.1305,0.3847,0.4642,0.4558,0.5078,0.5716,0.7558,0.6587,0.4896,,balanced
char_05645,female,23,overweight,0.3992,0.3128,0.3191,0.5901,0.6292,0.4811,0.3292,0.6057,0.3943,0.4854,,balanced
char_05646,female,16,normal,0.2205,0.1976,0.4718,0.4636,0.6773,0.5429,0.4587,0.7557,0.6109,0.4557,,balanced
char_05647,female,33,overweight,0.4509,0.2461,0.3326,0.4345,0.4485,0.3524,0.572,0.612,0.4405,0.312,,balanced
char_05648,female,22,normal,0.268,0.234,0.3236,0.6273,0.6475,0.3475,0.5296,0.4983,0.3971,0.4813,,balanced
char_05649,female,30,overweight,0.4109,0.2431,0.3123,0.459,0.5632,0.6763,0.3763,0.4658,0.6096,0.4015,,balanced
char_05650,female,19,obese,0.756,0.2909,0.3098,0.7556,0.7023,0.7781,0.4781,0.5556,0.7463,0.4879,,balanced
char_05651,female,16,overweight,0.4774,0.3132,0.3565,0.4194,0.4949,0.3361,0.3856,0.3903,0.6361,0.3456,,balanced
char_05652,female,20,normal,0.2677,0.1436,0.3283,0.5063,0.572,0.3745,0.6675,0.5583,0.427,0.3675,,balanced
char_05653,female,35,athletic_lean,0.0897,0.5596,0.3472,0.5771,0.3882,0.529,0.6305,0.6569,0.6087,0.6882,,lower_dominant
char_05654,female,27,obese,0.6516,0.2508,0.2925,0.4399,0.5004,0.4564,0.5834,0.6842,0.4373,0.3842,,balanced
char_05655,female,20,athletic_lean,0.1196,0.5481,0.3338,0.5239,0.5062,0.4833,0.6821,0.3821,0.5333,0.6803,,lower_dominant
char_05656,female,29,overweight,0.4883,0.2961,0.2433,0.5133,0.3887,0.5439,0.4428,0.6314,0.3935,0.3314,,balanced
char_05657,female,36,underweight,0.0711,0.0899,0.3205,0.3359,0.3717,0.3474,0.4911,0.4986,0.4778,0.6359,,balanced
char_05658,female,27,overweight,0.4628,0.2207,0.2978,0.4162,0.2975,0.4123,0.357,0.4704,0.5073,0.5975,,balanced
char_05659,female,15,athletic_lean,0.0909,0.4,0.2888,0.6036,0.3036,0.4711,0.3724,0.3584,0.4727,0.3628,,lower_dominant
char_05660,female,26,athletic_hyper,0.0746,0.9485,0.425,0.6671,0.4789,0.6641,0.4513,0.5736,0.4435,0.3671,,lower_dominant
char_05661,female,20,underweight,0.0561,0.1349,0.354,0.321,0.4981,0.3288,0.4934,0.3926,0.1981,0.2144,,balanced
char_05662,female,23,athletic_hyper,0.1386,0.6912,0.2678,0.5619,0.4473,0.6073,0.3359,0.5199,0.3073,0.5642,,pull_dominant
char_05663,female,22,overweight,0.5443,0.3306,0.2607,0.7098,0.4098,0.4315,0.4463,0.6339,0.5574,0.5749,,balanced
char_05664,female,28,normal,0.2639,0.1779,0.3666,0.6502,0.5161,0.4216,0.3934,0.6934,0.6758,0.6683,,balanced
char_05665,female,16,overweight,0.4411,0.3162,0.2595,0.4996,0.5868,0.3163,0.4897,0.6163,0.5031,0.3311,,balanced
char_05666,female,32,athletic_hyper,0.0934,0.7623,0.4322,0.1859,0.1957,0.1717,0.3238,0.4067,0.1067,0.3409,,balanced
char_05667,female,37,obese,0.8141,0.1662,0.2321,0.325,0.3685,0.3787,0.4911,0.2869,0.5869,0.3857,,balanced
char_05668,female,26,athletic_lean,0.1077,0.5121,0.3381,0.546,0.6203,0.3743,0.6297,0.6743,0.4214,0.5511,,balanced
char_05669,female,35,obese,0.7904,0.2637,0.338,0.42,0.3545,0.6465,0.4615,0.6402,0.6545,0.5299,,balanced
char_05670,female,26,normal,0.3104,0.1219,0.2055,0.6518,0.3818,0.5578,0.5471,0.6373,0.3518,0.5839,,balanced
char_05671,female,22,obese,0.8137,0.243,0.2783,0.4729,0.5497,0.6408,0.5294,0.6039,0.6715,0.3715,,balanced
char_05672,female,28,athletic_lean,0.0922,0.5499,0.344,0.3903,0.3481,0.5761,0.6151,0.5197,0.3151,0.4051,,balanced
char_05673,female,35,normal,0.3214,0.238,0.3139,0.3677,0.3895,0.4169,0.3986,0.6677,0.4321,0.5846,,balanced
char_05674,female,28,overweight,0.3747,0.2311,0.3062,0.743,0.7319,0.8288,0.6868,0.618,0.5288,0.6707,,balanced
char_05675,female,15,obese,0.7,0.2046,0.3349,0.4943,0.3449,0.4028,0.6449,0.4523,0.4444,0.603,,balanced
char_05676,female,14,overweight,0.5346,0.2522,0.4398,0.1788,0.1447,0.1916,0.4129,0.2381,0.3469,0.4447,,balanced
char_05677,female,32,obese,0.7829,0.2463,0.3083,0.5382,0.6296,0.5854,0.4074,0.596,0.3296,0.4244,,balanced
char_05678,female,17,obese,0.9202,0.2057,0.3367,0.6516,0.3516,0.4474,0.464,0.6167,0.4659,0.4856,,balanced
char_05679,female,32,athletic_hyper,0.0858,0.6988,0.3551,0.6115,0.7079,0.4193,0.4079,0.6595,0.6238,0.4155,,balanced
char_05680,female,18,overweight,0.5328,0.1769,0.2713,0.6199,0.6647,0.7346,0.7289,0.5445,0.7472,0.4472,,balanced
char_05681,female,19,athletic_hyper,0.0823,0.7846,0.3653,0.3493,0.6198,0.3417,0.625,0.4377,0.357,0.6417,,upper_dominant
char_05682,female,22,underweight,0.0515,0.1001,0.2286,0.3568,0.4667,0.6568,0.5583,0.4467,0.4255,0.551,,balanced
char_05683,female,36,normal,0.1905,0.2232,0.3059,0.5522,0.7359,0.712,0.6597,0.6074,0.7786,0.8522,,balanced
char_05684,female,28,underweight,0.035,0.1892,0.2878,0.4344,0.6334,0.4665,0.3464,0.4811,0.3334,0.5835,,balanced
char_05685,female,25,underweight,0.1272,0.1279,0.278,0.6228,0.6303,0.4128,0.4455,0.3303,0.5971,0.5406,,balanced
char_05686,female,19,underweight,0.1447,0.1063,0.2579,0.3487,0.458,0.6306,0.5214,0.5712,0.4204,0.6487,,balanced
char_05687,female,34,underweight,0.0522,0.1282,0.2586,0.6474,0.4537,0.4494,0.7126,0.4126,0.6848,0.5688,,balanced
char_05688,female,16,normal,0.2316,0.2019,0.3151,0.3737,0.5812,0.2812,0.5133,0.3716,0.2895,0.4348,,balanced
char_05689,female,26,athletic_lean,0.1159,0.4609,0.254,0.4608,0.5489,0.2594,0.4437,0.2489,0.5246,0.5045,,upper_dominant
char_05690,female,31,normal,0.2373,0.196,0.325,0.5396,0.4295,0.542,0.4713,0.7295,0.5077,0.6447,,balanced
char_05691,female,27,overweight,0.4298,0.3063,0.336,0.5604,0.4655,0.3389,0.6389,0.3754,0.5812,0.6164,,balanced
char_05692,female,26,obese,0.7066,0.2343,0.3045,0.6596,0.6455,0.3596,0.3753,0.524,0.3815,0.6572,,balanced
char_05693,female,25,normal,0.2221,0.167,0.2779,0.6312,0.3312,0.451,0.4087,0.5724,0.4246,0.5369,,balanced
char_05694,female,22,overweight,0.4504,0.3039,0.4028,0.3648,0.2983,0.3811,0.4168,0.5983,0.3894,0.3273,,balanced
char_05695,female,19,athletic_hyper,0.1095,0.8898,0.2876,0.2187,0.3021,0.4506,0.3075,0.2433,0.5187,0.3655,,pull_dominant
char_05696,female,24,overweight,0.4651,0.1851,0.4174,0.3544,0.5086,0.6544,0.3737,0.3587,0.5788,0.5591,,balanced
char_05697,female,25,underweight,0.1004,0.0782,0.2186,0.5456,0.3124,0.6124,0.4646,0.4736,0.3514,0.5422,,balanced
char_05698,female,26,normal,0.2379,0.2723,0.3357,0.4375,0.4102,0.702,0.7102,0.5397,0.4565,0.6363,,balanced
char_05699,female,30,athletic_hyper,0.0635,0.8918,0.2321,0.3841,0.6608,0.4299,0.6349,0.4777,0.3608,0.5722,,upper_dominant
char_05700,female,21,underweight,0.058,0.068,0.279,0.2329,0.3291,0.4787,0.218,0.3212,0.4315,0.1787,,balanced
char_05701,female,27,normal,0.2139,0.229,0.4572,0.5918,0.7027,0.4027,0.593,0.4679,0.4276,0.6807,,balanced
char_05702,female,29,underweight,0.0392,0.0161,0.2752,0.4914,0.4494,0.4243,0.6543,0.359,0.6257,0.3543,,balanced
char_05703,female,16,normal,0.1975,0.1872,0.3009,0.3996,0.6312,0.6259,0.4168,0.5904,0.3312,0.5249,,balanced
char_05704,female,31,normal,0.1857,0.1742,0.3371,0.3436,0.3415,0.2111,0.1983,0.4499,0.4983,0.2995,,balanced
char_05705,female,38,overweight,0.4452,0.2606,0.2551,0.678,0.4715,0.6579,0.5554,0.6383,0.6358,0.378,,balanced
char_05706,female,17,obese,0.9934,0.2739,0.2908,0.5644,0.4258,0.6797,0.3894,0.3797,0.4115,0.6783,,balanced
char_05707,female,34,athletic_lean,0.0824,0.5175,0.331,0.4759,0.6915,0.6784,0.6521,0.4763,0.5239,0.3915,,lower_dominant
char_05708,female,28,overweight,0.5016,0.3129,0.2957,0.5282,0.4128,0.6262,0.7128,0.5472,0.6791,0.6611,,balanced
char_05709,female,29,normal,0.2333,0.2664,0.3431,0.4961,0.4951,0.4144,0.1961,0.399,0.3088,0.3537,,balanced
char_05710,female,26,overweight,0.4833,0.2139,0.3294,0.4027,0.4189,0.3732,0.3036,0.5404,0.3434,0.2404,,balanced
char_05711,female,34,overweight,0.4856,0.1904,0.3907,0.2486,0.5486,0.4692,0.5356,0.2645,0.4187,0.5322,,balanced
char_05712,female,25,athletic_lean,0.0726,0.5403,0.2859,0.3646,0.4764,0.2824,0.5824,0.3879,0.4055,0.4425,,push_dominant
char_05713,female,14,normal,0.3002,0.2295,0.2381,0.6672,0.4207,0.5111,0.691,0.4053,0.6963,0.7053,,balanced
char_05714,female,24,overweight,0.4074,0.181,0.2385,0.4553,0.7296,0.4715,0.5243,0.6894,0.5841,0.4296,,balanced
char_05715,female,32,normal,0.2605,0.1337,0.317,0.5954,0.4679,0.356,0.4575,0.4652,0.4914,0.656,,balanced
char_05716,female,40,normal,0.2749,0.1866,0.2283,0.3953,0.5337,0.4612,0.6828,0.5227,0.6953,0.5488,,balanced
char_05717,female,35,overweight,0.4645,0.2724,0.2428,0.5826,0.5079,0.312,0.3904,0.4062,0.612,0.4936,,balanced
char_05718,female,26,obese,0.9453,0.2505,0.327,0.6873,0.3873,0.6212,0.5108,0.663,0.5877,0.433,,balanced
char_05719,female,18,overweight,0.4706,0.2228,0.2093,0.6294,0.6608,0.4143,0.4472,0.6237,0.3608,0.468,,balanced
char_05720,female,36,overweight,0.5348,0.3251,0.2001,0.6589,0.6008,0.3918,0.6918,0.4149,0.4294,0.4917,,balanced
char_05721,female,38,obese,0.812,0.2107,0.2829,0.6117,0.674,0.6356,0.4649,0.7649,0.7465,0.5642,,balanced
char_05722,female,39,overweight,0.5439,0.315,0.2924,0.5808,0.3493,0.6493,0.5733,0.5677,0.5211,0.603,,balanced
char_05723,female,39,athletic_lean,0.1013,0.5531,0.2513,0.3694,0.6044,0.6335,0.4368,0.4389,0.6033,0.6694,,balanced
char_05724,female,37,underweight,0.023,0.1256,0.3843,0.5695,0.2695,0.5516,0.5475,0.5509,0.4383,0.3446,,balanced
char_05725,female,25,normal,0.2544,0.2469,0.3723,0.6508,0.7728,0.5483,0.5858,0.8483,0.5545,0.6787,,balanced
char_05726,female,24,obese,0.8434,0.2521,0.209,0.5823,0.5476,0.3862,0.4992,0.4057,0.3927,0.2823,,balanced
char_05727,female,24,overweight,0.415,0.3196,0.27,0.4732,0.6044,0.5702,0.4314,0.5389,0.3579,0.3044,,balanced
char_05728,female,28,obese,0.82,0.1963,0.233,0.8041,0.5583,0.7722,0.5162,0.5335,0.5197,0.5041,,balanced
char_05729,female,38,athletic_lean,0.1041,0.62,0.3038,0.5528,0.5149,0.6658,0.5465,0.3873,0.601,0.3658,,balanced
char_05730,female,21,normal,0.2673,0.1543,0.2722,0.3415,0.4035,0.6229,0.6415,0.4663,0.3553,0.5748,,balanced
char_05731,female,16,underweight,0.0995,0.1445,0.277,0.5776,0.4658,0.4676,0.6391,0.3391,0.355,0.519,,balanced
char_05732,female,40,normal,0.3125,0.2393,0.405,0.5644,0.4054,0.6571,0.5796,0.3571,0.4192,0.4436,,balanced
char_05733,female,34,athletic_hyper,0.0785,0.7579,0.4208,0.4779,0.4893,0.4019,0.4469,0.4216,0.5455,0.2455,,balanced
char_05734,female,20,normal,0.2224,0.1979,0.3537,0.6234,0.5462,0.4261,0.4235,0.3421,0.6421,0.6259,,balanced
char_05735,female,19,normal,0.198,0.1748,0.2964,0.3608,0.4548,0.4444,0.2892,0.3661,0.3504,0.5892,,balanced
char_05736,female,33,athletic_lean,0.0986,0.4693,0.3072,0.6811,0.3811,0.5278,0.4141,0.4568,0.4642,0.4403,,balanced
char_05737,female,40,normal,0.2338,0.2643,0.2484,0.4178,0.4565,0.3328,0.5481,0.5493,0.4544,0.6328,,balanced
char_05738,female,30,athletic_hyper,0.0952,0.8046,0.2534,0.3481,0.3811,0.3219,0.6219,0.3311,0.5832,0.592,,upper_dominant
char_05739,female,26,overweight,0.5888,0.2282,0.287,0.7077,0.5481,0.684,0.594,0.4495,0.6857,0.4077,,balanced
char_05740,female,27,normal,0.2737,0.1785,0.3645,0.5798,0.3655,0.6062,0.3975,0.5993,0.5896,0.6655,,balanced
char_05741,female,24,overweight,0.3866,0.2908,0.3638,0.335,0.4492,0.635,0.3446,0.505,0.48,0.3369,,balanced
char_05742,female,15,obese,0.7,0.2257,0.2132,0.4505,0.5718,0.5264,0.6359,0.3359,0.3889,0.3449,,balanced
char_05743,female,29,overweight,0.4227,0.236,0.3859,0.3661,0.3609,0.2392,0.4547,0.3471,0.3807,0.5392,,balanced
char_05744,female,25,athletic_hyper,0.131,0.7215,0.442,0.3834,0.5537,0.6424,0.5161,0.3424,0.3791,0.3899,,push_dominant
char_05745,female,39,normal,0.3349,0.202,0.3474,0.695,0.5209,0.6126,0.5707,0.646,0.395,0.4333,,balanced
char_05746,female,31,obese,0.8647,0.2527,0.2183,0.7182,0.5871,0.4632,0.753,0.453,0.612,0.7487,,balanced
char_05747,female,34,athletic_hyper,0.127,0.7364,0.2561,0.3702,0.4208,0.6008,0.5392,0.49,0.4186,0.6702,,pull_dominant
char_05748,female,39,overweight,0.5618,0.2694,0.2425,0.4163,0.6134,0.361,0.3521,0.3643,0.3134,0.3232,,balanced
char_05749,female,24,underweight,0.1307,0.0898,0.3123,0.5718,0.4859,0.6656,0.3656,0.4387,0.4804,0.3997,,balanced
char_05750,female,16,normal,0.3038,0.2596,0.3489,0.5102,0.5758,0.5339,0.4512,0.7512,0.7296,0.6331,,balanced
char_05751,female,20,athletic_lean,0.0852,0.6087,0.3173,0.2276,0.3552,0.3718,0.5276,0.3,0.426,0.4471,,balanced
char_05752,female,17,athletic_lean,0.073,0.6001,0.3269,0.631,0.4126,0.351,0.6063,0.4085,0.651,0.464,,balanced
char_05753,female,27,normal,0.232,0.1458,0.3674,0.68,0.6368,0.4909,0.5422,0.7188,0.4892,0.4188,,balanced
char_05754,female,23,obese,0.8902,0.2942,0.2572,0.6915,0.6796,0.5596,0.7039,0.5953,0.5063,0.8063,,balanced
char_05755,female,36,overweight,0.4948,0.1989,0.2556,0.4862,0.2254,0.4192,0.4036,0.2309,0.5254,0.2842,,balanced
char_05756,female,19,overweight,0.5514,0.2625,0.3677,0.6934,0.4416,0.5323,0.4241,0.4639,0.6312,0.7241,,balanced
char_05757,female,22,overweight,0.564,0.2912,0.2762,0.6824,0.7062,0.5316,0.5693,0.4062,0.6327,0.6676,,balanced
char_05758,female,27,athletic_lean,0.1056,0.4469,0.3426,0.1577,0.2803,0.4425,0.4253,0.1425,0.215,0.1671,,balanced
char_05759,female,27,normal,0.2502,0.1737,0.2905,0.4859,0.5638,0.5406,0.544,0.7292,0.5548,0.7859,,balanced
char_05760,female,18,athletic_lean,0.1038,0.576,0.2305,0.2652,0.5574,0.5073,0.4811,0.5137,0.5317,0.2574,,lower_dominant
char_05761,female,32,normal,0.208,0.2339,0.3596,0.5673,0.4602,0.7002,0.686,0.5423,0.4002,0.4709,,balanced
char_05762,female,25,overweight,0.4934,0.2263,0.3282,0.4139,0.6781,0.6284,0.3781,0.4402,0.4948,0.6335,,balanced
char_05763,female,19,obese,0.916,0.204,0.308,0.5924,0.326,0.3851,0.4127,0.5703,0.3912,0.2924,,balanced
char_05764,female,28,overweight,0.4458,0.2935,0.3044,0.4883,0.4829,0.6353,0.6353,0.5646,0.3353,0.4479,,balanced
char_05765,female,38,obese,0.7389,0.2529,0.212,0.636,0.6698,0.6068,0.5972,0.3884,0.5162,0.3698,,balanced
char_05766,female,39,normal,0.206,0.2037,0.338,0.2686,0.384,0.3583,0.4169,0.4757,0.5583,0.2583,,balanced
char_05767,female,37,overweight,0.5265,0.2359,0.246,0.1905,0.4866,0.2114,0.26,0.3124,0.3072,0.1866,,balanced
char_05768,female,23,overweight,0.5781,0.2164,0.4293,0.5186,0.5545,0.2545,0.3728,0.4827,0.3249,0.4574,,balanced
char_05769,female,20,obese,0.7642,0.3177,0.3216,0.4819,0.6213,0.3812,0.3213,0.566,0.3481,0.4929,,balanced
char_05770,female,18,obese,0.7461,0.2676,0.2756,0.5344,0.6089,0.3089,0.5559,0.4707,0.4374,0.3408,,balanced
char_05771,female,24,normal,0.2895,0.1872,0.4112,0.2577,0.2143,0.259,0.5143,0.219,0.3026,0.3651,,balanced
char_05772,female,30,normal,0.2752,0.1967,0.3205,0.2129,0.4223,0.2145,0.5129,0.5065,0.2597,0.4944,,balanced
char_05773,female,40,obese,0.7208,0.1723,0.3099,0.233,0.1456,0.3662,0.1985,0.4363,0.3438,0.1363,,balanced
char_05774,female,25,overweight,0.5235,0.2071,0.4215,0.5774,0.3178,0.5824,0.3876,0.4225,0.2824,0.5261,,balanced
char_05775,female,16,normal,0.2363,0.2535,0.2231,0.6821,0.5677,0.4941,0.6013,0.521,0.5454,0.3821,,balanced
char_05776,female,35,obese,0.8502,0.296,0.2514,0.6897,0.3897,0.5538,0.421,0.4637,0.5307,0.5274,,balanced
char_05777,female,19,overweight,0.4502,0.2963,0.2734,0.6193,0.6585,0.4739,0.4331,0.5816,0.4971,0.3585,,balanced
char_05778,female,27,athletic_hyper,0.0871,0.8607,0.3081,0.4599,0.6357,0.384,0.4732,0.6459,0.3459,0.4967,,balanced
char_05779,female,20,obese,0.6853,0.3041,0.3048,0.6371,0.6253,0.3468,0.6434,0.6468,0.3565,0.4175,,balanced
char_05780,female,34,overweight,0.3834,0.2262,0.233,0.7036,0.6308,0.4036,0.508,0.5462,0.4157,0.4438,,balanced
char_05781,female,32,normal,0.1985,0.2488,0.2804,0.4831,0.7831,0.5532,0.5299,0.6588,0.7745,0.7302,,balanced
char_05782,female,29,athletic_lean,0.136,0.5037,0.3305,0.4751,0.5825,0.7751,0.4919,0.7745,0.7304,0.7396,,balanced
char_05783,female,40,normal,0.2403,0.1489,0.2773,0.4794,0.5619,0.3956,0.5493,0.6956,0.5586,0.4094,,balanced
char_05784,female,20,athletic_lean,0.0935,0.5446,0.3723,0.5771,0.4063,0.5648,0.5622,0.7063,0.4979,0.6084,,upper_dominant
char_05785,female,20,athletic_hyper,0.1114,0.7972,0.3715,0.2612,0.2384,0.509,0.3416,0.5221,0.4968,0.5384,,balanced
char_05786,female,26,normal,0.2761,0.2439,0.3434,0.548,0.6541,0.3599,0.5996,0.6599,0.4837,0.3709,,balanced
char_05787,female,39,normal,0.2448,0.1773,0.2763,0.4319,0.3588,0.6292,0.5715,0.3515,0.387,0.6515,,balanced
char_05788,female,21,normal,0.207,0.1635,0.2755,0.6499,0.5738,0.5588,0.4242,0.6277,0.713,0.413,,balanced
char_05789,female,40,overweight,0.3793,0.2167,0.2915,0.3562,0.4661,0.5121,0.3924,0.6562,0.5144,0.3678,,balanced
char_05790,female,21,athletic_hyper,0.0605,0.8184,0.2801,0.4261,0.4779,0.3245,0.2935,0.3644,0.5935,0.3701,,lower_dominant
char_05791,female,33,overweight,0.5401,0.2824,0.2282,0.4859,0.2362,0.3907,0.3337,0.5362,0.3283,0.4153,,balanced
char_05792,female,31,normal,0.2959,0.1564,0.3133,0.4583,0.6118,0.6473,0.6229,0.3473,0.513,0.4445,,balanced
char_05793,female,35,athletic_lean,0.1047,0.5219,0.2764,0.5124,0.6143,0.5357,0.3143,0.4059,0.4745,0.3272,,upper_dominant
char_05794,female,15,normal,0.2369,0.1514,0.3796,0.3916,0.3395,0.5436,0.5041,0.6346,0.6395,0.5456,,balanced
char_05795,female,37,underweight,0.0457,0.1101,0.2454,0.541,0.6237,0.3525,0.4483,0.3286,0.3237,0.4061,,balanced
char_05796,female,32,normal,0.1892,0.1398,0.2255,0.4803,0.6293,0.4412,0.4414,0.5833,0.7412,0.5048,,balanced
char_05797,female,23,normal,0.196,0.1468,0.2709,0.6452,0.5106,0.3452,0.3911,0.608,0.5288,0.4454,,balanced
char_05798,female,23,normal,0.2967,0.2032,0.2488,0.4957,0.3335,0.5697,0.3872,0.3583,0.5518,0.6335,,balanced
char_05799,female,31,athletic_hyper,0.1227,0.9013,0.2793,0.5701,0.5184,0.5307,0.4703,0.4592,0.5489,0.2701,,balanced
char_05800,female,34,overweight,0.4852,0.2938,0.2994,0.5355,0.2867,0.5867,0.4001,0.5145,0.5024,0.2984,,balanced
char_05801,female,18,athletic_lean,0.1321,0.5556,0.2796,0.5975,0.4598,0.6092,0.7598,0.6237,0.661,0.5761,,balanced
char_05802,female,27,athletic_hyper,0.1082,0.9256,0.2843,0.6251,0.4553,0.4487,0.3632,0.4617,0.6632,0.427,,push_dominant
char_05803,female,26,athletic_lean,0.1005,0.5699,0.3686,0.351,0.6167,0.4713,0.3422,0.6422,0.4917,0.3691,,balanced
